cod_mun,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a10_parede_alv,a11_adensamento,a12_proprio_quit,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a1b_micro_internet,a1c_microcomputador,a2_agua_rede,a20_rdpc_baixa,a21_com_defic,a22_energia,a23_esgoto_adeq,a3_agua_dentro,a4_esgoto_rede,a5_esgoto_inadeq,a6_lixo_coletado,a7_banheiro_excl,a8_saneamento_ok,a9_maq_lavar,b1_alfabetizacao,b10b_sem_fund,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b4_freq_15a17,b5b_adequacao,b6_fund_completo,b7_medio_completo,b8_superior_comp,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c12_ocup_superior,c13_beneficio,c2_desocupacao,c3_ocupacao,c4_carteira,c5_previdencia,c7_rend_trab_med,c8_rend_total_med,c9_sem_rendimento,d10b_defic_severa,d11_sem_registro,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d1e_indigena_raca,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e2z_v6264_igual,e2z_v6264_naonulo,e3_estrangeiro,e4_trab_outro_mun,e5_desloc_mais_1h,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
3123528,706,2384,2192,7423.00000000001,93.56,10.76,60.87,12.23,2.1,3.39,53.59,25.32,45.68,898.92,1136.89,0.87,5.46,12.03,42.9,28.25,23.74,99.82,39.32,99.72,35.93,50.21,51.11,99.38,28.76,15.09,81.64,77.61,83.13,100,100,92.6,49.72,95.15,68.54,74.71,22.39,13.77,3.98,68.88,0.654,1140.68,1743.16,0.996,1474.25,1480.34,8.08,28.27,3.41,66.53,10.73,27.15,1540.17,1477.01,18.71,8.6,0,41.83,6.06,0.11,52,0,27,0.25,8.92,6.81,1.03,27.85,9.32,2.88,12.02,0.03,4.64,2.9,3.25,27,45.15
3123601,758,2486,7784.00000000001,25220,94.12,11.43,64.45,16.47,1.45,3.26,44.93,29.36,48.38,1206.45,1676.81,1.31,23.74,31.72,81.72,21.55,20.71,99.81,88.27,93.84,81.65,1.67,85.42,99.84,81.44,30.32,90.06,63.39,89.92,100,100,93.14,28.46,97.26,83.01,64.98,37.07,22.39,6.53,62.94,0.676,1751.39,2591.27,0.668,1712.92,2563.68,11.7,22.2,5.04,59.77,59.95,59.9,2250.14,2226.82,26.37,7.89,0,59.48,7.1,1.01,32.3,0.11,31,0.35,8.37,8.2,0.98,20.22,4.88,1.12,6,0,8.24,5.17,3.09,32.29,47.55
3123700,640,2044,3208.00000000001,10280,89.09,13.19,67.5,20.12,4.68,3.2,50.52,38.93,47.48,804.3,1186.72,0.91,15.5,22.61,68.31,32.94,18.73,99.7,76.94,96.6,69.44,12.81,80.75,99.53,57.69,20.36,81.26,73.2,82.78,100,100,92.78,60.85,97.39,77.55,63.91,26.8,17.57,5.74,53.55,0.672,1394.17,2075.86,0.732,1565.09,2138.57,13.06,26.43,8.13,49.2,43.29,49.83,1872.62,1761.92,30.56,7.08,0,31.78,9.23,0.55,58.34,0.09,28,0.33,8.26,8.78,0.93,35.41,7.25,3.15,9.03,0.14,5.48,1.4,3.06,41.38,46.77
3123809,686,2327,2062.99999999994,7121.99999999975,89.76,16.21,80.59,8.38,0,3.45,50.16,28.53,49.06,804.3,1000.4,0.75,4.99,9.58,74.27,31.5,24.06,99.57,23.65,97.43,22.47,2.57,61.44,96.02,22.3,9.11,82.36,68.33,84.14,100,100,92.74,55.91,98.59,86.89,68.17,31.67,17.6,2.75,59.91,0.59,1034.49,1753.05,0.753,1321.61,1755.99,10.28,31.07,9.94,53.95,53.86,46.66,1586.53,1415.88,28.71,8.81,0.32,21.97,8.54,1.01,68.48,0,28,0.3,8.79,7.56,1.03,19.71,4.66,1.56,6.22,0.03,16.15,5.15,3.15,32.96,47.29
3123858,551,1723,1649.00000000001,5175.00000000002,92.94,11.82,70.74,14.33,8.23,3.14,44.58,27.05,49.95,875.27,1150.57,0.85,11.47,15.62,72.01,28.94,26.16,99.54,54.9,99.64,53.76,34.38,73.39,99.59,51.46,15.47,87.45,75.68,87.77,100,100,93.87,39.98,97.8,74.99,70.84,24.32,15.14,4.14,50.22,0.683,1275.45,1868.04,0.801,1433.61,1789.88,10.36,38.5,13.06,43.66,29.04,48.71,1686.51,1579.68,30.76,11.04,0,41.58,2.81,0.58,55.03,0,31,0.47,7.3,10.94,0.99,34.18,11.32,2.99,13.32,0.07,18.23,4.88,3.02,28.83,49.57
3123908,850,2825,4306,14242,93.66,9.36,82.14,12.23,1.71,3.33,44.13,35.07,50.1,1206.45,1576.7,1.18,20.53,26.63,77.31,21.69,18.3,99.17,66.87,94.4,62.91,3.73,78.05,99.51,64.68,28.61,92.48,68.23,92.51,100,100,94.06,23.58,99.59,85.25,60,31.84,20.29,7.42,53.38,0.586,1518.51,2591.29,0.699,1684.01,2408.12,17.18,27.47,5.86,50.25,68.64,59.53,2237.39,2108.99,29.4,6.8,0,59.19,6.19,1.13,33.48,0,32,0.48,6.99,9.95,0.99,18.67,8,1.59,9.6,0,18.55,4.14,3.08,38.13,48.96
3124005,1138,3610,5734.99999999999,17946,91.31,6.48,60.83,18.19,6.15,3.14,45.38,33.92,47.6,898.92,1274.11,0.98,9.44,14.77,58.81,27.34,14.38,99.82,52.65,98.86,50.94,44.56,65.53,99.7,48.16,22.18,85.73,76.14,86.6,100,100,93.69,40.29,93.54,78.2,66.1,23.86,15.89,5.45,64.8,0.77,1336.91,1737.09,0.718,1292.87,1800.38,7.9,28.59,2.72,63.04,32.76,33.83,1496.65,1551.54,19.28,5.85,0,50.97,4.5,0.3,44.23,0,30,0.41,8.06,9.15,1,13.48,4.33,1.77,6.1,0,3.47,1.99,3.01,35.09,46.96
3124104,1667,5645,17792.0000000001,60271.0000000004,72.36,19.09,72.03,8.19,1.02,3.42,51.88,33.68,46.24,1021.93,1367.17,1.03,13.18,24.77,73.37,25.65,16.76,98.97,22.94,93.02,18.55,3.85,83.93,98.9,20.69,28.38,91.8,66.09,91.16,100,100,92.18,26.53,97.26,80.98,64.19,33.99,18.29,3.49,62.99,0.655,1479.24,2259.68,0.729,1750.39,2401.3,10,19.65,7.95,57.98,71.38,65.07,1885.34,1918.99,28.2,6.18,0.21,25.5,12.05,1.28,60.98,0.19,28,0.23,9.58,6.18,1.01,59.99,20.66,3.51,24.11,0.03,43.58,28.87,3.21,36.53,45.24
3124203,754,2298,7512.00000000002,22856.0000000001,94.66,8.73,47.25,25.66,13.18,3.07,45.56,28.48,47.03,1159.14,1613.16,1.2,13.24,20.97,68.3,24.61,20.76,100,58.56,99,55.37,24.09,76.85,99.85,54.28,26.82,85.74,70.58,85.92,100,100,93.3,33.91,96.86,74.82,65.88,29.6,17.55,6.24,64.37,0.727,1497.16,2060,0.64,1357.34,2121.78,12.06,30.14,4.12,61.72,32.76,49.32,1782.38,1799.83,19.75,8.36,0.27,57.33,8.69,0.34,33.56,0.08,30,0.32,8.36,7.56,1.01,42.32,12.55,2.56,14.99,0,5.94,3.02,3,29.82,46.73
3124302,847,3072,8542.00000000003,31113.0000000002,84.94,16.35,82.27,8.36,0.46,3.66,50.95,31.06,49.64,804.3,986.28,0.7,6.84,11.61,78.2,36.02,20.26,96.85,1.62,80.43,0.36,8.74,51.27,84.7,1.48,7.4,77.39,71.63,78.47,100,100,92.85,61.95,95.68,70.74,68.42,28.37,17.35,2.35,59.12,0.696,1018.68,1463.48,0.845,1159.68,1372.31,9.67,33.73,9.32,53.61,39.67,32.72,1226.16,1236.75,28.24,7.06,0.65,31.04,5.6,0.77,62.5,0.09,27,0.36,8.63,8.77,0.97,16.37,3.49,0.98,4.47,0,17.27,4.41,3.33,34.73,47.59
3124401,479,1441,1453.00000000012,4429.00000000043,88.18,6.85,76.73,9.86,1.13,3.05,39.39,21.45,49.52,1206.45,1302.94,1.05,10.13,18.96,53.68,15.56,13.33,99.67,51.99,98.4,51.18,17.24,66.5,98.69,49.08,39.91,88.72,73.32,88.7,100,100,94.88,33.94,99.17,74.65,68.95,26.68,13.71,3.42,70.59,0.695,1320.56,1899.91,0.943,1577.7,1672.37,6.97,25.33,0.86,69.98,52.26,39.84,1596.38,1658.68,17.03,5.55,0,86.06,2.01,0,11.93,0,35,0.57,6.24,10.99,1.12,28.55,7.16,1.77,8.93,0,8.16,5.48,2.92,23.43,48.63
3124500,676,2166,3430,10845,84.18,11.38,83.16,8.72,0.76,3.16,40.77,33,48.81,1206.45,1561.33,1.21,19.55,25.9,53.45,16.29,15.74,99.71,53.08,99.43,50.46,16.13,83.09,99.53,46.7,41.14,91.73,71.92,92.6,100,100,94.19,25.77,95.55,77.43,74.67,28.08,16.74,4.48,70.45,0.811,1607.53,1983.16,0.82,1535.94,1872.89,6.26,23.37,1.52,69.39,49.49,32.37,1839.82,1822.5,16.2,5.6,0,83.27,1.45,0.71,14.57,0,33,0.45,7.07,9.34,1.07,18.75,3.92,1.36,5.21,0.05,9.17,3.09,3,35.22,47.77
3124609,281,898,827.000000000002,2470.00000000001,91.85,11.42,73.89,12.23,0,2.99,37.09,28.66,52.02,1206.45,1908.95,1.49,15.4,19.25,71.5,16.46,18.77,98.85,71.79,98.31,68.39,26.25,80.95,98.44,60.93,21.36,83.61,68.52,83.89,100,100,93.98,40.38,98.12,91.41,63.96,31.48,21.7,5.89,57.97,0.407,1456.5,3574.39,0.337,1261.21,3738.11,16.48,31.52,5.41,54.84,56.86,55.01,2846.89,2588.9,22.48,8.68,0,48.8,24.6,0,26.61,0,34,0.58,7.4,11.89,1,17.67,7.7,1.47,9.17,0,20.24,1.73,2.78,32.69,50.58
3124708,421,1189,1233,3516,87.46,7.84,64.3,9.97,0.81,2.86,36.23,26.75,52.58,1206.45,1452.17,1.19,20.67,22.49,80.8,15.74,19.44,100,57.12,99.5,45.1,0.46,78.27,99.68,47.44,17.63,85.29,71.87,85.41,100,100,94.78,32.41,97.42,80.45,68.31,28.13,20.03,7.56,55.13,0.611,1464.07,2397.42,0.612,1511.93,2468.61,15.71,32.88,6.77,51.4,44.87,59.51,2067.28,1985.17,23.67,8.11,0,48.96,8.69,0.15,42.2,0,36,0.59,6.62,12.15,1.01,24.37,9.19,1.46,10.52,0,3.2,1.45,2.76,28.52,51.7
3124807,814,2486,2476.00000000002,7446.00000000006,91.19,13.39,66.47,17.52,0.12,3.04,43.29,29,47.57,1206.45,1695.73,1.32,16.07,24.85,76.54,15.35,24.05,98.44,74.84,97.35,67.34,4.49,79.41,98.05,68.02,20.17,89.15,65.21,89.5,100,100,93.61,29.58,96.7,73.79,68,35.04,22.67,6.17,66.81,0.743,1792.8,2414.39,0.755,1825.41,2417.51,13.79,23.74,6.27,62.62,68.76,63.75,2150.24,2151.47,20.67,9.85,0.61,55.66,6.39,0.77,37.13,0.04,31,0.4,7.42,8.86,1.1,51.31,19.25,3.86,22.89,0,4.71,6.18,2.87,31.7,46.55
3124906,702,2024,3620.99999999994,10539.9999999998,94.32,7.56,64.25,18.23,6.82,2.93,36.84,25.97,49.49,1206.45,1347.61,1.04,13.56,20.99,71.7,24.16,17.95,99.86,74.33,99.89,69.83,14.91,75.02,99.76,66.17,29.06,89.38,67.88,90,100,100,93.75,30.03,97.67,85.08,64.49,32.18,23.08,4.78,58.26,0.869,1582.11,1820.99,0.739,1455.77,1970.15,11.59,30.51,4.85,55.43,51.05,56.77,1675.87,1710.27,22.99,7.37,0.33,50.93,7.43,2.71,38.93,0,33,0.5,7.36,10.12,1.02,27.39,6.84,2.33,9.12,0,9.17,1.06,2.81,28.19,48.71
3125002,358,1219,1092,3753.00000000001,90.56,13.47,75.35,22.07,2.81,3.44,49.06,31.41,48.5,1055.05,1200.25,0.9,16.98,27.89,95.57,19.48,16.62,99.55,92.97,99.43,92.42,7.03,95.33,99.55,91.08,38.7,89.16,66.54,89.7,100,100,93.04,40.61,96.79,89.63,62.69,33.46,20.03,2.85,51.55,0.646,1240.14,1920.24,0.938,1574.93,1678.77,10.94,26.76,4.49,49.23,79.18,74.05,1705.97,1614.45,28.39,5.87,0.45,33.82,11.41,1.33,53.44,0,30,0.29,8.59,6.98,0.98,19.94,8.01,0.36,8.37,0,53.32,23.91,3.15,35.54,47.03
3125101,869,2702,9160.99999999995,28598.9999999998,87.97,18.19,59.02,27.57,0.76,3.15,45.04,31.71,45.87,1537.63,2072.43,1.63,29.74,42.59,73.46,8.92,11.51,99.88,76.42,95.54,68.82,3.01,98.52,99.63,69.17,59.33,92.61,55.91,92.85,100,100,93.27,26.79,97.49,79.73,69.19,44.49,29.69,8.85,70.23,0.649,2077,3202.04,0.741,2149.07,2901.05,18.02,20.06,4.61,66.99,80.86,74.05,2578.33,2693.22,19.58,4.51,0,71.47,3.67,0.49,24.29,0.07,30,0.36,8.41,7.83,1.02,54.98,19.22,3.24,22.46,0.19,4.14,2.51,2.93,34.4,44.84
3125200,405,1154,822.000000000002,2350.00000000001,93.32,9.44,66.42,10.75,0.72,2.86,34.99,26.89,51.77,1206.45,1964.25,1.48,23.76,29.24,66.22,17.02,17.97,99.79,51.55,100,49.71,0,89.21,100,50.33,35.12,90.42,64.33,90.37,100,100,94.54,24.78,98.84,79.08,69.15,36.26,21.12,7.42,65.65,0.731,1785.3,2442.31,0.828,1835.59,2216.19,13.86,26.88,1.55,64.63,52.37,50.28,2012.17,2154.73,20.32,7.17,0,71.26,4.21,0.36,24.18,0,37,0.65,6.79,12.4,1.01,34.27,16.42,2.56,18.58,0.16,17.77,3.35,2.77,28.36,51.1
3125309,360,1080,1127,3376.00000000001,98.75,9.11,63.33,13.77,0.31,3,37.58,35.05,50.3,1206.45,1651.29,1.25,16.76,22.97,76.27,17.65,17.6,99.34,65.97,99.43,64.22,22.43,79,97.55,63.95,18.56,86.41,62.1,86.36,100,100,93.36,30.2,97.98,89.19,65.37,38.22,28.04,8.41,61.77,0.708,1622.15,2291.61,0.548,1433.46,2613.89,13.4,31.45,5.48,58.39,50.12,57.94,1839.61,1980.44,18.25,7.33,0,44.03,16.28,0.18,39.43,0.09,33,0.54,7.79,12.04,1.03,38,10.47,2.99,13.46,0,10.64,1.61,2.82,36.19,49.64
3125408,493,1683,1494,5142,86.29,18.09,84.36,6.71,0,3.45,50.62,29.41,51.03,768.81,932.1,0.67,4.64,7.39,77.19,40.05,20.05,99.28,1.08,92.21,0.4,3.55,42.98,91.81,0.88,5.5,83.3,79.35,83.81,100,100,92.95,49.13,97.7,90.06,50.14,20.65,14.71,2.94,57.6,0.813,1100.5,1353.6,0.921,1200.61,1303.29,7.31,39.13,3.23,55.74,32.52,30.27,1082.79,1218.12,29.24,7.07,0,20.5,7.06,0.31,72.13,0,28,0.36,8.64,10.14,1,18.87,7.35,1.07,8.14,0.07,5.24,5.95,3.27,32.66,49.9
3125507,287,968,877.000000000001,3056,76.13,9.21,86.47,8.01,0,3.52,50.91,40.74,50.11,804.3,1060.83,0.78,16.71,22,64.87,34.15,23.75,99.31,5.33,95.66,2.19,2.74,59.52,96.01,4.66,7.26,80.98,69.39,81.68,100,100,93.05,47.11,98.42,83.22,60.94,30.61,17.27,6.13,64.26,0.873,1261.72,1445.99,0.648,1188.08,1834.84,12.62,32.41,7.89,59.19,34.67,49.16,1343.7,1353.61,26.45,8.53,0.6,25.57,10.87,0.8,62.75,0,28,0.27,8.45,6.91,0.94,23.3,6.51,1.81,8.32,0,10.75,5.34,3.27,44.1,48.8
3125606,681,2227,2053.99999999998,6876.99999999991,87.1,14.49,71.72,10.96,0,3.36,49.07,36.39,50.79,704.94,942.12,0.68,7.65,12.89,74.8,42.68,22.67,95.46,70.2,62.48,69.75,9.42,69.11,91.71,68.96,5.6,72.76,77.01,75.28,100,100,93.07,67.83,95.98,81.48,54.61,23.2,15.14,6.44,55.06,0.771,1118.29,1450.92,0.798,1219.83,1529.39,11.52,35.16,10.76,49.14,15.93,27.68,1282.7,1279.02,32.57,8.88,0.77,20.41,3.16,0.47,75.93,0.03,28,0.43,8.42,11.37,1.04,32.43,5.08,3.7,8.7,0,2.02,2.27,3.15,38.89,49.44
3125705,905,2764,4561.99999999998,14121,86.91,13.02,74.76,11.89,1.44,3.13,43.66,35.5,48.56,1076.34,1441.07,1.07,12.85,18.35,76.58,24.84,16.2,98.84,13.16,92.9,12.47,3.03,80.39,94.34,12.92,10.12,89.79,71.14,89.35,100,100,93.46,31.77,97.98,85.63,57.8,28.92,16.98,5.18,61.84,0.637,1409.68,2213.51,0.959,1820.41,1898.62,12.11,28.59,9.21,56.14,55.95,52.87,1843.93,1839.82,26.34,6.48,0.18,23.99,4.53,0.1,71.19,0.18,31,0.38,8.13,8.87,1,26.4,7.47,4.29,11.67,0.1,8.16,5.49,2.97,37.81,47.64
3125804,330,1053,983.000000000001,3030,97.17,9.43,65.43,16.63,1.28,3.08,42.99,43.18,50.12,875.27,1064.76,0.82,15.6,20.96,55.75,33.11,25,99.18,66.48,96.33,64.84,9.11,62.66,98.89,53.44,17.38,78.03,70.94,80.46,100,100,93.55,66.03,99.57,69.29,61.48,29.06,15.6,4.82,52.96,0.782,1302.42,1664.92,0.842,1401.35,1665.15,10.05,32.66,5.94,49.81,35.3,44.67,1518.08,1490.73,30.32,9.83,1.89,29.11,8.19,0.83,61.87,0,31,0.47,7.72,10.9,1.05,39.6,17.26,1.31,15.96,0.53,5.77,3.77,2.95,45.3,49.41
3125903,680,2207,3409,10837,78.94,12.06,81.14,8.03,0,3.22,42.32,32.24,50.8,804.3,1195.39,0.93,7.75,12.44,35.68,30.57,23.22,94.77,26.04,83.51,22.18,64.08,30.85,94.98,19.55,11.88,79.19,81.88,80.16,100,100,93.53,45.86,97.91,74.49,59.68,18.12,13.08,5.32,53.32,0.694,1316.48,1898.23,0.629,1356.85,2157.26,10.92,34.91,6.45,49.89,43.5,39.7,1720.39,1615.86,28.81,9.15,0,30.07,9.9,0.36,59.68,0,32,0.52,7.46,12.43,0.99,11.98,3.81,1.31,5.12,0,4.11,11.63,3.02,35.25,49.73
3125952,632,2097,3121.00000000001,10349,93.5,13.04,67.73,12.17,0.85,3.32,50.36,31.94,45.97,662.36,907.44,0.69,8.24,13.24,43.82,41.77,27.35,98.5,42.5,98.48,42.03,47.72,53.12,98.82,39.16,12.83,85.03,82.39,85.14,100,100,92.41,42.9,96.1,82.4,55.23,17.68,9.65,2.87,52.61,0.771,1106.92,1436.37,0.853,1206.17,1414.2,8.76,32.34,6.07,49.42,28.4,31.09,1345.38,1288.47,30.64,10.74,0,43.09,4.07,1.89,50.9,0.06,28,0.27,9.24,7.15,1.06,31.72,7.97,2.08,10.05,0,4.25,3.62,3.23,32.92,45.6
3126000,667,2173,2059,6600.00000000001,90.33,10.11,61.26,15.04,0.53,3.23,42.55,33.43,49.35,1301.07,2208.32,1.67,21.6,34.24,78.55,9.99,14.72,100,78.49,99.29,76.72,4.16,86.13,99.7,75.77,41.04,94.09,56.8,92.82,100,100,93.98,17.49,98.82,88.63,56.52,43.2,31.03,10.39,69.27,0.513,1848.45,3604.13,0.78,2471.85,3167.5,16.4,24.03,5.47,65.48,59.94,57.76,2501.93,2802.53,23.39,5.7,0.28,46.08,6.17,0.12,47.62,0,32,0.41,7.31,8.84,0.97,40.62,15.66,2.15,17.69,0.05,17.6,5.3,3.04,35.83,48.29
3126109,2158,6370,21841,65127.9999999999,95.57,5.86,71.35,18.71,6.41,3.03,39.39,32.67,49.71,1206.45,1881.89,1.57,36.09,45.33,91.81,13.07,19.43,99.91,90.01,98.63,86.55,3.15,91.47,99.53,87.18,40.85,93.24,54.87,93.37,100,100,94.76,23.33,97.4,84.58,79.65,45.17,29.31,9.03,61.53,0.597,1955.94,3276.66,0.643,1949.82,3030.49,16.1,24.17,3.44,59.41,72.74,68.87,2774.94,2662.35,22.74,8.2,0,65.82,6.55,0.41,27.1,0.12,33,0.5,6.34,9.51,0.97,17.26,4.53,0.91,5.36,0.05,6.43,3.43,2.89,34.82,48.84
3126208,742,2780,2250.00000000001,8177.00000000002,72.62,20.89,74,5.72,0,3.63,53.59,40.62,45.36,756.99,1103.73,0.83,5.63,11.5,66.02,40.12,20.64,87.36,12.2,83.99,0.15,12.88,58.25,87.78,9.34,7.88,81.4,69.49,82.28,100,100,91.29,62.93,96.44,81.59,56.5,30.66,19.66,4.41,61.76,0.553,1213.84,2196.63,0.404,1312.62,3248.18,10.12,25.54,11.04,54.94,33.06,32.89,1956.9,1733.62,35.52,6.8,0.16,20.71,8.87,2.29,68.05,0.08,25,0.22,10.76,6.18,1.1,32.65,10.19,1.76,11.96,0,10.06,7.11,3.32,44.49,43.68
3126307,461,1348,1391.00000000001,4098.00000000002,98.25,8.32,72.31,15.02,0,2.97,43.1,25.09,48.61,1206.45,1657.93,1.25,19.82,30.58,73.7,16.33,16.9,99.33,74.4,98.88,73.52,3.15,97.28,99.33,73.52,35.15,89.01,62.26,89.61,100,100,93.28,33.48,86.77,69.68,65.19,37.74,26.15,6.41,59.57,0.678,1685.26,2483.83,0.82,1864.49,2274.84,14.06,27.71,3.14,57.7,73.98,62.9,2193.28,2150.76,24.47,7.45,0,67.66,5.79,0.35,26.19,0,32,0.4,7.91,9.11,1.05,33.12,11.36,1.98,13.34,0.07,9.8,3.09,2.86,27.06,47.83
3126406,276,882,822.000000000001,2705,89.71,13.15,65.15,11.86,0,3.29,43.67,49.03,46.76,1135.48,1313.63,1.02,8.55,17.99,73.04,18.94,17.26,100,48.9,97.62,36.96,0,75.66,98.74,37.45,14.82,92.52,62.49,92.17,100,100,93.39,19.77,98.62,87.88,75.36,37.51,23.1,5.61,70.14,0.679,1337.52,1969.24,0.73,1549.75,2124.03,9.1,23.76,8.47,64.2,52.49,55.44,1701.73,1705.67,20.47,6.88,0,27.22,16.43,3.45,52.9,0,31,0.39,8.06,9.22,1.06,40.53,16.87,2.36,19.22,0,19.2,3.78,3.09,51.85,46
3126505,564,1994,2823.00000000001,10248.0000000001,94.69,14.2,87.85,3.34,0,3.63,45.86,35.19,52.35,747.52,944.77,0.68,5.95,8.05,74.78,36.49,26.12,97.06,17.42,76.52,8.39,19.8,32.39,75.61,13.29,7.04,77.84,79.91,80.08,100,100,94.79,68.93,98.56,87.15,65.42,20.28,12.53,3.2,61.22,0.817,1165.27,1425.63,0.951,1285.49,1352,6.89,32.8,6.48,57.26,50.71,34.23,1275.38,1294.78,35.94,9.37,0,14.64,9.22,0.19,75.95,0,28,0.48,6.71,10.48,1.06,12.5,3.12,0.72,3.71,0.05,19.69,5.42,3.39,38.13,50.78
3126604,495,1538,1506,4863,81.76,16.93,77.73,10.63,0,3.24,48.9,32.8,48.48,804.3,1073.42,0.79,4.95,6.7,54.49,35.9,23.77,97.05,17.57,84.53,9.55,8.17,50.72,88.51,16.82,7.83,81.82,73.38,82.04,100,100,92.14,47.33,96.36,72.97,64.15,26.62,16.46,5,63.54,0.661,1067.16,1615.56,0.832,1300.78,1562.88,9.75,31.66,5.91,59.79,40.86,38.66,1357.7,1364.16,24.61,8.79,0.3,25.62,7.84,0.04,66.33,0.17,27,0.29,9.32,8.01,1.09,26.38,11.42,2.57,13.87,0,4.34,13.36,3.04,35.19,47.29
3126703,726,2438,7212.99999999996,24911.9999999998,70.73,20.55,73.03,10.45,0.41,3.59,50.76,31.23,49.13,799.57,1130.26,0.79,10.45,14.21,64.64,37.48,23.74,97.88,53.92,80.65,48.2,12.2,54.04,81.82,49.86,11.61,78.63,71.53,79.4,100,100,92.43,57.5,98.82,83.19,71.7,28.55,18.48,3.95,55.99,0.697,1237.19,1775.2,0.783,1415.23,1806.41,11.87,29.07,7.18,51.98,37.05,38.86,1716.9,1513.4,32.28,8.54,0.71,24.37,9.72,1.44,64.35,0.12,27,0.29,9.5,7.64,1.08,19.52,7.44,2.09,9.53,0,8.36,7.65,3.25,35.89,47.27
3126752,551,1928,1667,5800.00000000001,84.93,16.27,73.42,6.38,0,3.48,51.88,36.05,49.12,768.81,1047.26,0.76,4.87,7.88,46.76,36.26,22.75,95.32,49.69,75,47.88,13.59,42.72,76.95,46.53,4.13,69.95,79.19,74.67,100,100,92.6,73.58,97.86,67.79,56.26,21.11,13.47,4,55.66,0.697,1031.89,1480.18,0.504,1130.2,2243.12,7.11,34.77,5.13,52.8,13.64,19.82,1294.55,1261.88,26.1,8.06,0.21,13.13,8.35,1.31,77.21,0,27,0.34,8.96,9.71,1.05,13.21,4.36,1.16,5.32,0,2.62,4.64,3.28,38.91,48.05
3126802,559,2031,1710,5879.00000000001,84.28,16.12,76.02,5.25,0,3.44,50.93,32.57,50.96,686.02,837.7,0.63,7.47,9.67,58.32,37.79,19.7,96.39,55.79,85.54,52.96,15.53,39.27,87.48,51.16,3.39,72.57,78.82,73.87,100,100,92.06,66.11,96.81,80.18,53.16,21.18,12.9,3.39,54.23,0.726,1023.66,1410.38,0.797,1174.2,1474.17,11.31,35.25,4.4,51.84,27.7,30.78,1331.67,1225.36,29.67,6.6,0,13.86,10.06,1.23,74.84,0,27,0.38,9.92,10.58,1.02,19.34,4.41,1.84,6.16,0,4.41,8.08,3.21,34.98,49.53
3126901,533,1746,2733.00000000002,8920.00000000006,93.88,16.03,68.77,15.15,1.37,3.31,49.04,39.02,48.14,804.3,1118.03,0.86,12.59,19.83,77.78,34.05,20.92,97.99,69.89,96.15,69.48,9.29,77.16,97.34,64.4,13.96,82.49,67.2,81.26,100,100,92.69,59.02,98.25,88.74,64.11,32.8,21.07,5.27,56.21,0.619,1224.3,1977.18,0.84,1547.43,1841.86,16.5,31.11,10.66,50.22,37.01,42.89,1649.69,1609.24,27.97,8.34,0.56,20.56,12.12,1.07,66.14,0.12,28,0.35,8.92,9.17,0.95,43.65,14.63,2.03,15.46,0.5,17.73,1.5,3.06,41.98,46.68
3126950,300,1090,904.999999999985,3328.99999999993,86.83,14.07,88.29,6.03,0,3.68,57.44,27.24,47.99,603.22,654.68,0.47,0.79,3.01,24.9,49.35,29.77,98.58,20.69,73.49,20.13,24.25,19.22,78.23,20.13,7.41,77.24,84.79,79.95,100,100,92.51,68.05,96.58,70.24,47.47,15.21,8.54,2.44,42.12,0.828,901.46,1088.85,0.778,931.81,1197.58,9.77,36.36,3.75,40.54,17.03,26.3,1096.12,989.09,36.53,10.97,0,22.49,3.41,0.25,73.84,0,26,0.3,9.43,8.39,1.03,23.76,8.36,1.73,10.08,0,9.46,3.97,3.46,30.71,46.84
3127008,928,2870,4673.00000000003,14041.0000000001,86.17,17.56,57.23,29.71,0,3.05,46.33,28.65,44.27,1206.45,1723.69,1.35,17.22,24.54,89.62,18.04,22.36,99.63,96.13,98.06,88.62,0.75,95.99,99.78,88.51,32.27,88.55,62.55,88.18,100,100,91.41,23.46,96.27,68.79,71.69,37.6,24.79,6.04,65.85,0.558,1625.47,2911.06,0.708,2012.11,2842.29,13.69,16.12,6.93,61.29,69.67,64.3,2318.51,2413.24,26.99,8.58,0.6,49.08,8.88,0.93,41,0.11,28,0.25,10.38,6.17,1.06,77.95,24.47,4.24,28.71,0,21.82,9.49,2.9,30.59,43.48
