cod_mun,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a10_parede_alv,a11_adensamento,a12_proprio_quit,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a1b_micro_internet,a1c_microcomputador,a2_agua_rede,a20_rdpc_baixa,a21_com_defic,a22_energia,a23_esgoto_adeq,a3_agua_dentro,a4_esgoto_rede,a5_esgoto_inadeq,a6_lixo_coletado,a7_banheiro_excl,a8_saneamento_ok,a9_maq_lavar,b1_alfabetizacao,b10b_sem_fund,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b4_freq_15a17,b5b_adequacao,b6_fund_completo,b7_medio_completo,b8_superior_comp,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c12_ocup_superior,c13_beneficio,c2_desocupacao,c3_ocupacao,c4_carteira,c5_previdencia,c7_rend_trab_med,c8_rend_total_med,c9_sem_rendimento,d10b_defic_severa,d11_sem_registro,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d1e_indigena_raca,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e2z_v6264_igual,e2z_v6264_naonulo,e3_estrangeiro,e4_trab_outro_mun,e5_desloc_mais_1h,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
4320404,892,2840,4548.00000000003,14253.0000000001,78.28,5.71,62.04,21.36,12.33,3.14,42.47,25.88,46.37,1774.19,2380.3,1.86,41.92,53.89,89.89,3.72,15.04,100,60.78,99.87,3.73,0.32,95.99,99.65,57.31,65.94,96.89,49.87,96.4,100,100,94.27,12.76,97.91,88.64,76.19,50.19,31.3,8.85,74.77,0.682,2261.44,3316.87,0.746,2161.62,2895.69,15.31,24.12,1.86,73.38,84.32,78.41,2799.61,2812.43,11.67,6.05,0,87.99,3.29,0.75,7.98,0,32,0.46,7.11,8.82,0.99,51.3,14.33,3.17,17.38,0.17,8.04,1.5,2.93,27.59,45.92
4320453,389,1174,766.000000000002,2281.00000000001,45.33,7.11,81.14,2.42,0,2.98,34.39,17.36,51.98,1388.6,1708.99,1.32,8.97,18.03,55.78,13.57,22.08,99.79,11.57,98.4,0,8.18,71.1,94.55,10.72,38.5,88.84,84.86,89.08,100,100,95.7,29.41,96.93,77.11,53.38,15.14,8.81,2.81,83.32,0.97,1717.25,1770.73,0.868,1521.79,1752.7,4.72,33.16,0.29,83.07,44.45,19.54,1566.51,1745.62,6.52,8.59,0,96.41,0.7,0,2.89,0,38,0.78,5.14,13.36,1.09,25.1,7.53,1.85,9.38,0,4.15,3.2,2.86,18.34,51.5
4320503,731,2139,2170,6294.00000000001,41.9,3.95,78.83,8.86,2.37,2.9,37.24,26.27,51.86,1312.9,2185.84,1.71,22.35,34.53,63.39,12.78,21.65,100,25.24,99.47,4.32,4.33,60.62,97.69,20,32.99,94.07,59.33,93.72,100,100,95.45,15.13,97.41,87.55,77.95,40.67,27.55,8.19,66.19,0.558,2080.42,3730.05,0.501,1628.67,3251.42,12.67,31.65,2.38,64.61,58.92,54.66,3392.36,2958.88,22.44,9.27,0,80.79,4.74,1.22,13.13,0.11,38,0.69,5.98,12.6,0.94,27.16,4.31,1.86,6.17,0,11.14,2,2.78,27.87,50.97
4320552,667,1911,2022,5850.00000000002,63.18,9.06,76.4,7.92,0.16,2.9,38.19,28.39,48.84,1194.62,1753.53,1.54,11.57,20.87,17.57,28.12,21.84,99.17,32.89,97.99,3.97,12.12,87.61,96.46,11.69,55.63,93.04,72.68,91.76,100,100,94.46,15.75,97.84,88.8,67.58,27.32,14.16,2.82,67.44,0.702,2400.59,3417.24,0.521,1601.06,3075.62,6.9,32.57,2.96,65.44,43.13,24.25,3117.86,2924.21,28.9,9.46,0,89.5,3.31,1.72,5.47,0,34,0.57,6.95,11.61,1.01,27.72,9.8,1.11,10.91,0,5.29,2.4,2.78,29.7,48.35
4320578,354,1056,704.000000000002,2124,29.5,7.92,88.81,2.6,0.27,3.02,35.59,20.31,53.05,1206.45,1402.92,1.12,5.71,12.74,96.62,26.25,15.35,98.21,22,97.88,1.3,6.46,61.25,92.94,21.24,18.29,95.33,78.15,94.77,100,100,95.2,9.72,99.14,88.97,80.07,21.85,12.36,3.24,64.21,0.609,1519.75,2494.76,0.783,1599.96,2042.64,4.72,40.65,1.57,63.21,47.89,25.47,2042.44,1986.69,24.72,5.82,0,88.21,0.17,0.29,11.34,0,39,0.8,6.05,13.48,1.04,20.41,5.52,0.21,5.54,0.19,4.92,0,2.9,21.81,52.19
4320602,424,1294,1272,3842.00000000001,46.83,2.71,84.35,4.99,1.14,3.02,37.26,22.25,50.61,1369.67,2163.9,1.72,14.62,25.71,47.1,9.75,31.53,99.87,59.06,83.33,7.04,5.11,70.76,98.74,40.08,23.02,93.59,61.77,93.34,100,100,95.5,15.34,97.72,91.22,81.98,38.23,22.17,5.15,81.58,0.729,2022.68,2774.82,1.152,2761.77,2396.58,8.52,33.23,1.2,80.6,51.93,44.71,2237.6,2415.42,9.48,13.5,0,94.24,0.55,0.24,4.93,0.04,38,0.72,6.31,12.59,1.02,34.58,5.08,2.99,8.07,0,7.65,4.6,2.85,23.38,50.28
4320651,272,798,825,2449,75.08,8.49,85.79,5,0.74,3,34.76,47.85,51.5,1537.63,2427.01,1.82,21.68,34.72,52.91,17.02,23.11,99.1,48.15,97.7,12.53,5.48,91.22,96.18,32.93,65.28,94.78,63.12,93.43,100,100,94.21,11.54,99.14,91,75.65,36.88,25.03,6.44,69.48,0.639,2115.53,3308.4,0.423,1247.57,2951.02,10.22,36.57,1.57,68.39,64.64,61.56,2630.33,2741.47,18.42,10,0,86.01,2.81,0.1,11.08,0,39,0.9,7.06,15.97,1,30.18,8.83,2.28,11.01,0.29,16.38,2.33,2.82,47.65,50.95
4320677,626,2026,3192.99999999949,10067.999999998,43.58,9.98,78.51,4.28,1.01,3.17,40.01,26.64,48.63,1206.45,1744.17,1.38,7.65,14.91,32.67,23.36,20.75,98.82,27.66,89.78,0.67,13.57,68.46,88.37,12.4,27.9,92.43,83.43,91.9,100,100,94.59,17.58,97.24,69.75,53.42,16.57,10.4,2.74,76.46,0.969,2013.63,2078.35,0.576,1252.23,2175.82,5.71,29.79,1.21,75.54,64.07,54.59,1753.68,2046.85,17.87,7.99,0,84.33,0.58,1.63,13.47,0,35,0.63,6.56,12.31,1.08,20.8,5.87,2.68,8.54,0,7.52,2.92,2.93,28.98,47.99
4320701,987,2827,5000.00000000002,14283.0000000001,59.02,7.97,71.73,12.95,4.79,2.92,41.35,38.39,48.27,1324.73,2166.55,1.71,27.65,35.34,91.22,15.09,14.45,99.11,73.47,98.37,19.17,1.53,87.27,97.37,69.52,66.96,93.31,53.2,93.11,100,100,94.16,20.66,97.56,81.65,62.13,46.8,30.19,8.73,71.5,0.744,2309.46,3103.19,0.443,1343.53,3036.17,15.96,28.84,3.99,68.64,57.65,50.49,2564.95,2710.38,19,6.4,0,77.36,2.94,0.59,19.11,0,33,0.45,7.09,9.53,0.96,23.86,7.3,2.34,9.57,0.13,8.88,2.26,2.77,39.22,47.31
4320800,1020,3045,10205.0000000001,30044.0000000002,53.31,9.33,72.29,14.7,9.5,2.99,43.36,39.21,47.83,1206.45,2323.39,1.74,23.36,35.39,87.08,16.21,20.02,99.06,75.03,96.83,60.58,4.88,83.49,95.98,71.96,53.85,91.17,53.92,90.58,100,100,93.71,24.83,96.34,75.32,64.52,46.21,29.32,9.79,65.07,0.7,2213.52,3160.85,0.512,1527.65,2980.88,16.97,27.84,3.95,62.5,69.41,58.2,2592.44,2707.21,21.71,8.36,0,80.35,2.88,0.83,15.9,0.05,31,0.43,7.55,9.51,0.96,25.84,5.41,2.87,8.21,0.05,8.16,3.39,2.86,40.79,47.03
4320859,460,1291,1460,4131,31.23,9.27,87.4,6.11,0,2.83,39.8,30.82,48.54,1206.45,1510.1,1.24,10.85,28.51,18.88,12.98,21.38,99.28,48.17,97.76,0.21,7.83,84.93,95.28,6.55,74.88,92.73,71.98,92.92,100,100,93.15,19.48,100,84.54,74.53,28.29,14.5,3.04,64.81,0.643,1604.6,2497.14,0.711,1516.34,2132.5,9.99,29.6,1.7,63.71,71.54,53.06,2212.12,2093.17,17.56,9.32,0.63,93.46,1.34,0.24,4.48,0.48,33,0.46,7.56,9.7,1.04,44.81,17.77,1.29,19.06,0,26.36,4.36,2.77,31.27,47.96
4320909,1299,3769,6525.00000000002,19250,74.46,6.77,57.91,22.01,14.85,2.95,39.23,32.03,45.81,1774.19,2642.53,2.05,37.76,53.59,92.33,5.92,13.89,99.84,68.45,99.69,21.97,3.01,96.56,99.45,64.25,52.22,96.55,54.29,95.63,100,100,94.88,15,98.54,73.93,74.55,45.74,30.04,9.68,74.86,0.568,2160.06,3805.11,0.578,1862.13,3220.01,16.84,22.88,3.5,72.24,76.38,71.2,2955.57,3009.26,14.55,5.39,0.22,83.7,2.23,0.34,13.67,0.07,31,0.45,5.91,8.39,0.95,36.32,13.62,3.25,16.84,0.03,6.44,0.21,2.82,33.67,45.48
4321006,703,2116,3568.00000000009,10448.0000000003,52.96,5.7,68,15.02,5.86,2.95,40.57,32.44,49.24,1566.02,2373.81,1.79,31.9,42.11,90.76,9.13,16.75,99.87,46.7,99.58,24.29,3.62,91.3,98.68,41.89,52.54,95.51,53.42,95.36,100,100,93.73,14.08,98.95,81.5,73.63,46.71,30.06,11.34,71.14,0.604,2074.91,3432.77,0.646,1871.3,2895.95,19.35,28.69,4.13,68.2,69.84,68,2772.47,2771.81,17.1,6.91,0,87.57,1.12,0.07,11.24,0,33,0.52,7.67,10.67,0.95,40.2,9.19,2.09,11.28,0,15.24,1.18,2.81,33.96,48.34
4321105,1134,3277,5825,16629,67.65,11.51,76.49,10.65,2.67,2.86,41.05,41.9,49.62,1206.45,2061.53,1.54,17.25,28.35,86.18,17.74,22.5,99.5,84.05,98.44,53.55,5.05,93.68,97.94,75.69,63.95,93.32,61.78,92.3,100,100,93.83,18.14,97.8,83.09,59.54,38.28,25.3,7.54,60.08,0.774,1998.26,2580.73,0.545,1380.08,2530.83,17.07,32,7.73,55.44,59.52,60.51,2245.14,2303.41,21.88,9.41,0,78.54,9.52,0.07,11.77,0.09,33,0.47,7.66,11.06,0.97,31.95,8.32,2.19,10.51,0,9.16,2.72,2.7,43.28,48.57
4321204,1905,5525,18939,54643.0000000001,50.96,9.25,74,13.72,6.46,2.93,41.73,37.66,47.49,1537.63,2498.17,1.94,24.86,37.37,57.86,10.75,18.91,99.65,83.48,95.92,46.34,3.87,96.63,98.64,54.52,72.63,95.57,55.2,94.16,100,100,93.37,12.33,97.14,76.41,65.31,45.2,26.54,7.57,69.24,0.643,2361.7,3670.37,0.644,2048.54,3182.5,18.81,25.62,4.03,66.45,75.51,69.12,2919.77,3031.71,17.83,8.06,0.2,86.23,5.06,0.28,8.34,0.09,32,0.4,8.08,8.97,0.97,46.73,8.6,2.8,11.24,0.13,20.1,2.97,2.8,39,46.74
4321303,922,2570,9465,26092,51.83,7.74,79.81,9.79,1.62,2.79,40.01,40.69,48.42,1253.76,2103.77,1.64,29.87,38.81,86.93,15.01,20.19,100,76.55,97.83,8.02,2.71,96.82,98.55,68.62,77.3,94.09,50.91,93.38,100,100,94.08,15.84,97.17,80.15,59.73,49.36,32.21,8.66,61.09,0.693,2331.01,3363.71,0.646,1907.56,2953.83,17.92,24.58,4.98,58.05,76.47,69.72,2988.65,2878.23,23.53,9.1,0,92.62,3.58,0.2,3.42,0.18,33,0.47,6.95,9.83,0.95,26.21,4.75,1.75,6.5,0,11.71,6.26,2.7,41.72,47.87
4321329,301,949,917.000000000002,2966.00000000001,61.04,10.16,89.98,4.58,3.46,3.23,43.6,18.43,50.94,1312.9,2242.34,1.94,22.19,31.45,80.96,12.05,23.16,99.7,36.61,98.35,0,1.21,83.91,97,31.81,18.53,91.72,62.3,90.69,100,100,95.19,20.75,98.28,76.54,68.64,37.7,22.97,8.12,81.56,0.584,2228.67,3812.96,0.47,1667.88,3548.77,7.46,31.06,1.01,80.73,60.27,49.13,2989.74,3066.91,13.76,8.88,0,72.26,6.07,0,20.7,0.96,36,0.67,6.29,12.53,1.05,33.49,11.18,3.24,14.28,0,8.89,1.29,2.94,22.72,50.16
4321352,656,1781,1966.00000000001,5351.00000000001,37.6,9.59,84.99,8.08,0.51,2.72,34.83,28.94,51.46,1206.45,1570.84,1.26,16.48,21.58,19.86,18.65,15.8,98.25,58.8,96.79,20.18,3.91,75.15,93.71,12.35,37.01,85.67,76.33,84.87,100,100,95.12,34.62,95.31,76.75,63.97,23.81,16.21,2.5,71.48,0.83,1743.34,2101.13,0.718,1460.11,2033.69,8.73,36.83,0.51,71.12,37.99,41.66,1848.34,1937.84,16.22,7.05,0.27,84.11,5.64,0.25,9.88,0.11,39,0.65,6.08,12.37,1.08,21.41,7.12,3.48,10.6,0.06,1.9,2.42,2.56,30.58,50.29
4321402,854,2634,4351.00000000044,13719.0000000017,46.33,13.47,75.63,10.05,3.81,3.16,43.79,35.45,49.29,1206.45,2002.02,1.52,20.98,29.21,77.93,18.06,17.84,98.74,20.34,85.54,2.16,4.71,69.95,92.01,16.04,21.19,92.22,60.98,92.46,100,100,93.77,20.98,96.74,74.03,72.64,39.02,26.47,8.96,63.49,0.64,2010.64,3143.09,0.588,1693.3,2879.41,14.91,34.48,3.11,61.51,65.23,48.63,2675.4,2565.81,23.7,6.19,1.19,70.24,1.55,0.34,13.59,14.28,31,0.45,7.69,10.87,0.96,29.46,6.2,2.57,8.77,0.03,5.67,1.58,2.9,37.01,49.78
4321436,655,1944,3332,9877.99999999999,48.03,9.51,81.69,9.27,1.22,2.97,43.91,41.02,48.46,1206.45,1744.81,1.33,22.34,33.4,42.32,15.13,18.44,100,21.66,95.38,0.3,0.57,97.08,98.82,8.64,60.89,91.72,64.83,90.73,100,100,93.71,26.15,98.44,84.77,64.32,35.26,20.65,5.6,65.11,0.666,1772.95,2661.84,0.8,1827.24,2285.45,12.81,29.55,6.52,60.86,66.89,57.75,2326.51,2257.92,20.35,7.62,0,91.6,2.52,0,5.66,0.22,32,0.44,7.72,9.89,1.01,45.06,14.98,1.87,16.8,0,16.14,2.23,2.9,41.66,47.96
4321451,934,2672,9370,27272,75.64,4.88,61.11,23.08,7.7,2.92,41.2,31.22,46.16,1809.67,2301.6,1.82,35.82,49.66,96.16,2.26,11.97,100,83.54,99.86,1.23,0.4,99.52,99.86,81.01,64.58,98.18,54.32,97.01,100,100,94.3,7.79,99.43,84.32,74.77,45.94,28.99,5.88,80.46,0.667,2133.75,3198.66,0.641,1777.63,2771.51,14.84,26.36,1.49,79.26,86.55,79.03,2492.88,2681.19,9.45,5.21,0,90.68,3.1,0.2,5.79,0.23,32,0.43,7.09,8.26,0.98,57.91,18.58,2.48,20.85,0.18,10.35,0.95,2.79,32.6,45.71
4321469,308,896,927.000000000003,2724.00000000001,38.06,9.35,78.55,8.37,0,2.94,44.94,29.02,47.84,1206.45,1578.81,1.34,15.19,27.03,81.91,12.43,12.65,100,12.88,99.11,0.31,1.58,71.79,99.56,11.44,41.19,94.3,55.81,93.89,100,100,94.25,17.23,91.58,93.19,84.77,44.45,18.28,3.98,71.42,0.584,1698.02,2908.9,0.699,1748.63,2500.57,8.96,30.07,1.2,70.56,72.08,54.66,2477.55,2335.86,20.77,4.89,0,76.76,0.08,0.72,22.29,0.16,33,0.49,7.22,10.1,1.01,48.24,13.3,3.45,16.74,0,17.95,8.99,2.87,30.35,47.35
4321477,734,2171,2193.00000000001,6461.00000000002,26.66,6.16,77.09,5.96,1.84,2.95,37.55,26.08,51.95,1206.45,1830.77,1.41,10.15,14.53,40.77,15.42,26.42,98.39,11.1,91.95,0.17,7.92,49.61,87.85,7.49,12.75,90.21,71.96,90.1,100,100,94.68,21.11,98.86,82.98,74.31,28.1,10.92,2.53,71.89,0.857,1974.66,2303.72,0.636,1435.71,2258.34,3.93,42.51,1.19,71.03,54.33,56.56,2104.36,2144.22,13.6,11.21,1.26,86.44,1.89,0.68,10.98,0,39,0.65,6.28,13.43,1.02,37.3,7.43,2.39,9.62,0,2.63,0.3,2.81,27.62,51.06
4321493,351,993,1077,2952,36.16,7.86,81.25,3.07,0.43,2.74,35.18,30.27,52.04,1206.45,1660.5,1.24,6.91,15.35,68.95,20.02,21.03,98.1,0.79,98.47,0,6.5,76.67,93.3,0.47,28.6,94.19,74.03,93.28,100,100,95.85,17.75,98,83.52,78.02,26.14,12.3,1.63,84.55,0.753,1503.68,1997.86,0.854,1537.71,1800.29,4.1,36.73,0.44,84.18,47.01,20.81,1647.74,1776.96,16.75,8.9,0,89.56,2.22,0.5,7.72,0,39,0.86,4.81,14.57,1.12,18.75,5.65,1.53,7.18,0,3.09,0.75,2.69,30.16,51.7
4321501,1234,3488,12234,34655.9999999999,75.19,8.32,72.23,14.03,14.55,2.84,39.76,43.18,48.17,1504.51,2643.07,1.97,36.61,46.83,82.25,12.18,20.02,99.57,64.21,96.48,45.04,1.07,99.74,99.38,56.65,75.91,94.98,45.75,93.57,100,100,94.37,18.38,98.45,84.85,69.87,54.25,37.71,11.05,65.84,0.713,2492.35,3494.53,0.813,2496.18,3071.26,21.52,25.7,6.41,61.62,68.7,63.93,2820.72,3019.84,20.44,8.56,0,91.74,1.92,0.08,5.8,0.46,33,0.44,7.03,9.12,0.94,42.93,12.03,2.79,14.75,0.15,8.22,1.05,2.73,43.94,47.5
4321600,1329,3995,13867.9999999998,41584.9999999993,67.99,15.51,73.05,13.73,8.55,3.01,44.36,44.17,47.76,1348.38,2289.71,1.77,27.73,38.79,87.97,19.22,23.06,99.65,61.2,96.45,15.94,2.04,98.97,98.38,52.64,70.29,96.16,50.27,94.5,100,100,92.92,10.91,97.55,76.21,66.7,49.86,31.78,7.99,60.03,0.684,2297.82,3357.48,0.947,2723.52,2877.02,20.4,26.09,8.07,55.19,65.35,56.06,2610.61,2851.89,24.68,10.16,0.8,88.21,3.71,0.26,7.6,0.22,31,0.36,8.56,8.91,0.94,64.93,19.43,4.47,23.9,0.14,13.94,2.77,2.83,45.82,46.57
4321626,380,1156,773.000000000003,2314.00000000001,63.94,3.97,88.5,3.01,0,2.99,30.26,26.78,55.03,1608.6,1999.83,1.6,12.53,27.75,85.02,4.56,9.91,99.61,8.1,99.47,0.48,0.56,91.62,99.45,7.22,42.24,95.72,78.82,94.57,100,100,96.47,8.55,97.53,90.9,71.14,21.18,10.07,1.79,77.54,0.865,2081.96,2405.51,0.619,1403.58,2269.13,5.52,38.41,0,77.54,79.15,37.08,2113.84,2248.11,6.38,3.91,0,95.77,0.22,0,3.92,0.09,42,1.17,4.31,17.25,1.02,28.44,5.98,2.19,8.18,0,10.96,1.31,2.86,27.2,54.3
4321634,315,964,948,2855,48.23,0.51,81.77,5.66,1.96,3.01,32.87,15.4,52.5,1809.67,2750.75,2.73,19.98,32.55,67.15,6.66,12.25,100,72.16,99.62,1.02,2.44,85.31,100,52.66,33.33,95.47,60.8,95.47,100,100,96.28,11.69,100,96.07,74.37,39.2,18.1,5.48,83.37,0.615,3345.03,5436.05,0.398,1766.7,4434.6,8.58,38.53,0,83.37,53.81,83.9,2195.4,4415.31,9.41,4.27,0,99.41,0.09,0,0.5,0,43,1.19,4.89,15.18,1,26.65,4.72,0.79,5.36,0.27,6.59,0.12,2.78,17,52.19
4321667,689,2054,3451.99999999999,10217,43.87,7.27,85.11,9.01,1.65,2.96,42.46,22.65,49.22,1348.38,1774.15,1.46,25.39,38.06,38.51,9.67,20.99,100,49.98,97.41,20.81,1.86,95.58,99.76,22.64,64.64,93.78,64.32,92.96,100,100,94.82,21.02,97.54,86.51,71.38,35.68,21.24,4.9,68.95,0.638,1875.38,2939.88,0.807,2027.01,2512.42,11.93,24.86,2.94,66.92,68.97,52.73,2503.41,2492.75,22.01,8.81,0,95.31,1.33,0.26,3.04,0.05,34,0.5,6.4,9.7,1.02,28.43,8.29,2.22,10.5,0.05,14.72,1.45,2.85,24.74,48.6
4321709,799,2400,7988.99999999991,23847.9999999998,32.69,8.82,66.87,21.5,2.98,3.01,44.86,34.93,44.82,1513.97,2140.75,1.73,21.91,33.66,64.65,7.18,13.77,99.61,88.97,98.58,19.56,3.32,98.22,98.49,60.38,75.66,94.56,61.86,93.38,100,100,93.36,20.35,98.94,70.42,62.62,38.21,21.66,4.21,76.79,0.759,2218.5,2921.05,0.728,1964.35,2699.16,15.63,21.31,1.57,75.58,86.19,78.83,2502.08,2584.64,11.24,5.54,0,84.63,2.68,0.65,11.92,0.12,30,0.31,8.04,6.72,0.99,57.35,11.67,4.07,15.55,0.14,4.53,0.19,2.83,37.43,43.94
4321808,842,2369,8392.00000000006,23726.0000000002,57.8,4.2,66.76,19.66,8.79,2.85,34.92,36.9,49.12,1655.91,2521.56,1.88,29.09,39.84,88.66,9.71,17.84,99.68,17.37,98.97,4.29,5.82,87.64,98.26,14.63,44.84,96.26,53.12,95.21,100,100,94.67,10.09,98.83,90.23,75.85,47,32.46,9.57,70.6,0.702,2381.45,3392.27,0.569,1742.78,3064.46,16.58,28.83,4.47,67.45,74.69,67.74,2977.32,2894.91,16.48,7.77,0,86.54,0.84,0.21,12.41,0,35,0.64,6.2,11.37,0.94,36.55,10.44,2.06,12.45,0.04,8.33,1.51,2.71,38.29,48.45
4321832,340,954,1015,2914,48.03,4.81,92.88,1.87,1,2.87,38.85,39.11,50.19,1206.45,1501.48,1.12,7.68,16.13,55.45,18.44,28.02,99.72,11.67,99.09,0,4.36,95.3,98.95,9.39,35.99,84.6,74.84,86.1,100,100,94.68,41.89,96,84.58,71.96,25.16,11,2.19,62.48,0.766,1495.9,1952.3,0.604,1111.76,1841.72,5.67,37.68,1.26,61.7,46.82,30.47,1645.42,1747.5,20.29,12.59,0.72,84.93,9.01,0.29,5.48,0.28,37,0.64,6.04,13.17,1.08,22.28,7.98,2.48,10.26,0,11.9,5.4,2.75,40.74,49.25
4321857,474,1487,1429,4381,36.96,11.41,77.73,8.71,2.43,3.07,40.53,33.87,49.67,1206.45,2678.95,1.89,15.89,21.4,90.85,16.58,28.79,99.25,29.7,97.05,2.81,6.27,53.71,94.73,29.27,34.35,88.14,73.17,88.79,100,100,94.07,28.16,98.36,79.97,76.73,26.83,16.83,4.94,67.51,0.659,2246.67,3410.25,0.528,1771.74,3352.79,10.81,35.92,2.44,65.86,56.34,46.65,2966.63,2841.91,16.99,11.48,0.94,65.74,4.57,0.99,20.38,8.32,34,0.52,7.05,10.95,1.02,47.69,9.91,3.45,13.36,0,9.78,11.55,2.8,34.29,48.85
4321907,871,2296,8932.99999999982,23964.9999999994,47.36,5.23,65.07,16.83,6.16,2.75,36.64,35.96,49.67,1537.63,2330.64,1.79,30.33,37.73,85.6,10.48,18.09,99.88,44.48,98.38,6.61,3.1,94.87,98.06,40.32,50.71,94.85,49.86,94.53,100,100,95.18,15.66,98.88,80.53,75.1,50.44,30.59,7.73,70.34,0.739,2244.63,3036.19,0.576,1587.28,2756.02,15.02,31.45,3.24,68.07,76.31,63.96,2451.31,2640.95,14.55,8.24,0.21,88.84,0.92,0.12,9.88,0.24,36,0.64,5.63,11.48,0.96,39.07,11.8,2.98,14.63,0.23,3.91,0.65,2.66,36.5,48.95
4321956,650,1915,1963.00000000001,5787.00000000002,44.61,8.73,79.74,8.97,0.25,2.95,44.44,38.05,48.87,1206.45,1633.04,1.2,19.13,23.33,76.61,22.9,31.25,98.36,29.81,96.59,1.62,5.93,71.21,93.32,24.08,28.13,87.65,67.36,88.83,100,100,93.75,34.13,98.93,75.77,80.11,32.64,19.7,6.71,67.18,0.731,1698.56,2322.08,0.742,1596.72,2150.82,10.45,39.06,3.68,64.71,55.48,42.21,2120.36,2003.8,23.36,14.46,0,74.68,4.91,0.65,19.52,0.24,34,0.45,7.31,10.46,0.99,50.37,13.26,1.81,14.97,0,8.13,8,2.79,39.45,48.2
4322004,857,2515,8661.00000000011,25793.0000000004,52.61,8.3,81.18,8.58,1.42,2.98,45.05,37.31,47.66,1419.35,2117.26,1.57,21.16,36.88,51.51,10.91,19.36,99.58,60.59,97.15,26.66,6.61,96.3,95.64,38.31,62.27,93.75,55.25,92.41,100,100,93.29,15.02,98.27,89.32,70.42,44.86,27.61,6.47,67.24,0.743,2158.44,2906.91,0.846,2218.69,2622.18,15.74,25.55,4.22,64.4,68.48,58.49,2528.25,2575.19,21.38,7.78,0.17,87.74,4.6,0.19,7.42,0.05,31,0.36,8.3,8.44,1.01,45.5,12.33,2.46,14.8,0.02,8.79,8.22,2.85,39.02,46.71
4322103,695,2024,2062,5898.00000000001,46.94,4.46,73.04,11.13,1.21,2.86,33.2,27.68,51.73,1443.01,2160.1,1.77,26.35,35.62,93.13,10.88,15.88,99.85,6.28,99.6,0.26,9.55,94.61,99.08,5.63,26.99,95.45,57.4,94.97,100,100,95.64,13.81,100,89.96,79.05,42.82,26.84,9.75,68.95,0.544,1944.95,3573.67,0.62,1810.55,2920.44,16.63,32.72,4.13,66.11,64.77,48.65,2926.1,2782.35,17.88,6.49,0,86.81,2.96,0.76,9.39,0.08,39,0.9,5.39,14.38,0.91,34.48,9.46,1.99,11.31,0.22,13.61,0.11,2.71,29.17,51.06
4322152,472,1503,1380,4395,38.18,9.46,84.91,3.13,0.16,3.18,48.72,27.83,47.25,1206.45,1496.15,1.08,8.26,12.3,58.63,23.17,22.86,98.55,10.77,90.08,0.2,13.96,31.25,83.37,3.77,17.47,88.32,74.53,89.02,100,100,93.83,39.32,98.32,76.32,68.06,25.47,12.29,3.25,76.13,0.757,1531.82,2023.48,0.568,1118.16,1967.83,3.69,34.54,1.67,74.86,28.03,55.93,1817.2,1794.83,20.59,8.88,0,78.87,2.04,0.43,18.55,0.11,31,0.42,7.27,9.72,1.08,14.94,5.55,3.18,8.73,0,1.92,3.66,3.1,28.59,46.87
4322186,268,784,538,1573,50.08,3.26,85.11,4.1,0,2.92,38.52,24.35,51.7,1206.45,1425.08,1.19,19,31.79,62.36,26.42,32.05,99.47,54.41,99.25,3.36,8.45,70.85,95.59,44.04,55.97,90.2,64.71,89.07,100,100,95.83,26.87,98.65,94.9,63.09,35.29,20.94,8.33,79.44,0.753,1800.68,2390.07,0.611,1360.36,2228.06,9.76,39.08,0.28,79.22,46.95,25.41,2336.97,2098.06,27.64,13.54,0,85.14,4.44,3.16,7.26,0,39,0.69,4.95,13.43,1.08,35.94,5.25,0.58,5.82,0,3.92,0.35,2.81,25.95,50.89
4322202,745,2181,7502.99999999981,22280.9999999993,61.08,9.6,76.69,7.45,1.48,2.98,43.72,37.3,49.42,1206.45,2121.63,1.64,21.26,29.76,83.73,23.51,23.31,98.94,45.67,97.16,40.35,5.37,80.77,96.23,45.09,43.49,95.69,57.54,94.58,100,100,93.26,15.28,97.89,83.25,64.81,43.17,25.33,8.68,64.45,0.746,2270.09,3041.45,0.525,1524.85,2902.63,14.35,26.22,4.67,61.44,58.92,52.32,2704.97,2674.67,25.38,9.91,0.68,81.45,3.87,0.43,14.24,0,32,0.41,8.17,9.54,0.95,37.13,6.04,2.78,8.82,0.05,4.42,5.44,2.78,39.67,48.04
