cod_mun,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a10b_parede_alvenaria,a11_adensamento,a12_proprio_quit,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a2_agua_rede,a20_rdpc_baixa,a22_energia,a23_esgoto_adeq,a25_urbano,a26_radio,a27_geladeira,a28_televisao,a29_automovel,a3_agua_dentro,a30_fogao_lenha,a31_telefone,a32_comodos,a33_dormitorios,a4_esgoto_rede,a5_esgoto_inadeq,a7_banheiro_excl,a7b_sem_banheiro,b1_alfabetizacao,b10_sem_instrucao,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b4_freq_15a17,b6_fund_completo,b7_medio_completo,b8_superior_comp,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c13_beneficio,c2_desocupacao,c3_ocupacao,c5_previdencia,c7_rend_trab_med,c8_rend_total_med,c9_sem_rendimento,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e3_estrangeiro,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
2903409,1238,5259,4766,22556,40.57,46.37,50.78,8.16,0.17,4.67,69.01,15.77,44.69,384.72,648.26,0.6,17.42,68,25.95,0.88,43.16,56.47,13.29,13.92,4.71,16.49,69.59,0.87,4.67,1.96,0,28.22,28.15,71.36,51,59.55,38.17,99.5,98.77,99.11,56.38,25.31,26.38,4.2,2.97,0.35,47.28,0.452,780.89,1728.74,0.487,1340.62,2751.77,2.91,2.63,46.04,15.43,1502.95,1529.24,43.28,10.84,12.21,0.01,76.94,16,0.09,21.85,4.25,1.07,16.56,8.2,0.07,4.44,16.78,43.93
2903508,570,2842,2155,12692,27.89,40.14,94.97,1.91,0,5.78,79.12,11.58,46.37,326.03,441.08,0.41,0,76.81,12.9,0,28.21,69.62,1.76,3.93,8.94,0.74,94.15,0,6.48,2.75,0,35.07,33.76,65.73,35.12,78.64,28.84,98.69,96.08,97.01,87.72,27.78,30.85,1.61,0.96,0,46.69,0.445,654.76,1471.51,0.797,1166.91,1463.48,3.8,0.34,46.53,13.13,1358.82,1299.08,47.2,46.03,12.39,0.04,41.54,16,0.08,18.82,3.63,0.99,14.34,8.57,0,5.62,11.92,45.49
2903607,515,2211,1999,10478,71.64,47.98,93.82,0.2,0,5.16,71.04,21,50.6,257.22,396.58,0.37,10.41,81.74,9.55,5.2,11.36,68.42,4.48,8.15,4.79,8.49,87.67,0.5,5.1,2.14,0,4.97,9.05,90.95,50.85,57.87,40.33,98.79,97.54,98.22,70.77,27.97,37.68,0.78,0.37,0,48.45,0.457,545.76,1192.94,0.683,993.58,1454.86,4.19,0.95,47.99,12.78,1034.92,1022.67,46.77,8.04,16.12,0.19,75.65,16,0.14,19.43,6.28,0.98,8.59,3.33,0,4.93,21.17,49.14
2903706,1324,7020,4512,24890,70.27,45.67,88.04,1.89,0.24,5.48,75.49,10.18,45.84,279.46,377.55,0.35,10.39,83.59,5.59,4.28,10.62,62,3.52,5.28,3.59,7.4,94.65,0.47,5.98,2.45,0,15.46,18.88,80.79,40.08,91.41,30.8,98.94,96.96,97.87,79.24,10.44,12.36,0.86,0.56,0.13,41.05,0.591,701,1187.12,0.919,1080.17,1175.61,3.23,0.75,40.74,13.08,1154.13,1115.76,50.69,41.04,4.81,0,54.15,16,0.09,19.88,4.23,1.03,6.16,2.83,0.01,5.25,10.63,45.21
2903805,862,4415,3091,16812,50.13,47.47,53.28,3.18,0,5.39,74.12,12.38,46.42,260.83,334.74,0.31,0,83.22,13.04,3.91,16.01,60.29,3.12,3.66,3.15,4.68,93.04,0,5.34,2.22,0,11.09,13.93,85.71,45.31,93.51,37.02,99.28,92.38,94.36,79.13,25.86,30.2,0.81,0.31,0.04,48.31,0.559,670.02,1198.58,0.642,1094.03,1704.45,3.24,16.46,40.36,6.92,1159.65,1114.68,61.97,2.57,6.95,0.02,90.46,15,0.09,21.74,4.43,1.01,11.29,3.15,0.01,5.35,13.12,46.12
2903904,3105,16435,11908,69192,59.54,57.31,80.39,6.39,0.3,5.67,77.5,14.25,44.66,260.83,452.66,0.42,44.73,79.11,35.03,23.91,35.76,52.26,14.82,6.75,4.67,35.93,84.08,0.93,4.6,2.13,0,32.8,54.46,44.48,42.21,74.43,33.98,99.14,96.64,97.73,78.8,36.26,40.56,4.74,3.12,0.42,43.8,0.68,1079.5,1586.88,0.61,1310.08,2146.36,2.63,0.77,43.46,16.3,1502.17,1488.38,54.1,23.01,14.06,0.45,62.47,15,0.08,21.32,3.71,1.01,37.68,33.55,0.01,5.22,15.23,43.82
2904001,487,2201,1920,9946,67.29,51.91,93.91,1.72,0.16,5.14,68.18,22.28,52.03,253.37,316.02,0.29,0,85.62,13.02,0,18.12,50.84,0.68,3.85,3.03,2.86,96.24,0,6.27,2.11,0,8.7,8.36,91.64,46.85,60.67,41.01,99.88,99.81,99.84,80.21,55.32,35.9,2.2,1.71,0,40.53,0.638,538.92,844.72,0.564,678.05,1202.11,8.59,0.79,40.21,9.75,749.9,751.25,44.18,16.09,21.21,0,62.7,19,0.19,17.43,7.73,0.94,8.01,2.64,0,4.68,22.13,49.83
2904100,865,4106,3479,19070,99.08,54.56,89.51,5.61,0,5.44,72.06,15.99,48.19,254.31,420.81,0.39,24.12,80.75,22.65,2.3,24.89,54.61,13.62,8.78,8.28,17.21,84.82,0.09,5.57,2.15,0,20.21,22.35,77.65,48.47,81.01,39.33,98.97,99.74,99.27,83.59,52.56,53.32,2.69,2.24,0.17,40.97,0.481,746.25,1550.42,0.874,1324.78,1516.03,5.9,1.23,40.47,20.39,1495.34,1368.22,56.95,21.51,5.39,0,73.09,16,0.13,18.22,5.97,0.94,8.85,3.01,0.04,5.14,16.66,47.18
2904209,1132,5469,4120,21032,94.94,44.56,94.6,1.24,0,5.11,70.58,12.58,46.64,185.84,263.13,0.24,2.72,88.33,4,1.19,18.45,58.75,0.83,1.07,4.04,2.24,98.69,0.1,6.82,2.29,0,14.13,14.44,84.49,45.11,87.29,36.88,98.64,98.27,98.27,73.44,24.33,18.78,1.14,0.99,0.05,50.94,0.716,543.06,758.96,0.82,648.71,791.23,5.64,0.25,50.81,3.2,740.13,721.81,52.48,52.96,10.09,0.01,36.93,18,0.13,18.16,5.59,0.99,6.82,2.24,0,4.95,12.5,45.89
2904308,736,3520,2263,10634,76.8,41.27,55.72,6.98,0,4.68,65.31,19.23,46.7,347.77,579.53,0.54,20.59,70.36,26.29,6.05,24.04,64.16,11.09,15.02,10.12,18.01,84.49,0.22,5.41,2.11,0,29.3,32.95,64.79,54.92,53.93,48.16,98.64,97.81,98,76.23,42.71,27.71,3.68,2.5,0.36,55.87,0.473,651.53,1376.26,0.491,953.44,1939.95,4.46,0.19,55.76,21.06,1159.33,1135.45,32.72,19.09,11.25,0.05,69.61,17,0.13,19.89,5.79,1.01,24.61,15.9,0.45,4.49,22.18,45.62
2904407,446,2156,1632,9073,94.14,46.73,92.62,0.37,0,5.56,75.98,9.79,43.48,278.22,367.23,0.34,0,83.94,0,7.11,9.56,48.28,1.23,0.55,2.21,9.04,97.92,0.18,5.47,2.49,0,3.56,10.69,89.31,47.66,98.17,39.94,97.74,91.83,94.84,79.33,13.01,20.47,0.07,0,0,45.2,0.561,597.83,1065.84,0.941,971.66,1032.24,2.41,1.79,44.39,4.97,995.91,981.67,46.14,23.27,5.73,0,71.01,15,0.07,20.52,3.39,1.05,6.91,4.97,0,5.3,10.5,43.46
2904506,797,3491,2563,12512,95.96,40.57,93.58,2.15,0,4.83,63.64,18.39,50.91,195.62,280.5,0.26,11.86,86.47,10.81,0.16,14.79,55.04,1.91,3.7,4.01,10.2,92.76,0,6.09,2.26,0,14.04,13.22,86.07,57.05,69.86,46.65,98.7,97.27,98.17,65.93,30.57,26.71,1.47,1.08,0,42.21,0.813,681.2,837.69,0.842,765.4,909.31,4.8,0.63,41.94,6.68,786.92,805.11,55.85,28.65,7.62,0,63.73,20,0.2,15.16,7.38,0.98,2.73,0.71,0.02,4.54,19.19,49.92
2904605,2196,11499,8576,46747,95.7,48.28,76.1,14.96,0.08,5.42,74.11,12.42,44.78,391.24,720.9,0.67,42.46,65.36,43.91,25.2,56.03,63.73,22.56,30.99,12.24,25.4,66.08,3.75,6.14,2.31,0.98,22,45.7,53.29,57.63,55.31,48.77,99.36,98.61,98.9,72.6,62.02,51.02,6.71,4.7,0.74,43.89,0.46,1010.12,2193.79,0.769,1663.21,2163,3.73,0.96,43.47,44,1898.25,1893.2,46.99,49.7,2.88,0.02,47.41,17,0.1,18.97,4.4,0.96,22.32,8.11,0,5.16,13.2,44.1
2904704,1565,6224,5204,24875,59.22,46.4,49.88,10.98,0.06,4.69,70.1,11.46,44.62,399.93,740.95,0.68,24.08,62.35,38.34,33.32,37.51,65,22.85,23.61,8.76,29.35,53.15,4.35,4.86,2.01,27.57,15.11,45.49,52.78,54.03,67.06,43.42,98.54,97.04,97.44,62.89,33.64,33.18,6.09,3.47,0.87,51.04,0.547,1223.71,2236.83,0.568,1890.7,3330.91,2.32,9.61,46.14,36.63,2056.4,2033.99,43.33,9.45,7.45,0.01,83.09,17,0.09,21.31,4,1.09,36.1,18.87,0.03,4.59,12.72,44
2904803,411,1872,1894,10663,53.35,49.71,37.16,4.92,0,5.42,77.4,11.89,46.24,298.65,433.31,0.4,18.48,78.44,18.32,5.28,20.8,63.33,3.88,7.93,1.96,26.78,94.59,0.59,4.89,2.28,0,10.77,14.65,84.82,25.13,84.2,19.05,99.65,98.2,98.93,93.12,18.96,23.9,1.09,0.72,0,38.37,0.473,684.14,1445.12,0.771,1277.22,1655.82,4.06,4.64,36.59,9.04,1394.34,1313.88,50.96,10.71,5.41,0.21,83.68,16,0.09,20.39,4.09,0.99,12.22,5.32,0,5.39,12.04,46.05
2904902,1534,7293,5685,27946,50.62,45.19,72.74,17.64,0.07,4.87,68.44,26.42,48.79,404.28,591,0.55,38.19,63.88,53.28,33.44,51.98,68.96,29.48,36.07,7.1,35.67,47.73,2.43,5.18,2.05,30.08,7.12,38.76,60.64,58.1,57.69,47.21,99.1,98.75,98.84,65.37,57.28,60.23,7.92,5.59,0.44,39.62,0.514,905.54,1762.85,0.485,1306.84,2692.84,9.92,2.87,38.49,57.88,1559.49,1453.29,42.71,9.26,23.29,0.12,67.33,17,0.14,18.94,6.12,0.94,16.56,6.96,0.05,4.63,27.06,47.8
2905008,781,4118,2941,15481,97.38,41.64,84.67,8.13,0,5.26,69.64,14.43,47.56,260.83,370.94,0.34,35.67,84.77,33.12,0,44.92,62.15,9.83,18.72,7.23,15.2,89.53,3.71,6.73,2.41,0,45.12,44.79,54.94,53.16,58.08,45.55,99.41,98.85,99.25,73.48,53.28,45.17,5.27,4.33,0.36,36.9,0.768,883.79,1150.59,0.99,1096.53,1108.11,5.57,1.05,36.51,17.56,1133.36,1099.89,53.32,32.38,3.3,0,64.32,17,0.13,17.18,5.54,0.95,16.45,4.46,0.02,5.09,14.62,47.04
2905107,599,2705,1928,9683,63.48,43.53,84.37,2.23,0,4.93,71.78,15.65,46.84,260.83,357.78,0.33,13.12,83.16,16.75,12.71,13.07,52.68,5.2,7.33,3.33,15.52,90.9,0,5.4,2.19,0,12.34,24.59,75.25,49.43,64.84,42.33,98.41,96.98,97.72,75.91,42.56,39.04,1.59,0.74,0,38.81,0.658,758.21,1151.56,0.795,1015.54,1277.18,3.22,2.37,37.89,16.33,1130.13,1079.09,51.1,24.21,8.71,0,67.08,16,0.11,20.01,5.26,1.01,17.27,5.71,0,4.69,17,46.08
2905206,2217,10598,8459,45318,88.08,34.91,91.91,3.64,0.38,5.33,71.38,14.6,47.81,260.83,387.07,0.36,15.11,84.01,15.17,8.42,25.17,58.76,6.64,8.71,7,13.56,94.54,2.55,6.99,2.61,0,11.15,19.06,80.61,42.08,70.36,37.11,99.19,98.32,98.7,76.26,36.54,28.55,3.86,3.2,0.37,40.87,0.773,909.47,1176.23,0.65,911.94,1403.38,5.46,1.42,40.29,14.49,1160.98,1122.7,49.74,44.79,12.74,0,42.47,18,0.14,16.88,5.62,0.97,5.42,1.95,0,4.92,14.84,46.8
2905305,989,4313,3832,20025,74.48,48.54,83.62,5.9,0,5.14,76.07,12.11,43.03,391.24,486.68,0.45,19.05,70.16,21.84,10.46,29.65,57.74,5.51,5.1,10.07,13.33,89.8,0.37,5.68,2.28,0,14.98,24.98,74.81,57.58,94.79,44.63,99.39,96.47,97.72,73.1,17.84,15.85,0.45,0.36,0,45.16,0.615,952.88,1548.67,0.876,1428.36,1629.8,4.16,3.15,43.74,2.82,1552.91,1468.88,49.7,21.11,7.73,0.03,71.13,16,0.08,21.28,3.8,1.01,16.15,5.9,0,5.14,12.05,42.85
2905404,500,2376,1951,11048,57.18,60.15,90.76,1.18,0,5.52,73.71,13.43,45.76,365.16,550.02,0.51,0,72.76,36.85,8.2,53.51,75,9.23,16.76,0.62,2.87,62.61,0,4.54,2.02,0,6.07,13.04,86.6,40.79,64.74,34.92,99.14,98.21,98.52,68.46,28.35,27.37,1.51,0.61,0,44.53,0.499,688.13,1378.19,0.554,1219.91,2202.48,5.01,3.2,43.1,14.58,1300.65,1252.41,44.02,3.97,29.25,0,66.78,18,0.09,16.69,3.85,1.07,10.34,2.72,0.04,5.62,15.04,45.39
2905503,928,4476,3287,17077,56.81,46.07,94.57,2.59,0,5.18,75.3,14.69,46.34,239.09,328.12,0.3,0,86.62,22.82,3.16,25.16,52.82,5.82,7.2,4.53,1.89,91.36,0.09,5.43,2.28,0,11.52,13.42,86.15,48.9,65.72,36.85,98.39,96.53,97.29,75.99,35.71,22.18,1.42,0.87,0.05,48.36,0.479,514.47,1074.98,0.69,861.71,1248.52,3.86,0.68,48.03,6.39,966.17,943.54,48.12,20.7,2.44,0,76.87,15,0.1,22.56,4.65,0.97,15.01,5.86,0,4.96,15.93,45.66
2905602,2209,10432,8092,40500,39.36,51.41,45.31,10.13,1.24,4.98,75.19,11.01,40.67,423.84,851.45,0.79,24.73,61.22,49.42,2.63,35.26,47.85,20.49,28.27,8.11,23.96,48.61,1.72,4.39,1.96,0,35.32,35.68,62.83,45.17,72.73,33.74,99.45,98.35,98.82,71.14,37.95,31.47,4.24,2.87,0.59,52.54,0.435,983.66,2259.59,0.488,1911.13,3914.72,1.09,1.15,51.94,16.56,1994.28,1981.57,39.78,2.58,6.41,0.01,91.01,15,0.05,23.24,2.55,1.07,47.95,24.57,0,4.64,12.41,40.21
2905701,5170,22442,18767,89164,64.49,46.99,50.62,25.75,1.9,4.61,69.72,12.41,38.71,590.77,1085.61,1,42.88,47.09,64.83,34.22,85.93,62.99,40.21,44.69,13.01,43.8,18.78,2.99,4.31,1.89,0,33.42,56.7,32.79,66.7,48.85,56.51,99.06,95.14,97.09,66.4,54.32,53.84,11.86,5.3,0.94,43.6,0.48,1426.87,2971.98,0.515,2261.96,4392.71,3.25,3.96,41.87,74.48,2705.62,2676.52,47.81,17.98,11.17,0.42,70.43,17,0.05,21.93,2.3,1.05,46.39,34.55,0.23,4.4,13.11,38.39
2905800,2061,9570,7242,36160,53.26,44.21,64.44,3.6,0,4.92,72.22,10.61,41.92,565.12,927.85,0.86,21.55,48.6,25.17,17.73,17.88,69.39,14.56,16.47,5.87,25.66,68.03,1.17,4.98,2.11,4.52,4.25,20.45,78.63,50.07,54.52,42.69,99.72,97.39,98.51,66.1,45.32,30.43,2.24,1.04,0.42,50.94,0.448,1102.4,2461.42,0.604,1956.98,3241.48,2.45,3.62,49.1,17.3,2200.41,2169.41,38.58,15.45,19.19,0,65.35,15,0.07,23.05,3.21,1.08,12.94,8.16,0.04,4.76,12.03,41.47
2905909,994,5533,3648,21574,71.22,65.6,94.28,1.87,0,5.87,82.95,11.22,43.71,260.83,337.76,0.31,0,86.74,5.56,1.1,11.32,47.75,1.46,0,2.06,1.04,91.99,0.14,4.46,2.17,0,6.86,7.48,92.24,46.94,60.75,31.83,99.72,99.19,99.51,77.41,24.14,25.16,1.93,0.7,0.05,45.5,0.483,711.96,1472.61,0.637,1235.98,1939.1,2.34,1.23,44.94,2.6,1367.87,1365.61,60.96,16.51,7.8,0.02,75.67,14,0.06,22.08,2.94,0.99,8.83,4.08,0,5.56,11.91,42.59
2906006,2952,14122,10253,56692,59.28,47.69,90.17,5.44,0.15,5.5,78.53,11.09,42.76,347.77,513.77,0.47,17.13,73.82,27.44,17.62,19.87,52.72,10.72,11.31,7.27,20.7,78.61,2.02,4.98,2.37,0,5.68,21.3,77.53,43.28,73.75,34.74,99.43,97.7,98.43,78.09,23.82,25.59,3.66,2.37,0.37,45.02,0.447,786.04,1758.21,0.695,1423.34,2049.09,3.33,6.46,42.11,16.89,1616.9,1558.11,48.76,23.25,4.91,0.08,71.77,16,0.06,20.96,2.95,1,5.77,2.93,0.01,5.32,11.4,42.51
2906105,434,2045,1700,9439,79.64,55.06,93.45,1.47,0.12,5.38,76.06,12.54,44.86,231.85,299.78,0.28,12.65,84.56,11.29,2.24,15.94,43.16,5.19,0.83,3.24,5.29,95.41,0.35,5.31,2.15,0,16.76,18.13,81.87,46.65,64.65,37.45,97.84,98.96,98.54,86.68,47.89,36.53,1.54,0.89,0,56.39,0.425,478.17,1124.99,0.777,906.63,1166.32,2.83,0.78,55.95,3.74,936.93,937.83,51.46,14.66,7.18,0,78.17,16,0.1,19.97,4.45,1.01,5.31,6.69,0,5.06,13.64,43.76
2906204,1264,6696,4833,25739,81.55,45.25,90.01,4.5,0.06,5.32,75.98,10.59,43.67,384.72,500.16,0.46,12,69.33,11.01,5.98,18.35,60.67,3.97,4.42,10.97,11.81,88.23,0.06,5.99,2.41,0,11.17,16.6,83.01,65.34,87.68,49.7,99,96.39,97.19,62.88,22.1,23.47,0.57,0.28,0,42.44,0.486,816.39,1680.92,1.08,1642.26,1520.01,2.68,4.56,40.5,6.78,1668.69,1604.3,53.96,35.24,5.09,0.22,59.45,16,0.07,20.34,3.42,1.01,11.23,3.96,0,5.11,10.78,43.18
2906303,2449,11292,8589,42122,40.54,46.97,55.66,8.3,0.03,4.83,69.11,13,44.31,434.71,820.87,0.76,25.89,59.71,27.51,11.46,35.07,59.04,17.21,18.32,7.78,24.31,63.53,2.11,4.75,1.97,0,24.24,34.39,64.96,56.77,56.98,45.39,99.22,97.34,98.24,55.89,34.02,33.54,5,3.6,0.6,47.44,0.534,1147.06,2149.51,0.631,1805.42,2860.22,2.42,0.69,47.11,23.55,1970.88,1959.53,41.66,14.8,8.33,0.14,76.73,16,0.09,20.58,4.09,1.11,23,13.13,0,4.44,15.31,43.42
2906402,476,2067,1906,10772,79.18,56.3,69.16,0.37,0,5.51,78.65,17.06,48.71,260.83,322.38,0.3,0,87.41,9.86,3.2,17.84,65.98,5.67,6.15,2.57,0.79,91.34,0.32,5.23,2.23,0,6.31,9.38,90.62,25.26,85.07,21.11,99.46,99.39,99.37,90.91,25.87,29.22,1.31,0.33,0,42.5,0.628,591.82,942.54,0.561,862.76,1538.73,6.38,0.33,42.36,2.92,907.76,871.03,43.93,0.97,24.72,0.19,74.12,16,0.12,20.89,5.78,1.02,5.45,1.53,0,5.16,19.42,47.59
2906501,2737,13304,10840,54081,81.8,50.62,67.89,24.4,0.54,4.97,72.49,16.82,40.38,558.8,897.74,0.83,34.72,48.79,69.05,31.25,77.82,62.86,40.96,47.65,9.87,28.96,17.25,4.02,4.63,2.01,0,29.9,51.3,39,64.85,48.03,53.82,98.82,95.48,97.07,73.97,64.04,60.66,7.79,3.83,0.28,42.05,0.398,1109.67,2785.99,0.757,2277.26,3009.73,3.87,2.13,41.16,73.77,2374.98,2339.52,44.81,9.02,16.47,0.35,74.17,16,0.05,21.42,2.18,1.01,39.77,15.26,0.06,4.69,18.57,39.75
2906600,620,3347,2110,11491,90.03,40.15,79.72,4.03,0.19,5.4,78.15,10.19,44.4,260.83,349.42,0.32,15.83,86.5,15.5,1.52,23.65,55.81,0.33,1.38,3.27,13.79,93.26,1.9,6.61,2.58,0,31.75,32.46,66.92,49.09,77.52,44.04,98.36,98.49,98.37,82.06,49.56,37.35,0.76,0.53,0,43.45,0.587,607.8,1034.92,0.965,949.83,984.75,4.38,0.09,43.41,3.47,992.96,962.77,46.16,39.51,8.64,0.1,51.76,16,0.09,17.65,4.3,0.99,8.54,0.76,0,5.16,11.1,43.53
2906709,881,4629,3357,18289,95.03,49.14,83.33,10.07,0,5.44,77.51,12.76,44.66,391.24,569.05,0.53,0,69.52,4.2,1.91,46.38,67.16,3.36,5.38,9.1,11.75,90.55,0.36,6.02,2.36,0,41.06,41.19,58.41,38.75,81.83,31.24,99.63,97.59,98.58,84.99,24.48,22.67,1.01,0.26,0,45.4,0.461,784.73,1704.08,0.867,1452.17,1674.79,2.21,1.7,44.63,22.37,1554.67,1512.33,45.11,28.27,6.18,0.02,65.53,16,0.08,19.37,3.46,1.02,28.2,10.45,0.03,5.05,13.69,43.68
2906808,1421,6726,4595,24421,87.94,49.02,90.67,4.69,0,5.27,73.67,14.45,47.14,260.83,394.14,0.36,0,82.46,11.64,1.7,15.26,60.95,6.16,5.8,6.36,2.05,76.82,0,5.01,2.26,0,8.28,9.37,90.28,46.3,92.27,32.83,98.96,98.25,98.56,69.68,13.16,11.05,0.67,0.44,0.1,51.7,0.48,536.34,1117.07,0.742,940.53,1267.64,5.38,5.53,48.84,6.22,985.98,980.36,42.67,15.07,2.7,0.59,81.65,16,0.12,20.62,5.45,1,10.11,4.4,0,4.9,15.78,45.69
2906907,2093,9846,8073,41170,60.41,48.23,67.48,15.39,0.04,5.09,75.62,12.98,43.69,387.65,661.41,0.61,29.22,67.75,32.34,6.59,18.27,53.85,14.34,11.84,5.95,20.42,74.17,1.91,5.07,2.11,0,58.32,63,35.61,45.28,69.16,36.32,99.56,98.49,99.03,76.03,37.53,30.01,3.39,2,0.7,42.94,0.41,784.2,1914.64,0.709,1495.42,2109.09,3.5,2.04,42.07,28.76,1735.42,1675.15,47.11,22.03,12.03,0.48,65.46,16,0.07,20.28,3.31,1.01,47.06,25.66,0.1,4.87,14.26,43.11
2907004,230,967,852,4094,64.39,50.83,78.76,1.64,0,4.83,68.54,18.97,49.12,370.37,486.77,0.45,0,69.93,20.07,0,30.75,67.45,12.17,8.45,5.99,4.11,85.21,0,5.02,1.95,0,12.21,11.33,88.31,41.11,61.43,33.8,98.33,98.96,98.73,77.75,36.91,37.64,1.25,0.48,0.21,34.5,0.576,838.83,1457.37,0.652,1240.93,1902.78,10.82,0.44,34.35,17.29,1498.53,1322.08,45.43,12.99,16.37,0,70.64,15,0.17,21.48,8.18,1.01,14.34,10.58,0,4.68,19.1,48.2
2907103,1033,5269,3987,22275,52.09,44.65,77.84,6.43,0.1,5.5,76.5,12.6,43.33,343.64,505.97,0.47,20.87,72.82,8.23,9.73,23.33,53.44,3.4,1.11,5.7,34.29,92.5,0.08,5.89,2.44,0,19.16,27.13,72.15,52.99,79.03,44.05,99.48,94.64,96.43,69.06,32.89,32.95,3.69,2.37,0.27,48.61,0.491,761.27,1550.82,0.747,1292.38,1730.04,3.64,0.68,48.28,8.15,1457.48,1399.55,46.1,26.08,9.97,0.94,63.01,15,0.07,22.46,3.23,0.99,4.46,2.03,0,5.37,12.81,42.84
2907202,1818,9139,7098,39321,69.6,48.92,92.6,3.4,0,5.48,74.03,13.05,46.7,180.41,320.91,0.3,15.99,86.51,19.12,10.47,28.59,71.75,8.63,7.92,4.17,20.78,88.51,0.57,4.84,2.28,0,9.92,19.93,79.75,46.94,76.59,37.49,99.31,98.45,98.76,74.94,25.35,28.62,1.64,1.25,0.2,41.11,0.732,785.45,1072.97,0.962,1007.61,1047.51,3.95,0.67,40.83,16.13,1016.34,1024.06,57.58,45.28,6.91,0.04,47.77,16,0.11,19.51,5.13,1.02,6.83,5.6,0.07,5.15,13.9,45.9
2907301,2789,11854,9749,50547,60.59,46.86,86.66,4.79,0.02,5.12,70.06,21.96,49.9,260.83,364.9,0.34,20.16,81.85,21.05,8.93,29.72,64.43,10.1,13.81,4.24,21.27,75.62,1.46,5.3,2.18,7.38,6.43,14.93,84.88,38.16,73.34,31.92,99.52,97.1,98.28,84.96,32.09,38.38,1.95,1.15,0.06,38.09,0.594,735.25,1237.79,0.604,976.08,1616.93,6.41,0.95,37.73,18.87,1160.91,1098.5,51.57,20.25,19.87,0.74,59.13,17,0.17,18.95,7.46,0.93,4.43,2.12,0,4.7,22.69,49.12
2907400,179,942,598,3170,1.35,53.45,90.08,0.84,0,5.3,66.39,17.88,47.53,260.83,372.13,0.34,0,83.87,3.68,0,13.38,54.34,1.7,0,1.36,1.68,99.33,0.34,5.07,2.09,0,4.37,4.37,95.63,44.46,59.87,33.18,99.15,97.39,98.3,74.89,37.26,29.95,0.63,0,0,41.39,0.47,578.09,1228.79,1.438,1274.61,886.4,4.17,3.24,40.05,1.45,1203.84,1139.48,50.83,33.88,10.62,0,55.5,15,0.11,21.79,5.5,1.07,11.92,8.5,0,5.09,17.82,47.11
2907509,1920,9583,7423,37429,59.03,43.37,78,16.26,0.05,4.99,72.3,18.45,44.11,521.65,860.84,0.8,44.19,52.4,58.16,4.42,70.52,61.69,33.55,39.06,11.55,42.88,39.99,3.22,5.42,2.24,0,52.79,54.2,44.02,65.43,49.17,58.94,98.98,96.7,97.89,75.26,64.11,58.41,7.73,3.77,0.66,39.15,0.4,1158.66,2897.19,0.573,2278.52,3977.41,4.65,2.5,38.17,60.27,2592.6,2447.33,47.27,9.56,8.83,0.16,81.46,16,0.08,21.04,3.85,0.97,19.2,8.41,0.22,4.78,20.4,43.4
2907608,624,3262,2463,13858,84.17,56.59,86.68,6.7,0,5.6,80.88,11.72,43.13,363.29,640.89,0.59,3.57,66.15,23.67,7.51,39.83,63.59,9.98,9.28,14.13,8.65,60.29,0.24,4.97,2.19,0,26.95,32.32,66.6,69.85,59.16,52.05,99.35,98.61,98.96,56.85,41.33,52.36,4.86,3.26,0.27,42.35,0.337,868.12,2574.67,0.605,1914.08,3163.89,3.07,0.47,42.15,10.04,2429.76,2283.56,54.95,30.8,9.01,0,60.18,15,0.06,21.17,2.93,1,24.61,14.33,0.04,5.34,13.35,42.37
2907707,476,2346,1990,10263,70.98,39.29,89.64,5.23,0,5.16,67.34,19.27,49.05,217.36,406.08,0.38,0,79.84,16.58,0.3,8.84,54.4,6.05,6.89,4.89,11.01,88.18,0.46,5.41,2.42,0,11.62,11.62,88.08,53.96,60.33,43.08,99.24,96.04,97.38,65.02,19.55,24.23,2.58,2.1,0.18,33.51,0.698,1042.01,1491.87,0.933,1387.99,1486.97,6.05,0,33.51,12.92,1614.39,1394.05,63.13,14.76,24.4,0.66,60.18,17,0.16,17.28,6.89,0.91,2.94,1.73,0,5.13,19.93,48.55
2907806,2094,9971,7764,37593,86.27,39.32,94.19,2.97,0.1,4.83,68.42,16.14,47.17,270.61,445.34,0.41,11.13,79.86,24.47,1.8,28.79,58.35,7.06,9.63,5.92,10.32,81.12,1.03,5.28,2.23,0.77,15.53,16.62,82.88,30.3,78.02,25.88,99.16,99.19,99.11,88.1,24.53,29.18,1.61,1.07,0.08,38.51,0.635,861.38,1356.17,0.944,1236.73,1310.71,4.79,0.47,38.32,8.07,1305.29,1247.87,51.14,15.91,4.6,0.01,79.48,17,0.12,16.78,5.17,0.94,6.54,2.7,0,4.7,16.47,46.58
