cod_mun,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a10b_parede_alvenaria,a11_adensamento,a12_proprio_quit,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a2_agua_rede,a20_rdpc_baixa,a22_energia,a23_esgoto_adeq,a25_urbano,a26_radio,a27_geladeira,a28_televisao,a29_automovel,a3_agua_dentro,a30_fogao_lenha,a31_telefone,a32_comodos,a33_dormitorios,a4_esgoto_rede,a5_esgoto_inadeq,a7_banheiro_excl,a7b_sem_banheiro,b1_alfabetizacao,b10_sem_instrucao,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b4_freq_15a17,b6_fund_completo,b7_medio_completo,b8_superior_comp,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c13_beneficio,c2_desocupacao,c3_ocupacao,c5_previdencia,c7_rend_trab_med,c8_rend_total_med,c9_sem_rendimento,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e3_estrangeiro,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
2806503,157,707,586,2975,73.21,51.19,77.82,6.31,0,4.98,68.94,17.69,48.69,228.22,375.68,0.35,25.43,83.53,46.08,0,51.02,59.39,15.53,24.23,1.02,14.33,66.89,0,4.75,2.03,0,22.01,22.01,77.99,42.24,66.47,35.61,99.26,97.36,97.78,71.94,55.67,57.14,3.38,1.93,0.97,41.13,0.866,777.22,897.77,0.743,772.2,1039.58,7.74,0,41.13,26.55,819.35,860.59,41.19,28.59,16.67,0,54.74,15,0.13,21.12,6.4,1,21.11,5.88,0,4.78,18.78,48.2
2806602,455,1785,1608,7947,62.97,46.23,83.15,9.08,0,4.77,71.89,18.67,46.94,299.95,516.2,0.48,54.04,71.07,54.54,9.08,67.41,56.11,22.38,28.91,3.62,30.78,63.18,0,5.12,2.01,0,73.77,82.37,17.63,53.02,56.58,43.88,99.71,97.43,98.14,75.42,55.87,45.18,3.51,1.52,0,30.96,0.471,708.36,1504.96,0.576,1172.57,2036.65,9.55,5.3,29.32,41.55,1408.34,1328.64,51.45,17.06,9.33,0,73.62,15,0.11,21.24,5.27,1,23.15,10,0,4.65,20.83,45.75
2806701,1302,5834,5037,24129,66.63,44.93,73.85,13.54,0,4.72,68.57,26.3,47.67,365.16,516.19,0.48,28.33,69.71,52.02,25.15,50.01,54.81,20.49,29.74,4.53,32.16,57.77,1.61,4.82,1.99,0,11.2,34.54,63.71,48.97,61.51,40.17,98.63,99.08,98.78,73.03,56.58,54.77,4.49,2.13,0.47,37.19,0.611,851.84,1393.83,0.729,1169.11,1604.67,14.2,7.12,34.55,58.82,1327.89,1195.97,39.74,6.66,5.62,0.07,87.65,16,0.13,19.74,5.86,0.96,35.24,16.58,0.06,4.37,27.65,46.39
2806800,313,1516,1223,6316,51.76,43.48,95.01,0.9,0,5.12,73.83,20.41,47.67,270.61,335.18,0.31,0,85,27.47,0,26.66,71.62,5.48,11.32,0.66,0.74,71.87,0,5.16,2.28,0,47.02,46.8,53.2,29.82,78.47,22.84,98.76,96.28,97.4,92.72,21.54,27.55,1.5,1.5,0,47.1,0.587,633.51,1078.9,1.037,978.66,943.74,5.17,4.87,44.81,8.78,1010.02,968.74,45.56,25.92,3.22,0.14,70.71,16,0.1,22.26,4.63,0.96,11.26,4.19,0,4.97,21.01,47.4
2806909,101,474,425,2046,68.24,52,85.89,2.15,0,4.76,62.59,18.54,51,270.61,380.96,0.35,70.35,81.41,60.71,1.88,73.18,46.34,24,35.06,6.87,72,69.65,0,4.78,1.73,0,17.18,15.89,84.11,41.64,75.27,33.97,99.46,99.01,99.41,83.43,59.74,71.43,2.57,2.16,0.81,34.75,0.574,625.69,1089.78,0.454,904.68,1991.76,12.08,0,34.75,22.09,1026.77,949.15,45.21,4.15,0.25,0,95.6,16,0.15,19.75,7.04,1.04,25.17,10.71,0,4.99,18.54,51
2807006,196,941,628,3095,47.45,47.77,89.01,0.8,0,4.91,67.83,18.02,46.89,260.83,321.65,0.3,0,89.14,20.86,0,31.53,67.04,6.69,8.12,4.46,0,90.92,0,4.38,2.04,0,13.54,13.54,86.46,32.24,74.9,26.96,99.63,99.69,99.71,92.61,28.15,26.91,0.29,0.29,0,57.94,0.517,429.51,830.35,0.736,681.54,925.38,5.16,0,57.94,4.69,726.03,717.14,41.88,15.77,4.75,0,79.48,15,0.11,20.36,5.2,0.94,18.35,7.76,0,4.85,17.92,46.2
2807105,1592,6738,5807,27031,67.13,40.14,87.03,6.03,0,4.64,67.04,21.61,49.71,270.61,440.93,0.41,8.58,79.03,28.5,12.36,34.27,66.03,13.55,20.46,5.37,14.87,72.41,2.46,5.52,2.12,0,28.72,38.84,59.55,43.89,72.74,38.16,98.38,96.82,97.43,79.78,46.08,42.2,2.14,1.16,0.32,39.66,0.543,725.43,1335.1,0.776,1047.21,1349.64,7.27,9.33,35.96,22.92,1225.23,1149.69,47.9,35.4,6.59,0.58,57.43,17,0.16,18.02,6.95,0.92,7.08,2.67,0.04,4.51,22.6,49.11
2807204,297,1461,1090,5406,73.94,46.88,76.88,8.72,0,4.91,67.06,13.97,47.5,298.09,453.46,0.42,45.23,75.8,31.93,0,31.83,63.51,11.94,19.98,2.66,23.21,87.66,0.46,4.78,2.04,0,84.4,83.43,16.19,46.59,63.07,39.5,98.33,98.74,98.35,78.54,44.65,57.31,2.96,1.48,0,37.4,0.655,755.2,1153.64,0.385,1038.7,2697.87,7.34,0.74,37.12,30.35,1088.76,1081.8,47.01,2.48,2.74,0.54,94.24,16,0.13,19.96,6.13,1.05,19.61,5.49,0,4.73,16.48,46.6
2807303,93,407,355,1763,35.21,44.03,86.2,0.56,0,4.8,70.42,17.39,46.51,305.46,435.16,0.4,0,76.9,62.54,26.2,45.92,64.51,18.03,20.28,5.35,26.2,40,1.13,4.07,2.1,0,0.56,26.76,73.24,49.84,88.25,38.27,99.58,99.41,99.6,83.09,29.65,47.79,0,0,0,61.33,0.32,407.22,1274.47,1.011,913.66,903.32,10.4,8.07,56.38,8.96,964.07,906.46,40.14,68.35,3.91,0,27.74,16,0.12,20.42,5.33,0.98,11.57,2.05,0,4.73,19.57,45.32
2807402,1723,7387,6464,30781,60.09,41.52,87.65,7.98,0.2,4.74,69.26,20.43,47.23,339.47,625.31,0.58,27.92,75.28,32.6,0,42.36,62.46,13.88,20.42,6.06,26.07,67.5,3.42,5.24,2.13,0,36.22,35.61,64.12,48.99,85.23,39.06,99.61,98.32,98.88,74,28.58,37.71,2.22,1.24,0.14,47.62,0.401,716.38,1784.26,0.756,1252.21,1656.57,6.3,0.55,47.36,13.36,1432.34,1378.64,37.5,33.91,2.49,0,63.6,17,0.13,19.09,5.62,0.93,14.08,6.75,0.04,4.63,21.09,46.62
2807501,583,2920,1958,10537,55.16,49.46,93.76,0.51,0,5.27,75.03,18.47,46.26,228.22,298,0.28,0,89.08,8.89,0,19.82,62.13,3.86,5.37,3.29,2.05,94.23,0.15,5.21,2.19,0,15.97,15.15,84.85,36.33,72.68,29.14,97.82,96.01,96.57,85.69,43.16,27.88,0.63,0.29,0.06,41.16,0.61,534.33,875.91,0.96,801.66,834.75,6.16,0.78,40.84,10.63,835.53,808.86,46.36,21.34,3.3,0.05,75.32,15,0.1,22.25,4.8,1,7.01,4.18,0,4.98,18.91,45.43
2807600,542,2439,1933,9504,70.55,41.61,83.17,6.21,0,4.9,71.03,20.25,46.3,375.4,561.6,0.52,35.39,67.92,47.39,0,47.49,65.67,16.68,22.92,7.36,20.68,81.97,0.26,5.55,2.16,0,60.89,60.45,39.4,40.89,70.86,38.92,98.97,97.94,98.4,83.17,48.85,40.62,1.92,0.53,0.09,45.98,0.493,827.82,1678.98,0.706,1473.95,2087.79,5.31,0.84,45.6,24.61,1577.26,1496.35,46.26,4.09,8.72,0.33,86.86,15,0.09,21.65,4.43,1.03,42.46,21.94,0,4.7,21.77,45.68
2900108,512,2322,1782,8977,96.63,44.94,88.05,3.42,0,4.9,61.9,20.32,51.98,270.61,436.01,0.4,22.78,78.17,14.87,12.4,27.83,69.52,2.31,0.17,6.51,16.78,98.48,0.23,6.65,2.18,0,5.72,17.76,82.01,67.16,41.82,62.61,99.09,98.77,98.91,61.34,53.52,43.13,2.11,1.7,0.08,45.06,0.512,639.78,1250.68,0.787,909,1154.47,7.07,0.26,44.94,14.42,1153.77,1068.4,50.51,68.85,3.84,0.03,27.27,20,0.21,14.46,7.68,0.94,7.06,3.23,0,4.73,21.43,50.57
2900207,418,1906,1663,8963,53.67,53.91,88.55,3.31,0,5.4,75.71,13.27,46.31,270.61,335.3,0.31,6.55,84.98,12.57,1.38,16.72,61.44,7.44,9.21,4.53,32.61,86.13,0,4.57,2.17,0,9.82,10.01,89.44,43.86,94.1,31.1,99.35,94.89,96.14,77.66,13.34,14.33,1.68,1.3,0.16,36.79,0.78,878.78,1126.04,0.925,1072.99,1160.52,7.58,6.51,34.39,9.47,1195.19,1090.3,53.68,17.71,18.99,0.53,62.77,16,0.13,21.04,5.82,0.95,3.68,0.71,0,5.22,14.09,45.61
2900306,581,2826,2353,11535,66.71,38.67,87.25,5.52,0,4.89,66.55,19.61,50.53,304.3,419.68,0.39,27.75,77.3,40.59,14.36,58.44,57.37,11.23,16.56,4.08,15.55,76.2,0.17,5.51,2.34,0,38.59,49.84,49.57,41.49,70.48,34.09,99.58,97.62,98.66,85.19,36.28,41.45,2.5,1.5,0.09,40.35,0.578,763.68,1321.34,0.87,1158.23,1332,7.15,3.68,38.86,21.42,1221.95,1175.76,49.96,10.76,4.93,0.03,84.28,17,0.15,19.16,6.53,0.99,24.43,9.59,0,4.79,20.17,49.65
2900405,773,3008,2603,13126,64.63,47.71,94.76,0.85,0,4.95,70.57,23.46,49.24,268.28,346.34,0.32,4.8,82.39,7.07,3.61,15.41,57.57,3.07,3.25,1.54,3.36,87.5,0.19,4.82,2.04,0,0.69,4.17,95.8,46.14,64.6,36.11,99.1,97.94,97.95,79.61,28.73,27.84,0.59,0.25,0.11,46.59,0.568,574.45,1011.23,0.989,869.33,879.16,5.77,0.15,46.52,6.75,876.91,871.96,42.63,5.7,9.29,0.07,84.95,15,0.13,21.17,6.18,0.94,6.35,3.59,0,4.82,24.27,48.79
2900504,273,1508,1092,5737,98.07,44.41,91.9,0.46,0,5.25,64.1,21.77,51.34,104.33,194.03,0.18,0,89.88,18.04,4.85,16.76,46.89,0.55,1.28,2.87,2.66,97.43,0,6.9,2.3,0,0.37,3.85,94.78,52.04,58.25,43.92,98.74,97.87,98.34,77.61,48.56,36.14,1.26,0.78,0,41.01,0.6,557.32,929.08,1.243,845.86,680.25,8.99,0.18,40.94,6.25,901.61,803.89,68.97,25.06,12.34,0,62.6,18,0.17,17.66,6.95,0.92,2.3,0.43,0,4.78,21.5,49.39
2900603,359,1870,1319,7290,74.28,45.23,32.27,4.48,0,5.59,73.39,12.42,45.97,288.92,559.77,0.52,16.68,77.4,26.16,13.27,23.65,62.97,12.71,14.14,7.2,17.82,84.53,0.54,5.14,2.35,12.21,43.97,54.57,43.35,52.3,87.99,44.99,99.67,95.76,97.13,71.25,12.45,14.92,0.95,0.76,0,47.21,0.362,619.18,1709.13,0.468,1317.51,2815.22,1.77,0.37,47.03,10.41,1479.02,1462.96,45.53,10.78,15.01,0.42,73.79,17,0.08,18.7,3.35,1.1,24.95,11.48,0,5.3,13.08,45.55
2900702,5355,25705,20379,102166,83.92,43.79,72.71,18.48,0.32,4.99,72.24,20.77,46.06,517.27,873.27,0.81,41.99,54.42,61.69,11.67,76.94,64.9,39.18,46.78,14.05,39.38,38.99,6.64,5.48,2.22,2.58,47.47,54.75,41.91,67.48,46.16,58.64,99.27,98.81,99.04,64.83,67.17,66.62,12.98,8.05,1.29,40.44,0.421,1203.67,2859.05,0.558,2042.17,3660.46,6.54,1.19,39.96,52.76,2348.88,2300.07,44.35,15.2,13.27,0.05,71.48,17,0.11,19.3,4.72,0.92,30.51,11.9,0.05,4.69,21.95,45.08
2900801,1953,10313,7566,40212,60.95,44.61,63,15.19,0.36,5.26,76.01,11.88,42.72,406.89,753.63,0.7,39.53,64.54,41.86,5.27,11.25,50.03,23.1,21.54,10.99,38.42,70.22,1.73,5.37,2.29,0,61.43,61.65,34.4,50.39,64.71,42.98,98.54,95.27,97.13,71.27,38.51,38.14,5.9,3.42,0.83,45.32,0.456,1043.21,2285.71,0.625,1793.47,2871.06,1.58,0.62,45.04,27.39,2047.94,2013.83,49.31,20.04,11.51,0.14,68.3,16,0.06,18.93,2.91,1.02,41.45,18.86,0.09,5.06,12.78,42.38
2900900,505,2364,1808,9146,65.48,49.63,44.95,8.78,0,4.96,72.62,12.16,43.04,312.51,447.44,0.41,44.14,75.73,31.64,26.71,51.38,49.68,12.47,18.29,4.92,44.52,55.98,0,4.63,2.04,23.78,19.94,43.69,54.46,39.96,80.2,28.54,90.4,91.78,89.63,69.61,18.11,24.39,2.31,0.78,0,47.55,0.727,842.56,1158.28,0.696,1066.65,1532.99,2.58,7.99,43.75,7.41,1090.99,1095.56,46,8.06,7.04,0,84.9,16,0.08,21.39,3.78,1.07,26.02,9.9,0.98,4.72,12.93,42.5
2901007,1421,6115,5355,25218,85.36,38.65,75.04,7.7,0,4.64,65.55,20.73,49.66,286.91,509.09,0.47,31,76.61,34.73,17.12,47.62,68.02,15.97,22.26,10.07,22.5,76.03,2.49,5.7,2.15,0,26.89,42.82,56.52,50.75,58.24,42.73,99.45,99.26,99.23,72.66,46.54,48.42,5.2,3.49,0.3,42.65,0.538,771.56,1435.44,0.529,969.81,1832.71,5.83,1.49,42.01,22.42,1289.19,1228.95,45.1,29.97,17.2,0,52.84,17,0.17,18.17,7.13,0.91,16.45,7.08,0,4.51,22.08,48.86
2901106,930,4748,3598,18191,60.57,43.3,69.97,8.02,0,5.04,71.57,21.69,46.08,380.81,571.84,0.53,28.6,66.82,54.11,14.04,64.54,68.03,30.18,40.59,9.13,32.06,46.09,0.37,5.4,2.24,0,28.08,39.77,59.15,62.15,53.9,53.37,98.98,96.71,97.49,72.95,54.05,51.54,5.58,2.95,1.05,35.98,0.547,1014.42,1855.91,0.563,1604.59,2851.55,6.65,3.78,34.63,67.78,1800.63,1663.71,50.09,3.92,13.86,0.24,81.98,17,0.1,19.87,4.3,0.97,16.12,9.33,0,4.78,22.81,45.35
2901205,1442,7173,5461,31291,90.69,48.83,91.8,1.81,0,5.66,78.41,9.78,46.07,260.83,321.63,0.3,0,86.77,5.69,1.01,6.98,68.56,2.45,3.39,3.28,5.51,96.27,0.26,5.92,2.5,0.11,6.78,7.16,92.37,35.69,70.59,27.12,98.45,98.5,98.42,87.06,31.54,24.1,0.61,0.36,0,50.86,0.658,723.7,1100.14,1.014,1046.77,1031.99,3.91,1.87,49.91,12.16,1061.34,1042.29,51.36,31.13,4.93,0.02,63.92,15,0.09,21.3,4.13,1,10.64,4.89,0,5.43,10.73,45.42
2901304,1069,4875,4242,22010,54.26,45.2,75.84,6.89,0,5.11,68.46,14.24,46.16,365.16,541.25,0.5,0.99,69.96,14,1.91,22.32,50.31,4.42,8.26,5.59,3.49,92.28,0,5.16,2.19,0,11.08,12.79,87.07,37.91,73.4,29.93,99.39,99.67,99.44,78.63,35.07,37.75,1.22,0.8,0.09,49.66,0.442,690.31,1561.1,0.514,1289.18,2505.85,4.22,1.45,48.94,6.18,1432.02,1389.74,45.7,8.76,11.92,0,79.32,15,0.11,21.47,5.11,1.04,26.1,7.3,0.05,5.03,14.78,45.76
2901403,633,2561,2211,11865,74.72,48.2,87.55,2.73,0,5.12,73.41,12.68,45.96,260.83,347.62,0.32,23.56,84.34,14.65,3.89,15.38,54.09,4.06,0.59,3.6,18.3,91.79,0.27,5.45,2.23,0,16.24,17.74,81.61,50.77,83.55,41.03,98.47,98.87,98.54,71.15,19.9,19.44,2.76,2.13,0.02,39.71,0.636,712.36,1119.48,0.797,962.39,1207.2,5.02,0.29,39.6,8.27,1119.07,1061.02,53.22,42.42,7.45,0.52,49.61,16,0.09,21.24,4.06,1.04,4.16,2.12,0,5.2,13.51,45.43
2901502,413,2138,1483,7748,89.08,46.54,65.18,6.09,0.34,5.17,72.15,18.19,49.22,304.3,447.35,0.41,19.89,76.47,21.65,9.17,34.19,73.76,9.27,11.86,3.91,23.49,81.82,0.2,5.26,2.26,0,1.82,11.01,88.99,36.93,78.44,34.7,98.72,97.33,97.83,86.31,44.58,37.12,0.99,0.34,0.14,38.65,0.426,606.95,1424.17,0.565,1143.5,2023.17,5.76,4.15,37.04,14.36,1335.68,1230.41,50.89,8.51,16.42,0,75.06,17,0.13,17.87,6.03,0.88,12.2,6.84,0.05,5.14,19.2,48.59
2901601,1173,6650,3965,21468,81.74,47.41,87.27,2.88,0,5.38,72.21,12.03,46.81,260.83,415.88,0.38,17.07,80.86,29.79,10.42,16.95,47.49,9.06,11.59,7.16,26.73,80.86,0.1,5.47,2.3,7.39,3.18,12.97,86.78,46.76,80.57,40.39,98.22,98.06,97.9,80.84,33.59,42.09,1.66,1.18,0.15,40.71,0.699,848.63,1214.89,0.755,1048.75,1389.56,3.9,3.14,39.43,6.51,1187.97,1148.43,52.5,30.32,7.12,0.52,62.04,18,0.11,15.93,4.18,0.98,3.75,1.99,0,5.17,13.01,46.01
2901700,616,2816,2097,11505,70.05,52.46,79.37,0.53,0,5.4,73.92,19.14,50.38,260.83,352.15,0.33,0,83.73,5.44,1.38,5.77,64.76,4.66,4.82,3.3,2.1,90.05,0.19,5.63,2.2,0,6.2,7.11,92.42,45.89,65.74,40.03,99.31,98.58,98.77,81.5,35.61,28.02,0.69,0.28,0,56.3,0.494,589.58,1192.87,0.426,873.67,2051,5.02,4.17,53.95,9.14,1023.26,1002.97,45.58,11.37,32.48,0.23,55.92,16,0.13,19.72,6.13,0.91,3.03,0.88,0,5.08,21.18,48.97
2901809,440,2009,1613,8169,42.17,40.4,88.87,5.78,0,4.95,71.17,17.13,47.26,260.83,343.15,0.32,0,81.77,40.11,8.37,36.7,43.37,7.51,8.12,1.38,4.81,79.33,0.38,4.94,2.33,0,22.49,30.3,69.57,53.53,72.39,41.27,99.35,98.78,98.78,74.31,41.3,51.11,1.44,0.37,0,38.35,0.56,615.51,1099.12,0.859,967.3,1126.09,6.67,4.66,36.57,18.86,1067.31,1005.47,51.97,22.45,10.03,0,67.52,16,0.11,20.35,5.24,0.97,24.78,12.66,0,4.85,17.85,46.77
2901908,741,2924,2838,13156,29.16,34.81,95.93,0.57,0.14,4.56,63.78,19.55,50.88,312.99,408.22,0.38,10.68,78.52,15.75,9.94,21.32,58.45,6.72,10.44,4.7,14.16,85.11,0.67,5.22,2.24,0,12.72,22.14,77.65,46.57,87.08,36.49,98.11,97.73,97.62,74.11,23.79,34.14,0.69,0.19,0,42.4,0.553,635.74,1149.37,,1032.18,,7.05,0.96,41.99,5.51,1111.1,1029.86,48.99,0.11,5.59,0.18,94.13,17,0.16,17.91,7,0.99,3.84,3.71,0,4.53,20.52,50.39
2902005,602,3442,2239,13475,90.98,54.49,93.75,1.52,0,5.99,74.27,12.28,48.18,247.79,313.54,0.29,0,86.3,6.12,0.13,10.76,68.16,2.65,3.75,4.73,1.03,96.52,0.67,6.69,2.4,0,6.58,6.62,93.25,48.83,81.88,37.5,99.27,97.79,98.07,78.3,36.46,25.3,0.45,0.32,0,52.6,0.507,662.8,1307.79,0.79,1028.19,1300.85,4.52,0.62,52.28,6.15,1238.37,1190.04,55.67,65.11,4.95,0,29.94,16,0.11,19.74,5.28,1,8.87,3.77,0,5.51,11.99,46.88
2902104,1638,8854,5731,32225,69.27,56.53,90.72,3.06,0.07,5.63,77.87,12.47,45.91,260.83,353.25,0.33,0,83.66,17,7.31,19.42,59.08,6.69,9.81,4.56,5.67,82.11,0.53,4.52,2.1,0,5.07,12.16,87.58,32.59,88.32,24.77,99.6,97.62,98.45,83.61,16.52,20.49,1.34,1.11,0.03,42.63,0.584,636.34,1090.47,0.82,968.36,1180.27,4.79,1.43,42.02,9.78,1041.63,1010.43,47.33,21.17,7.71,0.01,71.1,15,0.09,22.04,4.22,1,10.25,3.85,0,5.28,14.75,44.84
2902203,465,1998,1566,7774,66.79,42.15,85.61,5.56,0,4.98,66.99,22.58,51.19,318.7,503.53,0.47,31.1,71.36,28.22,4.47,44.96,60.6,13,17.03,2.75,13.55,73.56,0.26,5.3,2.14,0.26,31.59,35.24,64.31,41.24,65.76,37.91,99.44,98.34,98.88,82.38,55.98,47.69,3.16,1.79,0,33.73,0.434,696.79,1607.14,0.735,1318.96,1795.09,10.28,4.98,32.05,41.33,1285.92,1369.35,49.2,10.04,24.24,0.98,64.74,17,0.15,19.96,6.74,0.98,18.78,7.75,0,4.69,25.79,49.8
2902302,416,1866,1495,7471,66.56,48.32,73.71,1.2,0,5.01,69.7,17.95,51.36,270.61,385.71,0.36,22.68,76.33,37.12,5.08,45.08,76.53,16.16,20.27,4.1,16.99,83.49,0,5.06,2.1,0,12.01,16.58,83.22,41.93,75.68,35.28,98.91,99.25,99.02,77.62,34.59,40.49,2.37,1.73,0,46.59,0.467,536.08,1147.29,0.296,948.76,3201.06,7.81,1.72,45.78,29.24,945.81,966.63,42.98,0.61,9.28,0.39,89.72,17,0.18,19.02,8.08,1.02,22.53,7.45,0.25,4.44,18.61,50.33
2902401,966,3869,3306,16378,70.86,46.56,42.13,9.56,0,4.89,69.96,12.67,42.55,391.24,772.43,0.71,31.22,65.16,40.77,9.86,50.21,52.96,19.46,22.08,7.52,32.55,54.02,1.95,4.73,1.93,0,27.27,28.93,63.43,39.48,74.98,28.99,98.75,96.81,97.72,79.75,26.05,36.83,3.07,1.44,0.11,51.57,1.087,2076.53,1911.13,0.263,1497.56,5692.56,1.63,4.52,49.24,25.72,1981.77,1950.77,41.07,10.65,19.8,0.02,69.53,16,0.07,21.73,3.24,1.08,38.15,19.74,0.08,4.66,13.37,42.05
2902500,452,2269,1836,9606,59.06,47.51,95.1,1.31,0.22,5.18,73.75,15.44,45.81,195.62,262.86,0.24,5.39,89.91,8.55,1.58,13.18,43.32,1.22,1.15,2.85,1.74,96.33,0,5.34,2.2,0,5.5,6.62,93.38,44.38,85.34,32.81,83.05,91.65,86.18,80.23,25.73,22.61,0.3,0.18,0,37.81,0.602,555.74,923.37,0.972,854.99,879.91,5.26,4.83,35.98,3.75,921.11,860.54,53.56,23.3,4.23,0.05,72.42,16,0.1,21.86,4.63,0.96,7.97,3.85,0.04,4.92,16.56,44.88
2902609,1135,5045,3666,19579,77.39,48.02,77.79,3.31,0,5.3,72.83,17.42,47.48,289.52,414.62,0.38,0,80.73,14.48,1.72,20.79,65.3,6.42,8.82,6.59,2.76,85.33,0.68,5.58,2.26,0.08,12.96,13.68,85.93,41.34,75.96,34.64,99.17,97.97,98.27,82.48,27.29,28.17,1.31,0.48,0.13,43.09,0.456,628.11,1376.89,0.658,1058.92,1608.14,3.41,1.41,42.48,7.54,1235.8,1212.3,50.39,30.48,7.79,0.03,61.7,16,0.11,20.33,4.98,0.95,13.64,5.5,0,5.01,18.66,46.49
2902708,2242,11975,8816,51563,47.72,60.51,88.63,4.91,0,5.67,78.21,14.61,45.48,217.36,362.47,0.33,18.01,84.15,9.89,2.19,27.63,51.88,7.72,1.65,2.44,9.69,88.64,1.43,4.16,2.02,0,18.31,19.36,80.37,42,68.59,31.37,98.84,97.12,97.68,81.1,25.13,28.58,3.05,2.49,0.29,46.91,0.614,751.09,1222.28,0.512,1091.18,2132.44,2.93,1.45,46.22,10.76,1141.44,1129.39,50.57,4.1,5.82,0.17,89.92,15,0.08,21.01,4.02,1.01,9.03,4.79,0.02,5.37,15.64,44.62
2902807,681,3721,2271,12106,77.01,42.19,78.56,6.42,0,5.32,69.62,16.61,47.44,358.64,541.54,0.5,10.44,72.65,13.34,2.55,19.82,60.75,6.34,11.17,7.6,14.02,93.94,0.36,6.32,2.44,0,9.18,9.92,89.81,52.11,67.61,44.77,98.55,95.21,96.6,76.59,39.18,18.69,1.73,1.51,0.22,47.08,0.318,597.98,1879.78,0.64,1264.15,1973.91,4.13,0.92,46.65,10.82,1641.21,1561.41,47.2,44.96,9.5,0,45.53,18,0.12,20.76,5.35,0.99,13.41,8.58,0,5.01,17.48,46.41
2902906,817,3694,3627,20524,48.03,42.4,75.72,2.39,0,5.29,76.98,8.21,41.81,417.32,508,0.47,32.86,68.44,25.67,2.18,28.32,64.6,3.57,9.57,2.82,34.83,97.87,0,5.34,2.44,0,35.48,36.49,63.09,26.17,86.02,19.23,99.8,99.26,99.43,84.38,3.88,3.8,0.52,0.09,0,64.3,0.654,704.03,1077.09,0.958,955.88,997.3,1.03,0.72,63.84,4.19,973.25,967.84,33.31,30.54,14.19,0.03,55.23,16,0.05,20.08,2.11,1.03,15.31,8.44,0,5.36,9.23,41.59
2903003,539,2513,2155,11055,94.39,35.6,88.35,7.39,0.28,5.07,72.67,18.5,48.6,312.99,492.97,0.46,23.9,75.66,19.03,9.56,28.4,53.99,8.03,9.23,5.52,12.43,86.21,0.14,5.75,2.42,0,22.01,27.96,71.6,64.94,48.89,54.89,98.65,96.31,97.6,66.44,38.3,35.66,3.01,2.17,0.41,39.81,0.648,980.4,1513.66,0.933,1370.29,1468.07,3.92,0.68,39.54,13.57,1490.64,1408.12,49.66,24.6,7.76,0.04,67.6,17,0.13,18.02,5.63,0.98,12.56,5.05,0.02,4.72,19.12,47.59
2903102,403,1839,1848,9593,77.98,45.7,29.26,2.23,0,5.07,72.84,30.02,40.31,295.6,442.24,0.41,15.58,74.13,31.6,20.29,26.03,51.71,13.81,12.21,5.63,25.27,77.12,2.67,5.23,2.24,0,19.81,25.95,60.99,45.7,64.66,35.86,99.79,99.3,99.38,71.58,14.23,16.59,2.26,1.42,0.13,57.12,0.586,691.03,1180.12,0.455,902.83,1983.73,1.68,5.85,53.78,12.36,1032.4,1082.05,41.22,17.25,10.09,0.04,72.61,16,0.07,21.84,3.36,1.14,14.98,10.17,0,4.72,31.42,39.57
2903201,1890,10386,7655,41454,69.97,52.05,60.08,20.23,0.24,5.32,77.3,15.46,43.13,391.24,871.27,0.8,52.67,65.91,42.57,11.26,73.29,57,26.11,0.56,12.79,43.17,47.13,5.44,5.09,2.17,0,37.96,45.55,51.87,65.05,52.6,52.69,97.61,95.87,96.53,64.82,48.48,44.42,11.52,7.5,1.24,45.74,0.403,1073.95,2662.59,0.37,1585,4284.51,2.93,2.28,44.69,36.3,2331.6,2252.97,45.68,26.12,5.53,0.06,68.3,17,0.07,19.94,3.31,0.98,34.78,17.78,0.14,4.96,16.62,42.24
2903300,503,2567,1715,8200,77.32,45.35,36.29,5.26,0,4.76,67.58,9.14,41.9,391.24,596.85,0.55,26.24,65.83,40.64,38.95,41.22,63.73,15.59,20.19,3.77,47.19,50.09,0.24,4.68,2.01,26.01,12.86,47.39,49.72,52.84,55.5,38.99,98.99,96.15,97.37,64.85,25.76,32.86,2.87,1.42,0,50.99,0.637,879.92,1382.35,0.772,1236.77,1601.27,1.41,0.18,50.9,9.42,1317.34,1291.65,39.51,14.81,9.91,0.38,74.89,17,0.07,21.8,3.14,1.17,30.01,12.46,0,4.57,10.22,41.66
