cod_ap,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a11_adensamento,a12_proprio_quit,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a1c_microcomputador,a2_agua_rede,a20_rdpc_baixa,a21_com_defic,a22_energia,a23_esgoto_adeq,a3_agua_dentro,a4_esgoto_rede,a5_esgoto_inadeq,a6_lixo_coletado,a7_banheiro_excl,a8_saneamento_ok,a9_maq_lavar,b1_alfabetizacao,b10_sem_instrucao,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b4_freq_15a17,b5b_adequacao,b6_fund_completo,b7_medio_completo,b8_superior_comp,b9_anos_estudo,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c12_ocup_superior,c13_beneficio,c2_desocupacao,c3_ocupacao,c4_carteira,c5_previdencia,c5z_v0450_naonulo,c5z_v0450_naonulo_carteira,c6_domestico,c7_rend_trab_med,c8_rend_total_med,c9_sem_rendimento,d10b_defic_severa,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d1e_indigena_raca,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e3_estrangeiro,e4b_trab_estuda_outro_mun,e4z_v4276_naonulo,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
4317756001001,114,383,578.00000001,2000.99999997,12.1,79.26,3.13,0,3.46,54.9,14.32,48.16,693.25,1131.68,1.46,3.05,54.18,23.12,16.6,100,0,98.05,0,6.55,46.35,95.53,0,23.9,94.55,7.47,85.47,100,100,100,19.76,100,95.85,89.07,19.65,10.06,0.71,5.02,58.92,0.575,1308.62,2275.65,0.524,1006.51,1921.99,10.06,19.71,11.77,51.98,50.7,53.73,58.35,0,4.93,2118.43,1910.93,30.55,5.85,97.68,2.32,0,0,0,31,0.29,9.19,7.54,1,32.17,8.19,0,100,100,3.33,13.75,47.73
4317806001001,837,2795,4274.99999995,14426.00000001,13.53,71.98,11.93,2.22,3.37,56.55,20.37,46.92,612.14,1073.59,1.4,6.17,84.15,34.7,12.56,98.04,13.34,93.95,1.67,1.68,76.98,91.16,12.98,36.89,89.33,11.82,80.67,100,100,100,35.02,97.73,76.91,72.47,28.28,16.04,5.07,5.48,65.48,0.556,1413.35,2543.24,0.454,1012.38,2228.68,15.28,12.84,15.56,55.29,46.51,43.28,55.85,0,10.87,2126.38,2040.37,34.71,4.42,83.78,4.26,0,11.93,0.03,28,0.25,9.97,6.73,0.97,30.91,8.75,0.1,100,100,3.22,22.12,46.11
4317905001001,427,1449,4283.00000004,14890.00000016,7.44,76.08,8.53,0.96,3.48,53.58,12.89,46.8,765.17,1120.43,1.44,5.92,73.79,22.83,13.03,97.31,18.77,97.21,1.57,8.65,48.36,78.76,13.1,14.58,96.85,2.86,87.6,100,100,100,9.93,97.12,90.14,79.1,26.37,11.56,4.02,5.7,78.66,0.628,1429.72,2275.55,0.575,1128.17,1960.53,7.77,20.55,4.15,75.4,57.71,29.83,40.79,0,4.11,2054.09,1944.73,32.79,5.19,93.65,1.82,0.11,4.42,0,31,0.32,8.52,7.92,1.02,20.89,6.74,0,100,100,3.29,13.35,45.96
4317954001001,157,486,789.00000002,2683.00000007,13.95,90.57,1.29,0,3.4,59.1,9.63,46.75,573.88,810.83,1.02,3.33,72.44,39.18,15.67,98.58,40.9,86.98,0,21.78,26.08,82.98,33.49,11.73,90.36,11.28,83.6,100,100,100,28.93,96.49,91.34,82.27,23.82,11.17,1.83,5.03,58.85,0.856,1415.1,1653.35,0.47,745.72,1585.83,9.77,17.29,0.95,58.29,33.45,27.57,73.54,0,1.97,1615.92,1555.05,34.54,6.39,97.61,0.26,0,2.13,0,31,0.21,7.92,5.5,0.99,29.38,5.7,0,100,100,3.34,9.83,46.4
4318002001001,1836,6362,18288.99999998,64868.99999987,22.7,68.9,15.58,4.88,3.55,58.91,24.31,46.95,684.07,1396.34,1.86,6.26,82.93,28.88,15.14,97.21,60.71,91.68,29.27,3.35,86.77,89.37,52.34,39.55,91.33,11.1,80.96,100,100,100,25.18,96.78,80.99,67.86,33.69,18.57,5.3,5.9,59.63,0.58,1700.5,2929.38,0.639,1648.25,2580.83,16.99,12.63,19.08,48.25,50.4,47.72,53.38,0,12.51,2529.4,2418.98,36.78,5.24,84.03,2.55,0.14,12.72,0.57,27,0.24,11,6.84,0.99,22.27,5.95,0.11,100,100,3.31,25.9,45.77
4318051001001,157,556,787.00000002,2831.00000008,7.8,83.77,6.26,6.79,3.6,53.91,11.54,48.52,1178.37,1430.55,1.9,5.57,6.67,6.74,16.74,100,34.45,97.78,0,4.37,55.14,96.23,3.7,32.95,90.94,8.16,84.49,100,100,100,30.51,100,81.86,84.77,30.5,17.82,6.36,5.83,74.73,0.473,1343.64,2839.28,0.714,1545.34,2163.22,11.36,18.74,0.53,74.33,49.7,53.62,61,0,4.42,2170.05,2122.8,14.87,4.97,93.68,5.58,0,0.74,0,33,0.35,7.77,8.47,1,39.32,13.46,0,100,100,3.4,12.48,47.92
4318101001001,680,2309,6403.99999995,20809.99999996,14.74,77.9,8.1,1.82,3.25,51.49,20.73,49.32,550.93,998.99,1.29,2.31,64.23,36.25,14.69,89.69,3.96,88.19,3.16,5.39,63.27,76.28,3.96,21.98,88.84,13.4,80.6,100,100,100,33.31,94.4,73.38,67.25,18.37,11.05,3.94,4.6,56.09,0.807,1448.72,1795.62,0.447,773.29,1731.88,13.21,17.27,13.86,48.31,43.18,33.39,62.21,0,8.68,1798.31,1656.39,36.59,5.3,93.15,1.58,0,5.04,0.24,30,0.36,9.8,9.33,0.97,10.34,4.14,0.05,100,100,3.13,21.92,48.13
4318200001001,589,1814,6034.00000003,19725.00000014,14.34,78.57,5.53,0.96,3.27,51.61,22.14,47.78,693.25,1262.27,1.65,3.93,62.09,25.13,13.33,93.66,63.98,89.11,3.75,14.42,68.26,82.24,51.48,49.49,89.32,12.35,79.17,100,100,100,21.6,87.22,60.8,74.9,27.21,16.03,2.11,5.23,59.37,0.629,1591.07,2529.03,0.665,1489.24,2238.2,13.6,15.35,8.29,54.45,66.24,52.46,51,0,7.44,2159.36,2141.2,30.44,4.91,89.03,5.58,1.51,3.82,0.05,28,0.3,10.97,8.51,1.04,19.13,6.09,0,100,100,3.17,22.42,47.03
4318309001001,1871,6290,18725.00000008,62249.00000028,21.29,67.99,14.44,3.81,3.32,52.47,25.79,48.29,688.66,1343.85,1.78,4.75,83.18,29.73,11.98,95.12,45.04,91.31,18.94,5.3,84.23,86.05,42.97,31.25,89.38,13.87,79.39,100,100,100,27.88,94.34,73.12,65.59,32.34,19.39,6.19,5.69,59.62,0.595,1679.61,2823.65,0.545,1376.48,2527.14,16.06,14.68,18.01,48.88,48.55,45.13,50.49,0,10.77,2373.57,2341.38,35.53,3.97,82.91,4.44,0.04,12.4,0.21,29,0.31,10.31,8,0.95,17.35,5.24,0.05,100,100,3.11,27.56,46.89
4318408001001,614,2172,5963.00000005,20283.00000027,18.34,81.79,6.08,0.89,3.4,51.61,21.28,47.56,765.17,1727.2,2.32,7.28,77.02,23.61,12.51,94.67,75.36,92.98,9.78,9.85,76.39,86.2,67.64,47.13,90.01,13.05,81,100,100,100,23.6,94.45,71.82,66.03,32.95,20.01,5.05,5.68,57.78,0.602,2040.68,3389.31,0.57,1690.62,2964.95,16.76,18.03,14.02,49.68,63.25,54.55,46.78,0,7.26,2787.69,2835.58,35.25,4.52,89.47,6.58,0,3.95,0,28,0.29,10.34,7.38,0.99,27.74,8.67,0.14,100,100,3.24,22.57,46.59
4318424001001,277,1029,1385.99999999,4928.99999983,15.19,90.3,4.19,0.24,3.56,54.32,8.95,47.23,612.14,923.9,1.15,3.31,33.04,31.48,18.21,99.01,30.05,95.29,26.08,16.51,34.7,81.34,24.81,5.36,89.57,12.62,82.46,100,100,100,39.98,98.54,85.06,68.99,15.57,10.58,2.49,4.41,70.64,0.58,1196.55,2061.54,0.587,1045.26,1780.39,6.36,21,2.59,68.82,34.34,13.7,52.25,0,3.02,1933.19,1747.59,35.84,5.86,95.99,3.93,0,0.08,0,32,0.35,8.73,8.34,1.05,17.84,5.86,0,100,100,3.28,10.01,46.91
4318432001001,154,577,765.00000003,2745.00000008,14.25,82.03,10.65,3.32,3.59,46.19,19.99,51.22,919.74,1609.64,2.2,13.53,49.58,17.3,18.24,99.41,26.43,95.4,2.31,20.89,72.71,89.6,20.71,49.8,93.13,6.09,86.82,100,100,100,18.09,99.63,75.05,64.4,35.55,19.56,7.45,6,63.91,0.427,1521.35,3564.03,0.303,878.51,2899.23,12.01,25.42,10.78,57.02,34.29,47.41,60.72,0,4.86,3137.57,2613.94,28.09,5.89,80.39,11.43,0,8.18,0,34,0.71,7.31,14.87,0.98,29.7,8.24,0,100,100,3.52,20.47,49.77
4318440001001,157,545,784.99999995,2874.99999986,6.13,83.53,10.85,6.73,3.66,51.18,7.9,48.03,912.47,1218.49,1.58,6.63,59,13.69,11.37,100,62.19,100,10.85,9.71,68.9,98.31,39.31,51.79,93.34,5.23,86.97,100,100,100,25.81,97.43,71.94,70.5,22.35,15.25,2.71,5.31,70.37,0.554,1303.9,2354.4,0.588,1173.41,1994.05,9.23,21.68,3.54,67.88,57.47,35.95,50.72,0,3.69,2070.7,1943.16,27.62,3.23,94.74,2.46,0,2.8,0,32,0.35,7.01,7.91,1.01,34.89,7.24,0,100,100,3.47,7.48,48.37
4318457001001,172,550,855.00000005,3000.00000009,11.36,88.3,3.84,2.21,3.51,59.41,13.22,47.89,459.1,796.99,0.97,0.54,7.17,44.98,14.07,94.27,0,90.12,0,9.38,19.97,71.94,0,34.64,91.29,7.97,82.73,100,100,100,25.15,94.37,56.79,65.97,11.37,5.23,0.34,4.28,66.83,0.638,1097.6,1719.64,0.768,1284.67,1673.72,4.31,17.87,4.91,63.55,23.76,16.54,62.6,0,1.39,1581.38,1479.08,35.22,5.32,48.34,1.4,0,50.26,0,29,0.22,10.42,6.22,1.04,27.1,13.75,0,100,100,3.31,14.3,47.48
4318465001001,148,499,698.00000001,2529.99999995,24,81.85,5.07,0.72,3.62,56.85,12.03,47.49,573.88,1008.44,1.3,2.73,29.92,37.03,19.75,90.37,38.05,85.47,0.86,38.35,35.95,63.5,28.57,15.69,75.68,30.8,71.01,100,100,100,53.12,97.43,81.33,61.12,18.07,10.73,2.09,3.85,50.54,0.589,1195.98,2031.29,0.316,643.56,2039.07,9.51,16.28,1.25,49.91,33.79,48.2,63.41,0,2.37,1787.85,1721.36,29.15,6.36,79.88,0.7,0,19.42,0,26,0.24,11.06,7.29,1.07,25.92,6.74,0.17,100,100,3.48,12.68,46.62
4318481001001,195,662,961.00000003,3387.00000012,9.37,86.21,7.62,0,3.52,55.02,14.15,45.85,996.26,1170.08,1.51,5.1,78.45,3.51,10.36,100,97.6,98.83,0.66,0.4,85.21,99.49,76.48,46.12,98.64,0.25,88.59,100,100,100,4.94,95.53,69.47,68.72,20.21,4.98,0.45,5.24,76.11,0.674,1307.32,1939.41,0.711,1214.74,1707.34,7.87,20.48,2.58,74.15,79.19,66.64,40.29,0,0.42,1667.47,1680.73,18.37,3.57,95.51,0,0,4.49,0,31,0.33,8.51,7.66,1.06,32.89,14.7,0,100,100,3.33,15.34,45.66
4318499001001,136,471,690.99999998,2401.99999997,8.49,81.31,8.7,0,3.48,50.13,11.46,50.24,693.25,963.69,1.24,0,85.47,21.16,14.29,97.36,0,92.82,0,7.33,39.14,60.22,0,12.34,98.5,1.77,90.7,100,100,100,3.56,98.41,75.93,76.66,11.7,5.78,2.81,4.78,84.79,0.39,867.46,2222.21,0.796,1378.02,1731.95,3.88,21.48,1.29,83.7,41.39,10.4,40.51,0,1.76,1906.55,1721.31,38.74,4.31,97.72,0.24,0,2.04,0,34,0.43,7.43,9.83,1.06,33.89,8.74,0,100,100,3.3,11.81,49.32
4318507001001,780,2530,7453.00000006,23795.99999994,25.51,90.63,2.62,0,3.19,51.33,19.39,46.73,530.27,778.15,0.96,1.74,49.6,38.07,14.92,77.67,52.26,71.25,20.47,13.4,66.32,62.7,33.94,17.58,78.46,26.15,71.31,100,100,100,44.43,91.31,61.67,53.11,12.81,5.71,1.59,3.47,56.69,0.757,1199.48,1585.44,0.708,1077.01,1522.13,9.88,15.97,14.51,48.47,34.01,37.88,69.32,0,3.38,1422.04,1448.57,37.31,5.55,81.81,8.02,0,9.88,0.29,29,0.27,10.58,7.09,1.06,10.64,3.37,0.44,100,100,3.07,19.63,46.01
4318606001001,428,1385,2055.00000009,7051.00000038,9.79,81.89,10.85,8.2,3.43,56.19,17.21,48.63,690.95,1269.08,1.67,8.24,63.92,26.95,14.64,98.06,59.15,95.58,29.54,19.27,59.01,95.66,48.58,27.39,92.59,7.78,83.3,100,100,100,19.96,98.62,80.93,81.22,31.08,20.58,3.85,5.79,57.32,0.569,1641.39,2885.45,0.773,1892.01,2448.08,16.54,18.94,10.71,51.18,44.76,45.97,60.44,0,11.55,2598.68,2369.92,33.84,4.7,87.29,1.68,0.07,10.96,0,31,0.34,9.45,8.49,0.98,29.75,10.87,0,100,100,3.3,17.84,47.77
4318622001001,168,556,887.00000002,3104.00000009,14.59,66.29,2.9,0.68,3.5,65.76,13.53,44.59,619.79,1100.89,1.42,2.43,47.14,34.47,12.98,86.94,25.87,93.72,9.38,27.79,53.8,79.68,20.63,33.8,87.06,15.82,74.69,100,100,100,24.48,86.37,58.15,67.56,22.49,10.63,2.24,4.72,56.35,1.431,2407.1,1682.68,0.448,950.23,2120.07,7.57,11.04,6.81,52.52,45.68,36.78,64.85,0,2.72,2078.53,1903.41,35.22,4.39,85.17,6.99,0,7.14,0.69,26,0.17,14.29,5.39,1.05,32.33,15.46,0,100,100,3.26,14.17,43.81
4318705001001,459,1589,4645.99999998,16123.99999982,22.47,77.49,11.23,2.23,3.47,61.07,25.01,43.05,795.78,1095.23,1.41,4.84,98.1,19.35,13.3,98.62,86.48,96.36,9.86,7.16,98.22,90.97,80.44,57.97,93.9,6.43,82.15,100,100,100,23.32,94.82,67.57,60.74,30.08,12.58,1.88,5.56,66.52,0.641,1513.81,2362.55,0.673,1394.25,2073.06,11.58,11.27,17.71,54.74,67.09,63.46,42.38,0,8.34,2023.32,2007.07,30.85,4.64,90.11,5.39,0.07,3.8,0.62,25,0.14,11.54,4.2,1,48.3,11.56,0.07,100,100,3.31,26.57,42.12
4318705001002,979,3156,9871.00000004,31871.00000025,14.47,70.75,11.9,12.63,3.23,54.79,25.91,44.05,1149.29,1810.56,2.41,11.34,97.9,10.48,13.02,99.76,95.17,98.78,5.66,2.3,99.21,96.74,91.44,68.61,95.75,5.39,84.23,100,100,100,18.32,94.25,82.85,62.79,41.55,25.61,4.13,6.72,64.93,0.531,1920.83,3615.78,0.672,1974.19,2938.44,21.58,14.41,13.61,56.09,69.92,65.18,41.16,0,5.04,2985.26,2872.62,27.62,4.79,91.99,4.34,0,3.46,0.21,28,0.2,10.91,5.15,0.94,48.33,11.71,0.03,100,100,3.09,27.18,43.31
4318705001003,517,1892,5138.99999994,18714.99999982,18.56,73.47,2.8,17.94,3.64,64.26,26.09,42.52,841.69,1175.14,1.52,5.19,99.67,17.38,9.09,100,97.49,99.27,19.72,1.6,99.87,97.46,95.8,58.47,95.46,6.24,82.49,100,100,100,26.85,93.39,70.2,54.05,32.7,13.3,1.62,5.88,67.93,0.553,1496.9,2706.04,0.847,1903.83,2246.96,12.31,8.85,19.85,54.44,71,62.72,42.41,0,9.49,2291.14,2201.56,35.45,2.73,87.16,8.19,0.08,4.54,0.04,24,0.08,12.25,2.52,0.97,51.58,9.98,0.04,100,100,3.36,27.01,41.34
4318705001004,504,1792,5018.00000014,17528.00000047,18.15,71.96,7,0.48,3.49,62.35,19.35,42.63,919.74,1283.24,1.67,7.08,98.76,17.83,6.47,99.4,96.47,98.24,2.59,2.72,100,96.78,93.08,66.55,95.73,5.69,82.99,100,100,100,21.64,92.78,77.48,62.74,39.26,21.5,2.45,6.43,65.39,0.546,1621.32,2969.47,0.779,1914,2457.24,17.41,11.58,19.21,52.83,66.25,63.45,42.54,0,9.33,2503.58,2413.98,34.27,2.27,91.42,5.07,0.19,3.04,0.28,26,0.11,11.91,3.45,0.97,47.28,8.87,0,100,100,3.27,22.62,41.61
4318705001005,623,2252,6132.00000006,21887.00000023,21.97,77.11,4.8,0.36,3.57,62.31,21.54,42.18,937.49,1535.84,2.04,11.6,94.07,15.57,8.58,98.65,81.61,95.36,23.95,10.22,97.19,92.49,77.91,65.52,95.31,5.55,82.4,100,100,100,29.74,93.72,81.75,60.94,38.32,21.18,4.28,6.47,68.69,0.66,2230.78,3380.87,0.603,1862.55,3086.85,19.55,9.83,16.82,57.14,68.33,63.31,43.1,0,8.84,2958.8,2914.86,32.71,2.69,85.55,7.07,0,7.06,0.32,25,0.11,12,3.22,1,48.9,10.08,0,100,100,3.39,22.26,41.57
4318705001006,414,1375,4121,13783.00000014,15.79,85.15,8.11,1.51,3.34,55.1,24,44.48,1071.24,1583.81,2.1,12.42,99.33,10.7,15.91,99.69,97.5,99.23,11.69,2.18,98.8,97.94,95.6,66.34,94.34,7.8,83.25,100,100,100,23.56,95.45,78,63.42,38.35,20.22,4.51,6.24,65.62,0.539,1830.23,3394.98,0.754,2130.41,2825.99,20.04,14.74,15.31,55.58,73.61,67.3,38.58,0,9.15,2758.06,2725.42,29.39,5.24,88.56,6.53,0.08,4.15,0.68,27,0.18,10.15,4.69,0.98,46.33,6.52,0.07,100,100,3.16,24.65,43.35
4318705001007,542,1978,5403.99999986,19959.99999945,30.06,78.01,7.24,0.32,3.69,66.66,25.07,41.13,693.25,900.23,1.14,3.28,95.11,26.33,11.39,97.53,82.18,94.56,13.99,14.68,93.91,90.39,77.99,43.55,92.09,8.64,76.15,100,100,100,31.41,86.29,64.44,46.94,21.45,9.06,0.57,4.84,65.3,0.658,1334.85,2028.34,0.789,1431.45,1814.85,9.44,8.95,15.58,55.13,67.42,59.72,45.16,0,7.42,1803.94,1753.96,34.02,3.72,86.63,3.67,0.04,9.42,0.24,23,0.1,14.77,3.44,1,56.73,15.69,0.09,100,100,3.5,26.32,40.44
4318705001008,555,2033,5507.99999998,19536.99999995,25.89,84.53,6.62,0.19,3.55,69.24,17.84,40.87,765.17,1027.42,1.31,3.2,78.46,21.09,10.4,98.53,82.15,90.47,22.25,11.52,95.82,91.11,65.2,57.09,92.91,7.64,78.7,100,100,100,31.24,88.98,67.91,59.44,22.9,8.68,0.69,5.13,67.43,0.54,1298.76,2405.14,0.771,1532.81,1989.12,8.51,8.17,15.79,56.78,73.03,66.55,39.76,0,6.65,2003.66,1962.41,31.73,3.62,93.63,1.73,0.1,4.29,0.26,23,0.08,13.38,2.81,1,60.93,10.27,0.33,100,100,3.38,18.84,40.25
4318705001009,852,2411,8611.99999994,24317.99999986,6,65.36,17.51,26.3,2.82,37.56,28.46,48.19,2731.67,3943.3,5.47,37,99.84,3.24,9.81,100,98.91,100,17.52,0.3,100,99.06,98.07,81.44,98.11,2.35,91.6,100,100,100,5.93,98.49,91.39,86.29,68.23,55.6,21.08,9.64,61.83,0.536,3865.28,7213.14,0.553,3159.06,5711.64,46.12,19.57,9.51,55.95,67.97,67.86,43.73,0,2.75,5789.96,5603.74,24.39,4.25,95.51,2.28,0.2,1.8,0.21,34,0.6,6.05,10.76,0.89,48.46,12.12,0.74,100,100,2.93,28.93,47.59
4318705001010,451,987,4273.99999997,9823.99999998,4.54,47.62,38.09,76.62,2.3,24.11,41.98,46.32,4246.72,5762.99,8,40.07,99.63,1.58,5.19,100,100,99.36,63.24,0,99.81,99.81,99.44,76.74,99.61,0.38,93.9,100,100,100,0.63,95.32,92.5,97.03,83.09,70.27,31.8,11.38,67.79,0.608,5553.25,9136.68,0.718,5242.96,7298.08,59.2,18.62,10.34,60.78,66.08,73.19,46.75,0,1.85,7157.72,7260.8,18.45,2.35,98.01,0.81,0,1.17,0,34,0.78,5.06,10.91,0.79,61.52,20.42,1.33,100,100,2.27,41.35,45.85
4318804001005,692,2343,6877.99999995,23128.00000001,20.03,72.52,13.79,1.46,3.36,53.64,25.78,47.41,785.07,1524.37,2.03,7.86,96.15,21.91,13.63,98.2,41.84,96.01,1.3,1.69,96.74,93.81,40.16,38.76,91.48,10.53,81.98,100,100,100,23.44,96.32,79.06,69.65,33.61,20.05,5.37,5.81,64.08,0.698,1954.48,2799.56,0.475,1222.45,2574.43,18.79,17.63,16.04,53.8,51.69,50.84,52.33,0,11.3,2386.3,2413.22,29.95,5.05,85.97,8.18,0.03,5.53,0.29,29,0.34,9.86,8.82,0.94,17.1,6.55,0.04,100,100,3.15,26.93,46.28
4318804001099,506,2110,4941.00000003,20563.00000012,24.81,82.43,1.93,0,4.16,52.69,9.95,51.01,690.95,941.59,1.21,0.77,3.33,25.85,15.29,90.04,29.3,76.88,0.47,35.72,5.14,60.65,3.54,16.96,95.74,5.15,87.09,100,100,100,9.6,87.08,42.61,68.15,12.44,3.55,0.85,4.3,67.28,0.577,1045.34,1812.53,0.422,655,1553.49,2.85,24.25,2.35,65.7,43.71,38.04,69.26,0,1.32,1587.72,1521.91,29.74,4.75,96.59,2.96,0,0.44,0,33,0.53,8.07,11.62,1.08,5.91,1.97,0,100,100,3.38,9.17,48.82
4318903001001,1219,3960,12038.99999994,39552.99999963,16.27,70.24,13.5,2.96,3.29,54.51,27.14,47.84,693.25,1291.93,1.7,4.17,84.59,24.57,15.16,94.49,32,92.27,27.88,7.89,73.33,87.5,30.98,31.92,90.72,12.5,81.65,100,100,100,28.79,96.2,77.78,73.04,29.85,17.34,4.28,5.49,61.24,0.672,1752.89,2607.72,0.542,1301.81,2403.46,13.74,16.48,12.88,53.36,42.95,45.02,56.28,0,9.61,2322.76,2226.66,31.87,5.72,83.49,1.63,0.05,14.74,0.1,28,0.29,10.05,8,0.95,32.18,9.72,0.05,100,100,3.18,27.86,46.99
4319000001001,566,1929,5613.0000001,18958.00000047,9.25,69.06,12.44,18.06,3.38,53.49,17.57,45.32,1262.54,1937.09,2.6,8.92,78.55,9.22,11.87,99.65,83.97,99.34,18.89,8.57,87.05,97.65,74.29,64.14,95.16,5.12,86.47,100,100,100,18.59,98.64,82.47,77.3,27.16,11.38,3.96,5.52,70.27,0.572,2147.06,3752.19,0.671,2149.13,3201.81,13.62,16.54,8.43,64.35,67.45,63.91,47.64,0,3.34,3140.62,3107.07,25.9,4.17,90.5,1.44,0,8.02,0.04,29,0.25,8.9,6.2,0.99,34.61,7.38,0,100,100,3.24,17.9,44.78
4319109001001,365,1227,1892.99999997,6320.99999996,13.5,70.97,11.64,1.12,3.34,48.33,19.41,49.92,809.55,1165.47,1.49,3.68,59.02,23,16.61,96.46,5.32,91.61,0.58,3.23,51.79,92.95,3.34,20.87,93.43,5.55,86.55,100,100,100,15.3,98.82,90.95,73.24,23.83,14.14,2.9,5.4,69.84,0.463,1261.04,2724.47,0.665,1448.4,2179.03,8.85,20.22,5.24,66.18,37.93,42.3,54.24,0,6.13,2313.08,2117.59,31.08,6.17,92.38,1.65,0.13,5.22,0.62,32,0.36,7.74,8.28,0.99,30.34,7.79,0,100,100,3.14,20.73,49.05
4319125001001,205,620,1010.00000006,3246.00000014,10.67,87.37,2.71,0,3.21,41.9,14.16,53.25,569.29,1426.8,1.88,2.08,1.94,34.55,15.8,87.33,1.23,81.87,0.5,13.64,15.82,72.46,0.25,23.72,85.56,20.27,77.79,100,100,100,38.92,98.12,79.5,51.23,17.47,7.12,1.69,4.02,46.64,0.488,1212.37,2486.62,0.313,662.62,2120.05,7.75,25.38,7.11,43.32,64.46,40.52,64.46,0,5.65,2353.62,2036.29,34.12,5.13,94.94,0.43,0,4.63,0,34,0.53,10.51,12.31,1.12,18.11,8.27,0,100,100,3.01,15.64,52.17
4319158001001,446,1590,2190.00000004,7682.00000025,21.05,70.83,6.64,0.22,3.51,58.5,11.91,47.6,462.17,1186.71,1.56,2.15,61.32,37.88,21.45,83.76,5.32,86.23,0.25,6.37,32.55,70.35,3.2,24.34,88.44,12.36,77.89,100,100,100,38.61,93.55,71.11,61.78,16.36,8.56,2.71,4.47,62.92,0.342,1100.9,3223.19,0.425,1143.51,2689.04,8.4,14.74,7.79,58.02,39.23,33.31,57.13,0,5.08,2960.78,2506.41,36.07,7.74,89.57,3.71,0.12,6.45,0.15,27,0.23,12.16,6.61,1.07,34.65,10.4,0,100,100,3.34,12.95,46.62
4319208001001,393,1260,1947.99999999,6405.99999999,23.1,74.91,6.53,0.68,3.29,54.07,22.69,48.88,459.1,752.28,0.96,1.25,89.89,43.32,14.81,83.55,8.38,80.37,0.09,6.69,52.03,67.73,7.99,5.51,80.57,21.87,72.84,100,100,100,55.75,93.24,72.94,61.45,13.88,7.52,2.72,3.76,61.83,0.719,1017.39,1414.51,0.582,858.14,1473.3,12.57,21.02,9.46,55.98,25.63,14.64,54.03,0,5.5,1338.94,1254.57,37.47,5.08,64.36,0.9,0,34.31,0.43,27,0.3,10.39,9.09,1.05,27.64,9.6,0.07,100,100,3.18,23.63,48.27
4319307001001,401,1433,2003.00000006,7187.00000014,13.72,86.67,6.27,0.9,3.59,59.56,11.3,48.18,537.15,739.92,0.89,1.45,71.85,38.59,11.93,92.98,3.56,82.19,0.43,19.68,32.95,72.05,2.88,5.72,93.87,5.48,85.64,100,100,100,13.63,99.13,77.64,66.84,15.1,7.38,2.13,4.8,75.57,0.818,1193.86,1459.23,0.907,1248.62,1376.26,4.53,20.54,5.69,71.26,34.49,11.09,48.75,0,3.69,1330.61,1361.22,37.53,3.78,87.32,3.75,0,8.94,0,31,0.35,8.95,8.87,1.04,20.24,8.38,0.07,100,100,3.32,12.12,47.11
4319356001001,155,526,783.00000003,2843.00000018,9.32,78.67,11.59,4.72,3.63,60.45,12.28,44.99,975.6,1502.74,1.98,8.41,75.98,9.34,10.81,99.8,58.41,98.19,0.35,7.56,66.5,96.96,53.32,40.35,97.35,3.75,86.35,100,100,100,9.8,92.74,81.18,66.06,24.77,11.14,2.34,5.58,77.52,0.493,1362.32,2763.7,0.478,1010.03,2112.71,8.85,16.74,2.8,75.35,81.12,71.94,42.78,0,3.3,2114.62,2103.12,14.2,3.5,99.29,0.21,0.5,0,0,28,0.22,9.96,6.15,1.07,42.26,17.06,0,100,100,3.39,12.96,44.58
4319372001001,165,551,815.99999997,2861.99999999,7.39,77.81,3.8,0.85,3.51,53.29,13.32,50.02,856.99,1107.79,1.43,0.98,97.11,18.42,18.22,98.84,3.35,95.96,0,8.64,34.33,94.24,3.35,20.28,95.72,4.97,87.19,100,100,100,5.77,100,87.86,78.44,29.12,14.74,4.47,5.88,76.12,0.574,1400.21,2438.35,0.424,905.57,2134.54,7.4,21.2,3.4,73.53,27.74,15.3,48.83,0,2.36,2147.65,2019.29,34.74,5.65,90.35,0,0,9.65,0,33,0.36,8.87,8.77,1.03,31.77,7.97,0,100,100,3.35,12.7,49.08
