cod_ap,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a11_adensamento,a12_proprio_quit,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a1c_microcomputador,a2_agua_rede,a20_rdpc_baixa,a21_com_defic,a22_energia,a23_esgoto_adeq,a3_agua_dentro,a4_esgoto_rede,a5_esgoto_inadeq,a6_lixo_coletado,a7_banheiro_excl,a8_saneamento_ok,a9_maq_lavar,b1_alfabetizacao,b10_sem_instrucao,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b4_freq_15a17,b5b_adequacao,b6_fund_completo,b7_medio_completo,b8_superior_comp,b9_anos_estudo,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c12_ocup_superior,c13_beneficio,c2_desocupacao,c3_ocupacao,c4_carteira,c5_previdencia,c5z_v0450_naonulo,c5z_v0450_naonulo_carteira,c6_domestico,c7_rend_trab_med,c8_rend_total_med,c9_sem_rendimento,d10b_defic_severa,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d1e_indigena_raca,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e3_estrangeiro,e4b_trab_estuda_outro_mun,e4z_v4276_naonulo,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
3515509001001,1919,6430,18771.00000007,61647.00000042,15.62,59.64,17.48,1.72,3.28,47.95,21.72,46.97,989.37,1910.01,2.58,9.39,94.67,12.12,11.9,99.83,95.3,98.73,92.94,0.41,95.76,98.81,92.56,34.45,90.85,13.43,83.25,100,100,100,35.11,95.81,83.93,85.99,38.5,27.14,7.37,6.19,63.26,0.639,2260.18,3535.84,0.481,1552.23,3228.93,19.38,13.83,12.81,55.16,50.77,49.1,56.65,0,8.59,3066.3,2990.71,28.76,4.32,79.21,2.47,1.49,16.8,0.02,30,0.34,8.54,7.99,0.97,49.84,10.44,0.39,100,100,3.11,23.4,46.04
3515608001001,334,1121,1646.00000005,5434.00000017,15.29,66.01,11.43,0,3.3,47.05,14.94,48.41,803.43,1346.69,1.74,4.62,77.45,17.75,4.7,98.8,76.63,99.01,75.79,5.78,77.1,97.72,75.46,31.7,89.46,14.54,83.27,100,100,100,28.78,96.54,82.9,78.13,19.82,11.71,4.54,4.68,64.19,0.622,1457.68,2342.3,0.554,1178.56,2126.28,9.51,15.43,8.49,58.74,48.52,39.25,61.71,0,5.63,1973.34,1985.99,28.37,1.4,85.71,1.27,0.1,12.83,0.08,32,0.45,7.98,9.99,0.98,44.58,16.37,0,100,100,3.19,15.31,47.93
3515657001001,88,297,418.00000007,1432.0000003,19.46,56.64,9.36,0,3.43,44.86,11.49,50.82,693.25,1803.79,2.46,4.11,42.49,17.27,18.63,98.12,64.91,96.66,42.41,4.56,49.32,95.47,42.41,12.98,87,18.9,77.7,100,100,100,33.06,94.52,58.98,88.86,20.07,12.57,3.21,4.29,62.65,0.783,1931.14,2465.61,0.465,1194.77,2570.69,11.49,20.61,5.59,59.15,48.17,39.86,57.32,0,5.42,2101.93,2262.36,24.87,5.91,82.66,0.91,1.91,14.53,0,28,0.37,11.42,9.72,1.06,59.67,22.24,0.88,100,100,3.36,11.03,49.93
3515707001001,430,1637,4210.00000006,16339.00000019,52.25,67.54,9.21,1.99,3.88,65.93,22.84,40.67,713.91,996.81,1.26,5.14,89.48,24.93,8.38,99.14,74.15,97.59,62.33,19.62,93.41,99,69.01,30.77,90.48,12.75,75.99,100,100,100,26.42,92.86,77.22,71.27,30.36,13.21,1.18,5.34,63.57,0.78,1873.46,2402.94,0.897,2083.57,2323.58,11.74,7.09,23.75,48.47,67.12,60.62,42.88,0,7.91,2223.2,2211.78,42,2.36,56.89,4.53,0.1,38.2,0.29,23,0.07,14.4,2.31,0.99,65.44,26.61,0.24,100,100,3.68,24.69,40.24
3515707001002,424,1643,4171.00000009,16103.0000005,47.96,69.44,16.07,0,3.86,65.27,21.92,41.48,826.39,1086.47,1.41,3.48,97.74,19.49,8.64,100,82.69,98.66,73.71,12.7,97.17,98.6,81.95,37.55,92.32,9.7,79.45,100,100,100,17.71,96.06,85.78,69.96,31.97,16.48,1.73,5.67,66.48,0.692,1762.54,2545.22,0.845,2055.24,2433.17,13.26,5.52,21.87,51.94,64.7,59.77,38.79,0,7.67,2280.85,2244.7,39.3,2.92,52.5,8.36,0.15,38.38,0.62,23,0.07,13.11,2.12,1,59.55,18.54,0.37,100,100,3.73,22.84,40.9
3515707001003,496,1981,5105.00000012,20137.00000062,53.33,63.25,10.96,0.42,3.94,68.62,21.59,40.3,631.27,870.87,1.11,3.13,91.55,29.23,10.79,99.31,66.47,95.51,55.81,16.89,94.19,97.92,64.21,30.97,90.18,12.03,76.57,100,100,100,41.55,94.77,82.22,70.78,25.12,8.27,0.57,4.89,63.76,0.633,1556.6,2459.14,0.841,1925.32,2288,8.81,6.68,28.41,45.65,60.51,53.93,47.92,0,8.72,2161.23,2116.58,45.96,3.23,54.76,5.64,0,39.42,0.17,22,0.08,14.27,2.63,1,65.35,21.55,0.17,100,100,3.81,23.2,40.01
3515707001004,601,2299,5948.00000009,23139.00000027,43.21,39.16,9,35.01,3.89,67.46,24.82,40.41,765.17,1262.77,1.65,8.38,99.1,25.76,7.94,100,88.46,97.75,82.01,5.07,97.41,99.29,87.59,41.72,94.47,8.46,80.09,100,100,100,36.82,94.15,79.22,69.58,38.42,19.58,3.4,6.15,67.32,0.659,2117.79,3215.55,0.852,2524.85,2963.63,14.15,5.04,27.28,48.96,54.13,50.82,48.67,0,8.11,2871.56,2773.49,44.53,2.26,52.06,6.15,0.54,41.16,0.09,22,0.06,13.61,2.03,0.95,66.07,23.45,0.08,100,100,3.76,25.47,39.98
3515707001005,704,2522,6907.99999995,24842.99999982,36.1,66.65,21.71,1.46,3.6,56.29,27.42,44.67,1102.77,1669.16,2.22,13.99,99.73,14.35,13.4,100,88.02,97.63,84.92,9.5,100,99.6,87.57,53.83,96.14,5.44,85.1,100,100,100,17.48,97.14,86,76.76,44.82,25.59,5.23,6.87,63.83,0.632,2393.34,3786.33,0.695,2435.12,3504.85,22.76,10.71,21.24,50.27,60.61,55.69,43.47,0,3.86,3339.19,3167.85,35.73,4.55,68.28,5.38,0.78,25.32,0.23,26,0.19,10.5,5.12,0.94,53.44,11.56,0.75,100,100,3.42,28.78,43.69
3515707501001,606,2340,5982.99999997,23483.9999997,48.41,70.4,12.56,2.81,3.93,68.81,22.1,40.77,771.3,1011.36,1.28,4.73,99.2,22.88,8.95,99.88,86.84,99.41,81.57,7.58,99.32,98.94,85.48,33.07,91.15,12.03,77.28,100,100,100,49.56,93.39,87.87,70.42,29,12.26,1.19,5.23,65.96,0.635,1578.58,2486.22,1.02,2165.02,2122.83,8.22,6.62,24.34,49.9,67.65,58.08,41.06,0,8.67,2204.04,2141.91,41.22,2.78,48.98,7,0.14,43.89,0,22,0.08,13.66,2.53,0.97,67.87,24.29,0,100,100,3.71,23.19,40.27
3515707502001,453,1833,4627.99999999,18332.00000009,47.73,56.91,10.19,0.24,3.96,67.7,21.5,41.15,688.66,928.7,1.17,5.05,99.29,24.4,8.22,99.78,84.21,98.84,71.34,13.9,98.65,98.96,83.04,34.31,93.37,8.89,79.69,100,100,100,28.47,95.61,78.21,69.71,30.16,14.02,0.21,5.54,63.66,0.616,1495.55,2426.84,0.918,1977.67,2153.22,9.27,6.29,23.87,48.47,68.17,57.14,42.96,0,6.33,2128.19,2077.84,42.93,2.63,57.04,4.44,0.21,37.99,0.32,23,0.08,13.35,2.74,0.98,60.86,18,0,100,100,3.69,24.06,40.21
3515806001001,136,442,644.99999996,2176.9999999,18.73,59.07,10.53,0,3.38,53.49,19.84,48.07,688.66,951.74,1.19,2.18,73.95,28.8,5.85,99.46,62.8,99.25,62.17,1.17,74.82,93.83,62.8,12.87,85.82,19.2,80.76,100,100,100,37.93,100,78.9,93.7,29.61,23.31,0.52,5.15,64.15,0.743,1314.01,1768.74,0.845,1393.48,1648.86,13.61,15.64,9.17,58.27,44.85,41.76,52.74,0,13.02,1615.16,1589.12,29.05,1.73,69.69,1.95,0.93,27.42,0,29,0.3,6.93,7.94,1.01,55.96,20.25,0,100,100,3.17,22.99,46.95
3515905001001,204,640,1042.00000003,3223.0000001,10.17,60.77,14.27,0,3.09,42.83,18.14,50.02,841.69,1320.72,1.74,5.9,77.98,16.38,6.42,99.64,78.16,96.43,77.4,1.58,77.98,98.96,77.9,20.16,89.51,16.2,84.06,100,100,100,32.91,100,77.9,83.24,24.77,16.19,5.22,5.05,63.12,0.57,1572.98,2758.43,0.471,1121.41,2380.47,13.5,17.5,12.88,54.99,31.37,38.84,67.41,0,9.22,2494.16,2302.02,30.35,2.27,93.24,1.31,0.37,5.09,0,33,0.54,7.18,11.35,0.99,52.22,12.46,0.21,100,100,2.99,19.52,49.85
3516002001001,678,2354,3254.00000001,11106.00000019,18.53,67.48,13.27,0.14,3.41,50.51,16.5,48.08,693.25,1161.93,1.52,4.47,84.03,23.82,14.68,99.74,90.36,97.04,73.47,1.48,82.57,93.71,78.23,24.22,83.33,21.31,76.77,100,100,100,50.49,97.87,78.88,83.14,23.34,13.59,3.72,4.51,57.57,0.683,1469.63,2152.77,0.646,1384.32,2141.9,11.07,17.73,8.82,52.5,54.7,51.21,51.59,0,8.06,1959.52,1883.2,30.99,5.12,62.23,2.74,1.58,33.44,0,29,0.36,9.52,9.24,1,45.45,11.92,0.07,100,100,3.28,17.99,47.23
3516101001001,195,668,927.99999997,3126.99999999,18.96,48.08,10.88,0,3.37,54.38,22.76,47.31,655.37,790.16,0.99,1.29,84.45,30.49,12.16,100,83.06,98.43,82.11,0.5,85.66,98.5,81.93,23.67,85.24,19.07,76.06,100,100,100,51.13,95.84,86.63,63.02,32.46,19.34,4.27,5.2,53.41,0.861,1523.25,1769.33,0.791,1444.43,1824.97,14.67,8.52,17.85,43.88,66.54,60.74,37.51,0,7.75,1780.66,1684.57,39.53,4.4,70.09,4.39,0.2,24.47,0.84,28,0.29,9.96,7.74,0.94,44.83,10.87,0.2,100,100,3.16,24.62,45.86
3516200001001,800,2872,7938.00000007,28276.00000025,23.76,53.28,13.02,11.8,3.56,60.82,21.3,42.85,991.67,1348.04,1.75,4.98,100,8.69,12.54,100,100,99.74,99.74,0,99.85,99.52,99.52,26.3,94.29,7.62,82.41,100,100,100,34.63,97.26,78.57,71.83,35.41,18.58,3.14,6.02,74,0.606,1556.96,2569.12,0.698,1652.84,2366.37,11.11,7.65,10.51,66.22,64.47,59.25,45.18,0,5.17,2194.96,2130.76,24.46,4.21,69.65,4.42,0.06,25.81,0.06,26,0.14,11.89,3.85,0.98,44.46,5.74,0.09,100,100,3.34,24.51,41.97
3516200001002,551,2017,5528.0000001,20590.00000031,25.44,44.06,19.07,9.39,3.72,66.34,21.36,41.34,918.21,1255.64,1.62,4.23,99,12.4,11.21,99.78,100,99.84,97.83,0,100,99.87,98.88,21.39,93.79,8.22,80.89,100,100,100,35.41,96.62,67.97,75.01,31.94,17,2.68,5.78,73.56,0.552,1411.22,2555.66,0.784,1754.86,2237.61,9.28,6.21,9.6,66.5,59.57,52.2,52.76,0,5.49,2106.6,2068.06,25.17,4.08,67.31,7.34,0.05,25.24,0.06,24,0.09,13.24,2.86,0.99,40.82,6.79,0,100,100,3.58,22.41,40.92
3516200001003,407,1527,4068.00000003,15356.00000022,29.15,68.8,10.83,0,3.77,68.69,15.34,39.79,849.34,1004.16,1.27,1.7,99.45,15.44,9,100,99.78,100,98.82,0.16,100,99.5,98.89,20.99,93,9.53,78.89,100,100,100,41.05,98.03,61.56,77.53,29.13,15.91,1.2,5.48,74.99,0.621,1308.41,2106,0.865,1616.47,1869.77,8.14,5.7,10.58,67.06,63.43,56.83,46.33,0,7.71,1801.28,1772.86,25.05,2.95,64.37,5.1,0,30.44,0.09,24,0.07,14.45,2.31,1.03,52.15,10.99,0.1,100,100,3.52,18.1,39.03
3516200001004,458,1324,4600.99999994,13589.99999975,7.55,63.59,28.1,11.77,2.95,32.33,33.63,54.67,2448.56,4173.58,5.79,23.76,100,3.98,10.63,100,100,100,100,0,100,99.49,99.49,62.75,97.71,2.77,92.05,100,100,100,3,97.96,90.25,85.33,66.7,53.95,26.45,9.6,58.24,0.534,4068.63,7612.1,0.301,1853.13,6162.33,42.3,24.25,9.4,52.76,66.57,64.01,53.41,0,4.19,5676.55,5808.83,22.42,4.03,90.92,2.39,0.31,6.39,0,37,1.07,5.65,18.28,0.83,41.37,6.93,0.39,100,100,2.9,34.45,53.94
3516200001005,467,1528,4751.00000001,15707.0000001,14.63,57.94,30.84,7.37,3.31,43.36,27.56,48.82,1608.4,3291.45,4.54,19.99,99.78,5.14,17.51,100,99.77,99.54,99.77,0,100,98.31,98.08,53.06,95.84,4.53,88.52,100,100,100,14.28,98.36,92.2,82.16,52.31,38.21,17.13,8.08,64.19,0.516,3188.82,6178.65,0.358,1836.37,5128.29,31.28,16.26,7.55,59.35,62.66,61.34,53.54,0,5.29,5126.95,4768.58,24.44,6.38,86.94,3.05,0.35,9.58,0.09,31,0.4,7.38,8.68,0.92,37.88,7.62,0.09,100,100,3.16,28.47,48.13
3516200001006,519,1740,5145.99999999,17085.99999992,13.56,59.51,30.67,1.3,3.32,44.99,26.99,49.6,1583.91,2365.36,3.22,16.79,100,4.23,12.4,99.87,100,99.88,100,0,100,99.56,99.56,49.75,95.34,5.3,88.67,100,100,100,15.97,98.75,87.54,78.38,50.35,37.5,14.76,7.74,62.13,0.569,2595.38,4557.63,0.485,1882.18,3878.15,30.41,17.93,7.44,57.51,67,64.24,49.24,0,5.69,3834.19,3622.37,24.43,4.26,87.73,3.81,0,8.46,0,31,0.48,7.21,10.14,0.92,42.06,6.75,0.19,100,100,3.14,27.75,49.21
3516200001007,520,1845,5293.99999983,18619.9999994,24.74,58.55,26.35,3.05,3.52,56.88,21.9,44.68,1147.76,1974.42,2.67,12.95,100,8.92,10.18,100,99.55,97.43,99.4,0.25,100,99.82,99.38,37.02,94.93,6.44,83.91,100,100,100,26.75,99.35,86.72,75.8,41.17,28.18,9.05,6.75,69.41,0.563,2217.97,3942.46,0.712,2405.29,3378.26,18.86,10.32,7.98,63.87,63.21,57.08,49.97,0,3.46,3260.46,3188.92,25.02,3.41,80.05,4.48,0.32,15.08,0.07,27,0.19,10.73,5.22,0.99,41.7,6.68,0.07,100,100,3.46,22.71,44.24
3516200001008,882,3333,8750.99999999,32758.00000005,27.05,61.03,16.68,0.33,3.74,64.4,19.53,42.54,975.6,1321.33,1.73,4.23,99.81,10.2,8.29,99.76,98.68,99.79,98.45,0.11,99.9,99.55,98.13,27.87,94.2,7.64,82.03,100,100,100,35.93,98.35,79.4,77.41,32.26,16.46,3,5.89,73.94,0.512,1428.67,2790.85,0.735,1739.34,2367.31,10.66,6.97,7.25,68.57,58.53,52.93,53.73,0,3.85,2257.35,2220.29,23.94,2.55,79.06,2.75,0.08,18.02,0.1,25,0.11,11.87,3.31,1.01,44.35,4.27,0.09,100,100,3.53,21.39,41.86
3516200001009,796,2838,7744.00000008,27097.00000048,20.36,54.58,17.61,3.45,3.5,55.39,17.07,44.35,1101.85,2089.04,2.82,11.28,79.37,8.93,7.02,99.31,84.39,99.24,78.52,0.37,82.26,99.51,78.59,36.05,94.58,7.12,83.42,100,100,100,27.83,97.36,83.87,72.95,41.3,26.83,8.49,6.77,70.33,0.552,2101.14,3804.94,0.569,1959.62,3445.98,17.96,9.47,6.77,65.57,65.71,58.2,51.2,0,6.89,3155.24,3100.79,24.7,2.51,77.46,4.77,0.15,17.55,0.07,27,0.2,11.43,5.55,1.01,42.96,8.85,0.12,100,100,3.34,18.67,43.79
3516200001010,656,2553,6624.99999995,26091.99999975,31.07,69.38,16.82,0,3.94,69.19,19.28,40.75,752.93,952.86,1.21,1.45,99.36,15.54,12.13,99.74,99.58,95.26,99.09,0.3,99.62,98.79,98.06,11.17,92.87,9.17,78.03,100,100,100,31.74,96.63,66.61,64.99,24.56,11.38,1.31,5.06,74.6,0.604,1201,1988.66,0.832,1488.77,1788.59,7.19,5.73,9.48,67.53,64.74,60.27,45.49,0,8.62,1694.56,1665.68,25.22,3.77,59.89,6.4,0.11,32.8,0.8,22,0.08,14.27,2.62,1.01,48.2,6.86,0,100,100,3.66,21.39,39.69
3516200001011,670,2149,6797.00000004,22391.00000009,18.34,59.61,25.34,2.38,3.29,50.03,27.12,46.6,1302.33,1895.21,2.54,10.92,99.77,6.73,11.96,100,99.86,99.82,99.86,0,100,99.09,98.72,37.49,94.52,7.05,85.79,100,100,100,20.19,96.7,86.52,84.86,38.72,26.96,6.72,6.55,66.53,0.633,2176.86,3438.33,0.584,1847.96,3161.77,19.82,12.33,7.16,61.77,60.12,55.81,51.35,0,3.55,3003.05,2880.55,24.37,4.66,79.66,3.48,0.05,16.53,0.28,29,0.28,8.66,6.57,0.96,41.96,6.12,0.03,100,100,3.32,28.8,45.83
3516200001012,522,1794,5319.99999996,18487.9999999,15.2,65.42,23.82,3.09,3.48,49.14,23.17,47.64,1606.87,2943.56,4.07,27.48,100,4.82,11.3,99.74,99.84,100,99.06,0,99.75,99.44,99.28,51.04,96.24,5.54,87.89,100,100,100,16.18,97.8,89.89,78.42,55.23,42.4,20.6,8.37,65.04,0.475,2855.41,6010.05,0.43,2121.73,4933,31.9,14.46,8.44,59.55,67.82,63,50.8,0,4.68,4785.82,4619.06,25.36,4.03,87.31,3.73,0.26,8.62,0.08,29,0.33,8.34,7.89,0.95,42.83,8.84,0.31,100,100,3.31,25.75,46.72
3516200001013,878,3160,8797.99999992,31685.99999975,27.33,58.25,23.48,0.86,3.6,58.86,21.39,44.29,918.21,1314.58,1.72,3.87,99.34,10.32,12.78,99.91,99.24,99.28,98.71,0.18,99.15,98.97,98.19,21.8,93.21,9.17,81.78,100,100,100,31.25,96.03,71.39,69.41,27.6,15.92,3.23,5.44,70.85,0.651,1582.13,2431.97,0.763,1687.85,2213.18,10.25,10.53,7.97,65.2,63.75,59.13,48.77,0,5.39,2088.38,2062.56,23.5,3.99,73.59,6.5,0.07,19.77,0.07,26,0.17,11.58,4.9,1,44.34,7.16,0.03,100,100,3.42,22.8,43.51
3516309001001,689,2792,7140.99999992,28373.99999983,56.91,69.73,7.22,0.98,3.97,72.28,19.17,39.93,630.81,788.13,0.97,2.28,90.61,30.43,9.06,99.72,10.23,95.56,7.65,22.88,80.46,98.99,9.57,24.63,89.8,12.09,74.19,100,100,100,51.02,92.06,83.95,53.02,17.77,6.28,0.26,4.39,62.65,0.593,1339.54,2257.41,0.872,1803.2,2067.3,5.93,4.54,22.24,48.71,59.84,53.85,47.46,0,14.08,1950.99,1909.42,45.4,2.67,44.75,5.28,0.04,49.57,0.37,21,0.05,15.74,1.96,1,70.72,21.17,0.09,100,100,3.8,20.53,39.4
3516309001002,752,3013,7598.99999995,30350.99999994,55.56,74.92,5.4,1.92,3.99,69.95,20.74,40.35,591.33,785.45,0.97,2.74,82.66,36.82,9.68,99.15,12.17,92.76,7.42,26.82,70.36,96.77,11.31,21.36,89,14.94,74.22,100,100,100,40.58,91.02,82.45,53.06,17.38,6.13,0.43,4.22,60.95,0.687,1488.74,2168.53,0.874,1796.08,2054.34,5.4,4.53,27.05,44.46,61.72,58.65,42.6,0,15.19,1920.57,1913.41,48.05,2.92,47.46,7.06,0.1,44.94,0.43,21,0.07,14.91,2.63,1.01,69.25,21.36,0.07,100,100,3.85,22.16,39.93
3516309001003,602,2294,6044.00000002,23694.00000001,49.26,70.11,6.88,13.89,3.92,70.21,20.43,39.41,631.27,859.04,1.08,1.58,97.67,32.55,11.27,99.32,37.43,98.28,28.16,13.14,82.53,98.09,37.11,25.98,90.07,11.6,75.39,100,100,100,30.67,92.4,78.92,54.01,23.94,8.06,0.6,4.69,64.85,0.622,1438.55,2313.59,0.835,1743.68,2089.47,8.24,4.88,25.57,48.27,65.46,58.37,40.71,0,10.94,2018.64,1958.79,45.65,3.55,48.46,7.4,0.11,43.91,0.13,21,0.05,14.57,1.87,1,70.78,21.26,0.03,100,100,3.79,21.28,39.1
3516309001004,475,1760,4956.00000003,18578.00000006,47.36,78.34,9.35,2.72,3.75,62.73,23.79,41.95,765.17,1226.93,1.6,11.1,98.58,22.3,9.78,100,62.59,95.42,54.72,10.58,92.55,98.07,61.43,32.41,91.91,11.81,79.87,100,100,100,39.07,93.31,87.17,59.99,30.85,15.68,3.88,5.52,61.72,0.674,1936.4,2874.84,0.789,2112.23,2678.22,18.93,7.8,20.43,49.11,59.41,56.1,41.29,0,9.84,2559.95,2481.43,40.72,3.27,62.12,6.36,0.11,31.07,0.34,24,0.12,12.58,3.54,0.98,61.31,12.24,0.11,100,100,3.67,24.53,41.65
3516309001005,419,1649,4270.00000007,16904.00000029,54.59,68.97,5.69,6.72,3.96,68.93,19.24,40.25,632.42,887.39,1.12,4.19,92.22,34.82,10.47,99.36,26.42,95.09,18,14.43,85.68,96.93,26.27,24.76,87.02,14.21,72.33,100,100,100,45.19,90.92,80.74,55.74,20.96,7.96,0.88,4.43,65.18,0.719,1662.65,2313.9,0.925,2002.11,2165.33,8.35,4.21,26.4,47.98,58.5,53.53,47.08,0,14.46,2180.94,2069.19,44.82,2.97,48.81,5.55,0.35,45.26,0.03,21,0.06,15.01,2.21,1.01,69.89,20.05,0,100,100,3.76,21.93,39.72
3516309001006,432,1622,4224.99999994,15836.99999994,40.15,70.12,16,3.12,3.75,59.93,24.35,42.74,918.21,1293.64,1.69,6.62,99.08,16.94,11.57,99.68,80.69,99.83,77.55,6.17,97.83,99.07,80.21,40.24,92,11.73,79.8,100,100,100,34.28,94.05,85.95,61.73,29.47,13.87,1.26,5.36,65.44,0.616,1926.93,3130.01,0.75,2169.72,2894.17,16.85,6.8,22.15,50.95,60.75,58.5,41.06,0,8.72,2691.86,2628.79,39.45,3.37,60.64,4.43,0.09,34.32,0.51,24,0.13,12.36,3.85,0.96,63.73,14.61,0,100,100,3.63,25.43,42.24
3516408001001,410,1652,4093.00000003,15707.00000005,44.01,74.71,13.4,0.42,3.84,65.11,20.69,42.08,863.12,1123.7,1.45,5.93,100,17.78,12.68,100,91.35,99.75,88.68,5.71,100,96.34,88.53,41.67,93.94,8.42,81.04,100,100,100,35.94,97.76,90.31,67.29,27.55,12.41,0.75,5.35,66.37,0.601,1724,2869.75,0.973,2363.63,2430.13,13.97,6.24,26.67,48.67,70.95,63.74,39.29,0,8.53,2461.02,2424.18,42.2,3.86,54.24,6.54,0.09,39.04,0.09,24,0.09,12.37,2.57,0.99,56.57,12.58,0.44,100,100,3.6,21.92,41.37
3516408001002,525,2073,5138.99999998,19836.99999983,44.75,67.36,12.59,0,3.86,67.33,20.87,41.5,735.49,1032,1.33,6.21,89.8,26.4,9.48,100,64.84,95.87,60.68,17.82,90.96,96.61,63.69,27.36,92.13,11.12,79.09,100,100,100,35.48,95.51,87.67,62.52,29.75,13.82,0.83,5.34,64.37,0.656,1769.25,2696.24,0.824,2068.02,2509.74,12.51,5.42,27.08,46.94,60.72,57.86,38.69,0,7.55,2428.29,2320,44.42,2.78,59.38,4.75,0.05,35.83,0,23,0.1,13.01,3.16,0.98,62.81,18.17,0.04,100,100,3.66,22.15,40.87
3516408001003,893,2722,8676.99999978,25315.99999949,39.56,71.99,15.35,0.77,2.92,64.27,23.49,43.39,1011.18,1438.42,1.9,12.28,99.05,16.12,8,99.31,81.56,98.83,79.31,12.08,98.97,98.49,80.7,47.88,88.92,14.3,79.48,100,100,100,38.02,95.62,87.7,70.18,32.56,16.31,3.05,5.5,63.92,0.75,2325.1,3101.85,0.836,2461.99,2945.38,17.99,8.49,27.39,46.41,54.08,52.87,41.34,0,6.14,2856.27,2794.78,42.11,7.12,64.44,7.31,0.35,27.68,0.22,26,0.21,10.39,5.6,1.08,56.99,15.43,0.42,100,100,3.99,24.45,42.78
3516408001004,1067,3478,10315.99999978,31226.99999953,51.76,72.96,6.19,0.71,3.03,69.32,18.59,41.21,642.75,874.65,1.1,4.06,86.32,30.54,10.25,98.78,40.67,95.6,28.87,11.77,87.6,98.03,36.25,25.16,90.11,15.12,78.43,100,100,100,42.46,95.05,89.39,55.24,24.48,8.87,1.27,4.77,54.46,0.712,1761.29,2474.75,0.854,2062.94,2416.01,9.36,5.26,31.26,37.44,64.41,56.67,41.89,0,12.35,2321.9,2241.47,55.81,5.11,49.82,6.04,0.34,43.53,0.28,23,0.08,12.5,2.35,1.25,66.79,23.31,0.37,100,100,4.3,19.71,40.79
3516408001005,431,1623,4375.00000005,16035.00000029,31.77,77.15,14.28,0.74,3.67,55.43,27.45,46.62,1300.8,2015.42,2.72,11.36,100,11.79,9.88,99.83,87.9,99.4,85.27,6.75,99.57,99.48,87.38,52.11,96.12,6.34,85.16,100,100,100,14.39,93.57,97.25,67.01,46.12,26.28,4.68,6.75,62.63,0.596,2592.16,4350.36,0.777,2906.83,3741.58,21.76,11.61,20.9,49.54,53.6,52.32,31.89,0,4.31,3798.79,3583.37,35.55,3.43,75.13,3.07,1.15,20.36,0.29,27,0.25,10.29,6.38,0.96,41.57,4.68,0.87,100,100,3.52,27.7,45.96
3516507001001,163,568,798.99999996,2725.99999984,12.91,41.65,11.23,0,3.41,47.2,15.09,47.59,818.35,1090.79,1.43,8.06,74.72,14.71,12.3,100,75.93,97.41,73.54,4.13,76.16,96.63,75.17,19.46,86.83,17.72,82.11,100,100,100,40.58,95.13,93.1,59.1,27.67,19.1,3.17,5.05,67.74,0.647,1243.99,1924.15,0.71,1242.33,1749.46,12.22,16.86,6.28,63.49,62.1,54.51,43.85,0,7.55,1716.02,1621.07,20.35,4.15,75.06,0.38,0.22,24.34,0,30,0.45,6.38,9.72,1.07,51.3,15.03,0.18,100,100,3.33,16.07,47.88
3516606001001,472,1612,2304.99999986,7852.99999948,19.08,46.06,11.5,0,3.41,51.42,17.7,47.42,693.25,1293.21,1.71,5.92,74.52,22.65,12.96,99.39,73.35,93.67,71.7,5.91,73.18,95.6,70.52,16.71,87.06,16.42,77.84,100,100,100,42.04,90.35,58.34,70.97,28.26,17.93,5.94,5.09,62.82,0.679,1540.4,2269.89,0.52,1236.46,2376,17.46,19.56,14.99,53.41,70.14,66.93,33.96,0,6.6,2092.93,1975.53,27.71,4.53,61.29,4.61,1.04,32.87,0.18,27,0.32,10.11,8.53,1.03,49.33,16.87,0.06,100,100,3.25,19.8,46.13
3516705001001,1296,4384,12691.99999991,43161.99999962,18.72,49.48,15.85,0.29,3.4,51.3,22.08,47.35,871.38,1603.35,2.13,9.33,89.24,15.13,13.18,99.92,94.48,95.67,88.5,2.06,88.28,94.85,86.42,28.23,89.22,14.38,80.79,100,100,100,33.96,96.01,77.27,76.18,35.71,24.18,7.35,5.87,63.01,0.593,1800,3035.01,0.513,1466.81,2858.38,17.19,17.74,12.56,55.1,62.93,60.85,44.02,0,8.46,2563.79,2494.54,26.77,5.07,67.53,4.54,1.79,25.98,0.16,28,0.32,9.57,8.14,0.97,38.68,10.74,0.36,100,100,3.34,23.8,46.38
