cod_mun,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a11_adensamento,a12_proprio_quit,a13_alugado,a15_moradores,a15z_v005_familia,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a2_agua_rede,a22_energia,a23_esgoto_adeq,a24_duravel,a25_urbano,a26_radio,a27_geladeira,a28_televisao,a29_automovel,a3_agua_dentro,a30_fogao_lenha,a4_esgoto_rede,a5_esgoto_inadeq,a7b_sem_banheiro,b1_alfabetizacao,b10_sem_instrucao,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b3z_v036_igual_0,b4_freq_15a17,b8_superior_comp,c1_participacao,c13_beneficio,c2_desocupacao,c2z_v047_naonulo,c3_ocupacao,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,d7z_filhos_no_sexo_0,e1_nao_natural,e2_migrante_5anos,e3_estrangeiro,e4b_trab_estuda_outro_mun,f1_tamanho_familia
1501600,303,1726,1071,6084,66.01,91.13,0,5.75,5.64,76.89,11.6,43.7,1.03,6.72,0,12.23,10.55,29.04,0.65,0,0.65,0.56,54.62,0,57.89,42.11,50.72,59.59,44.05,100,100,82.2,75.45,49.58,0,39.96,0,39.57,0.4,0,26.22,39.57,0.06,21.02,2.93,1.03,0,27.2,6.36,0.03,0.2,5.59
1501709,2870,17192,10626,61934,75.08,92.58,3.17,5.94,5.83,82.19,12.56,42.62,9.68,7.21,3.91,27.05,31.45,27.35,4.16,0.28,0.95,14.73,62.19,0,79.14,16.96,61.1,45.79,55.6,100,100,82.75,59.94,61.44,0,52.48,0.24,43.4,0.67,1.54,28.67,42.73,0.05,20.66,2.57,1.01,0,4.96,1.64,0.05,0.25,5.73
1501808,1730,11431,5800,38201,85.76,83.93,1.19,6.6,6.37,86.72,6.44,41.65,0.76,6.34,0.34,7.36,12.5,29.79,4.28,0,0,0.53,77.41,0,20.84,78.81,39.11,64.1,31.29,99.93,100,81.62,68.79,23.26,0.07,19.62,0.1,49.72,0.09,0.32,32.89,49.56,0.04,21.58,1.93,1.05,0,2.11,0.74,0.03,0.69,6.2
1501907,745,3884,2806,15735,66.22,91.63,1.18,5.25,5.09,78.07,10.64,42.01,5.52,4.74,0,34.39,8.95,36.17,2.14,0.32,0,0.11,63.04,0,23.77,76.23,51.93,53.97,45.1,100,100,81.1,60.74,47.14,0,32.87,0,46.27,0.04,0.08,30.75,46.23,0.05,21.76,2.47,1.09,0,9.58,1.37,0.02,0.06,5.02
1502004,410,2602,1651,10386,72.74,71.47,4.06,6.38,6.07,83.65,15.35,45.28,6.78,16.29,0.73,61.96,43.31,41.55,4.36,0.97,0,1.88,71.96,0,47.43,51.85,65.71,47.62,55.15,100,100,81.65,59.76,61.5,0,30.31,0,43.3,0.33,2.06,28.1,42.41,0.08,21.76,4.06,1.06,0,6.69,3.77,0,5.48,5.74
1502103,2583,16821,8595,59754,77.31,92.26,0.77,6.43,6.11,86.9,14.11,42.97,3.53,7.74,1.59,34.31,17.53,30.99,3.22,0.16,0.09,5.01,67,1.4,33.15,65.26,70.56,36.16,61.04,100,100,81.53,51.28,66.42,0,51.26,0.05,38.95,0.22,1.43,25.83,38.39,0.06,21.81,2.77,1.01,0,0.85,0.55,0.02,1,5.76
1502202,1159,6616,4492,26650,62,86.18,7.75,5.74,5.59,79.21,15.08,43.19,21.55,14.87,4.03,26.34,13.49,36,7.86,0.6,1.85,8.39,31.52,0,81.43,14.54,66.33,48.54,57.15,99.95,100,82.24,62.74,67.67,0.03,65.05,0.28,44.83,1.02,2.88,29.69,43.54,0.05,20.75,2.58,0.98,0,19.37,7.43,0.13,1.07,5.45
1502301,1199,6638,4465,25565,61.41,88.2,3,5.52,5.37,76.62,7.83,40.43,3.18,3.78,0.09,31.04,20.83,28.76,1.68,0,0.4,0.34,34.33,0,36.93,62.98,43.28,61.4,37.45,100,100,79.55,67.21,37.8,0,34.28,0,50.05,0,0.38,32.16,49.86,0.04,23.74,2.1,1.13,0,49.15,19.62,0.04,0.8,5.3
1502400,1650,9530,6449,37910,63.92,78.23,11.58,5.72,5.63,78.12,12.99,42.37,21.32,18.69,6.53,49.03,11.61,52.89,10.51,6.7,3.15,16.25,21.41,0,74.21,19.26,67.55,38.1,59.18,100,100,82.43,56.58,73.57,0,56.34,0.33,40.27,1.06,1.14,26.97,39.81,0.06,20.77,2.61,1.01,0,37.14,20.7,0.37,1.99,5.44
1502509,909,5080,3494,20764,67.37,81.25,0.66,5.59,5.51,79.79,9.06,42.82,0.43,3.86,0.52,68.43,2.26,37.89,4.12,0.11,0.23,2.15,92.96,0,58.21,41.27,56.75,50.13,45.73,99.96,100,82.09,46.08,23.69,0.02,15.71,0.11,43.64,0.3,0.81,29.01,43.28,0.05,21.14,2.23,1.09,0,3.42,1.37,0,3.54,5.46
1502608,281,1610,1076,6339,70.91,97.4,0.56,5.7,5.41,76.48,13.57,45.63,8.18,6.6,0,77.6,17.66,19.14,1.86,0.37,0,3.07,61.25,0,93.31,6.69,69.91,40.49,65.27,100,100,81.86,52.04,75.97,0,51.15,0,38.17,0.33,1.9,25.75,37.44,0.08,21.75,3.49,1.01,0,3.98,2.01,0.06,7.67,5.32
1502707,1363,7144,5169,28953,65.12,70.23,5.49,5.18,4.86,72.62,12.18,40.77,3.17,1.68,0.25,33.88,23.52,23.1,2.42,0,0.56,2.79,84.31,0,18.79,80.96,42.7,59.35,37.7,99.97,100,81.74,78.42,36.13,0.02,22.11,0.08,49.58,0.02,1.31,33.53,48.93,0.04,21.56,1.76,1.19,0,66.64,47.38,0.08,0.21,4.87
1502806,449,2872,1580,10572,88.99,69.81,1.08,6.46,6.22,87.42,5.96,40.67,0.89,2.09,0,28.48,12.28,29.94,3.42,0,0,0,78.67,0,38.16,61.84,38.62,66.58,29.95,99.95,100,81.02,63.01,25.5,0.04,12.13,0,50.53,0.26,0.11,33.38,50.47,0.05,22.28,2.19,1.08,0,3.93,1.42,0,0.67,5.94
1502905,1056,5963,3868,22537,70.84,93.72,1.68,5.66,5.42,77.55,19.7,46.54,4.58,7.47,0.62,39.63,35.99,23.63,2.69,0.1,0.1,0.88,54.78,0,97.16,2.22,79.22,27.26,72.15,100,100,82.89,48.72,79.33,0,54.93,0.04,53.59,0.78,0.64,36.14,53.24,0.09,20.29,4.19,1.01,0,5.32,2.37,0,9.41,5.16
1503002,453,2857,1518,10054,73.12,95.13,0.92,6.31,5.83,83.12,18.17,44.78,8.23,18.12,0,61.99,40.58,25.63,5.53,0,0,0.46,91.9,0,75.96,24.04,71.72,35.24,61.96,100,100,83.07,49.08,62.2,0.04,40.91,0,40.17,0,4.28,26.94,38.45,0.06,20.14,2.7,1.01,0,9.02,3.17,0,4.71,5.46
1503101,628,3741,2180,13971,68.07,97.34,0.28,6.06,5.68,79.98,10.18,42,5.28,3.49,0.09,40.37,6.74,28.94,2.02,0,0,3.9,87.71,0,26.01,73.9,34.92,77.94,26.8,100,100,81,70.15,16.48,0,10.37,0,43.87,0.02,0.84,28.1,43.5,0.05,22.91,2.42,1.06,0,3.44,1.36,0,1.34,5.63
1503200,784,4209,2936,15966,68.66,88.39,2.45,5.36,5.25,73.11,12.56,44.22,16.28,9.84,6.78,19.11,31.34,33.28,4.67,0.75,1.06,15.67,51.19,0,64.92,28.3,57.41,55.91,52.17,100,100,81.59,66.84,62.74,0,51.7,0.26,37.09,0.93,0.84,24.56,36.78,0.06,21.74,2.77,1.05,0,15.21,3.32,0.06,1.08,5.22
1503309,1206,8497,4345,31228,79.29,81.47,2.32,7.02,6.38,87.86,10.36,42.59,3.68,5.82,0.9,23.64,23.13,38.32,2.92,1.4,0,3.75,77.77,0,66.17,32.93,59.68,49.41,50.04,99.96,100,81.03,63.03,58.41,0.04,36.45,0.04,37.29,0.15,0.99,24.2,36.92,0.06,22.5,2.71,1.03,0,3.19,1.51,0,1.35,5.99
1503408,297,1885,1023,6610,67.35,83.48,0.29,6.44,5.99,80.38,8.17,44.29,3.03,6.94,0,85.43,5.96,57.48,4.99,0,0.29,0.98,60.51,0,37.05,62.95,64.31,42.39,58.01,100,100,81.89,58.86,70.57,0,43.3,0,81.24,0.14,0.2,53.13,81.08,0.08,21.99,3.66,1.07,0,12.01,4.03,0.68,1.87,5.83
1503507,1637,9277,5859,33393,72.86,89.52,1.83,5.64,5.42,81.64,9.41,41.73,2.18,5.58,0.26,28.81,4.25,32.67,2.76,0.05,0.26,2.17,39.44,0,30.36,69.38,50.93,54.3,43.36,100,100,79.8,69.97,46.62,0,35.01,0.16,45.72,0.13,0.6,29.97,45.45,0.05,23.48,2.36,1.07,0,32.15,17.91,0.03,1.46,5.24
1503606,524,3255,2027,12690,64.68,94.67,1.53,5.63,5.43,72.76,12.06,39.85,0.99,12.33,0.69,10.21,30.49,30.59,6.66,0.2,0,0.69,82.09,0,48.94,50.37,49.89,54.52,43.17,100,100,82.86,60.05,39.23,0,35.29,0.68,49.82,0.11,0.55,34.43,49.54,0.04,20.53,1.55,1.26,0,12.36,7.05,0.24,0.25,5.11
1503705,308,1258,1168,5346,52.65,84.88,1.2,4.07,3.93,55.61,9.15,42.67,0,3.25,0.34,6.76,24.74,8.99,1.8,0,0,0.34,89.64,0,5.99,93.66,50.6,52.09,42.95,100,100,84.98,81.9,17.93,0,26.72,0,54.53,0,3.06,39.17,52.86,0.05,17.51,2.01,1.55,0,34.79,7.87,0,0,3.99
1503804,127,506,487,2219,49.49,95.89,0,4.14,3.95,63.04,10.51,41.16,0,4.93,0,18.28,22.59,23.61,5.54,0,0,0,88.5,0,38.6,61.4,53.32,52.11,47.71,100,100,82.56,68.09,42.23,0,27.03,0,40.92,0.33,6.5,27.72,38.26,0.05,20.23,2.21,1.14,0,40.65,8.79,0,0,4.08
1503903,753,5179,2697,18684,80.9,91.88,0.74,6.77,6.01,87.39,15.36,43.95,1.37,2.93,0.15,37.12,17.13,23.25,4.45,0,0,0.74,88.65,0,66.52,33.33,65.66,42.81,53.86,99.92,100,81.52,53.89,60.9,0.09,40.34,0.14,50.53,0,0.49,32.88,50.28,0.05,21.72,2.56,1.03,0,3.18,1.5,0.08,0.67,5.71
1504000,407,2811,1442,10074,80.03,89.25,0.97,6.89,6.58,89.31,7.78,42.36,2.84,4.58,0.21,57.49,9.36,38.7,3.33,0.28,0,2.57,82.18,0,40.36,59.43,56.99,47.4,47,99.88,100,81.5,54.04,47.73,0,31.75,0,40.89,0.11,0.26,26.78,40.79,0.04,22.21,2,1.07,0,5.78,2.08,0,8.77,6.11
1504109,249,1344,893,5058,65.17,95.52,1.57,5.46,5.1,77.34,18.85,44.1,5.82,0,0,65.4,42.89,21.95,2.35,0,0.34,0,45.58,0,94.4,5.6,74.18,37.77,61.78,100,100,83.97,64.29,79.78,0,66.1,0,43,0.2,0.27,29.22,42.89,0.04,19.36,2.02,1,0,3.46,1.04,0,5.76,5.06
1504208,1158,6054,4494,24474,54.49,59.46,12.26,5.07,4.76,67.97,16.75,40.87,4.96,24.68,3.81,27.01,55.67,38.01,10.15,0.16,0.69,8.19,45.13,0,41.03,55.16,52.1,62.46,48.87,100,100,83.91,69.03,65.74,0,53.74,0.39,49.3,0.08,4.59,34.88,47.04,0.04,18.82,1.68,1.21,0,47.29,17.28,0.16,0.55,4.86
1504307,944,5116,3187,18089,68.97,93.63,1.63,5.41,5.26,76.57,16.62,43.56,6.93,3.51,0.56,14.9,35.52,16.6,2.17,0.22,0.09,2.13,49.01,0,90.46,8.97,67.52,46.2,59.44,100,100,82.19,64.43,77.35,0,53.29,0,41.5,0.12,0.08,27.55,41.47,0.05,21.16,2.38,1.03,0,3.28,1.41,0,1.76,5.13
1504406,832,4493,2970,16922,68.11,87.54,2.63,5.42,5.2,76.9,17.76,44.7,6.6,3.43,0,18.22,36.26,20.13,2.05,0.1,0.13,1.65,52.19,0,92.93,7.07,72.18,37.78,63.5,100,100,82.89,56.73,74.52,0,61.58,0,45.14,0.51,0.78,30.27,44.79,0.07,20.29,3.12,1.05,0,6.95,3.77,0.02,3.98,4.97
1504505,284,1795,974,6103,76.18,92.92,0,6.29,5.73,85.88,7.84,41.32,4.41,4,0,16.32,5.75,33.26,1.13,0,0,3.59,94.66,0,28.23,71.77,28.77,81.49,21.75,100,100,79.76,74.39,17.9,0,12,0,52.5,0.1,0.29,34.18,52.35,0.06,23.5,2.73,1.1,0,14.88,5.71,0,0,5.44
1504604,415,2421,1392,9087,66.74,82.54,2.66,5.85,5.43,78.33,14.19,43.3,0.65,7.69,0,69.83,23.99,32.18,4.96,0.43,0.5,0,76.01,0,28.23,71.77,79.48,26.59,72.1,100,100,82.33,39.74,73.58,0,63.02,0.58,39.82,0.19,0.2,27.15,39.74,0.05,20.77,2.41,0.99,0,10.38,4.31,0.06,0.83,5.24
1504703,756,4911,2852,18035,72.9,94.11,0.49,6.39,6.04,83.35,7.46,42.94,1.51,5.15,0.35,72.05,5.01,39.48,2.42,0.28,0.14,0.74,61.54,0,40.15,59.5,50.88,54.54,41.13,99.75,99.78,81.52,67.35,44.01,0.24,31.84,0.07,42.91,0.07,0.08,28.39,42.88,0.05,21.41,2.34,1.12,0,7.7,2.57,0.02,0.09,5.92
1504802,1226,7846,4441,28379,77.48,86.87,2.61,6.41,6.11,84.21,14.71,43.24,8.92,10.22,1.76,26.01,20.65,29.02,3.74,0.07,0.25,9.59,83.47,0,40.78,57.46,61.44,48.28,54.05,100,99.95,80.55,67.34,68.2,0.23,55.56,0.07,41.2,0.19,1.25,26.54,40.68,0.05,22.9,2.31,1.07,0,8.4,1.94,0.31,1.66,5.89
1504901,600,4047,2171,14985,77.8,54.44,0.18,6.65,6.36,85,6.75,42.34,4.01,8.75,3.09,40.95,7.14,45.23,5.11,1.57,0.18,4.56,84.75,0,59.56,37.36,63.78,41.74,51.12,100,100,81.9,47.49,51.33,0,42.22,0.38,41.98,0.23,0.19,27.39,41.89,0.05,21.89,2.54,1.07,0,4,1.21,0.12,1.02,6.14
1505007,441,2472,1515,8235,59.34,85.08,4.03,5.49,5.57,71.18,12.59,43.81,10.83,5.54,0.26,16.17,34.52,31.49,3.37,0.26,0.73,7.85,41.78,0,71.82,27.92,67.68,37.79,62.27,100,100,81.32,55.83,63.58,0,46.87,0,40.93,0.53,0.89,27.3,40.57,0.05,21.34,2.25,1.06,0,19.91,5.51,0.43,2.75,5.43
1505106,1138,7449,4152,26426,75.55,88.1,4.34,6.47,6.23,85.97,18.68,44.29,13.97,9.44,4.34,35.43,32.27,36.54,7.27,0,0.1,11.32,85.55,0,61.25,34.42,74.06,32.68,62.22,100,100,81.22,47.47,65.35,0,50.84,0.1,46.68,0.3,2.02,30.35,45.74,0.06,22.19,2.82,1.02,0,8.33,3.87,0.03,0.68,5.89
1505205,495,3216,1555,10768,91.06,51.96,0.9,6.54,6.18,88.91,8.26,41.04,5.4,2.83,0.45,60.06,10.8,24.12,2.12,0,0,4.69,91.64,0,14.15,85.4,50.95,64.26,43.99,100,100,81.45,68.61,49.66,0,41.42,0,42.47,0.24,0,28.12,42.47,0.06,21.72,2.68,1.12,0,19.48,6.65,0,0,5.98
1505304,831,4970,3009,18994,69.13,88.17,3.09,5.97,5.65,81.36,15.1,43.98,14.19,9.17,2.53,18.84,32.27,24.86,5.42,0,0.4,5.72,91.89,0,62.61,34.86,59.51,50.39,50.46,99.72,99.55,82.51,59.2,58.22,0.73,49.89,0.13,42.5,0.1,0.56,28.29,42.26,0.06,20.46,2.84,1.01,0,8.09,2.02,0.21,0.48,5.44
1505403,1297,7063,4728,27644,58.52,87.42,1.02,5.46,5.25,77.53,7.89,40.32,2.5,2.79,0.4,33.48,9.43,27.41,1.99,0,0.17,1.65,50.53,0,43.89,55.71,41.82,61.44,35.61,100,100,79.83,75.62,39.05,0,33.65,0.14,47.88,0.22,0.13,30.99,47.81,0.04,23.27,1.94,1.1,0,34.58,13.79,0.04,0.7,5.15
1505502,681,3954,2456,14697,52.73,60.87,1.91,5.53,5.22,70.75,4.76,38.54,7.29,7.41,1.47,29.85,10.95,35.59,5.13,0.29,4.15,2.93,57.13,0,22.39,76.14,44.64,63.42,38,100,99.78,81.39,70.77,31.03,1.25,21.12,0.49,53.34,0.11,0.24,36.78,53.21,0.02,20.63,0.91,1.37,0,80.98,69.66,0.19,1.01,5.09
1505601,308,1823,1071,6136,67.51,77.5,0.84,5.93,5.85,79.23,8.61,42.56,5.51,5.88,0.56,15.31,26.8,34.27,4.2,0,1.31,3.55,66.39,0,81.61,17.83,59.86,48.15,52.4,100,100,83.2,62.2,55.34,0,54.23,0.21,41.56,0.62,0.54,27.28,41.34,0.04,20.2,1.75,1.07,0,15.66,5.11,0,1.28,5.78
1505700,490,2990,1777,10998,66.74,77.38,1.58,6.08,5.88,82.93,11.33,43.93,2.87,8.95,1.46,48.68,17.33,43.73,2.76,0.39,0.17,9.51,70.4,0,39.28,59.26,62.02,49.4,52.7,100,100,81.91,53.56,54.32,0,58.37,0.6,38.76,0.35,5.04,25.97,36.8,0.06,21.41,3.01,1.09,0,5.26,2.33,0.14,0.95,5.66
1505809,701,3918,2675,16411,81.87,81.79,4.26,5.64,5.32,85.25,9.8,39.9,5.27,7.25,0.82,48.75,30.73,28.15,6.06,0,0,14.28,67.4,0,45.83,53.35,26.07,80.93,20.64,100,100,79.96,78.11,15.2,0,9.73,0.23,53.69,0.05,0.33,35.34,53.51,0.05,23.18,2.21,1.1,0,12.01,3.46,0.12,0.29,5.2
1505908,372,2033,1292,7523,68.81,85.6,0.54,5.49,5.36,81.92,7.84,38.91,4.88,7.51,0.62,8.98,15.25,27.01,2.94,0,0.31,3.56,83.2,0,59.29,40.09,33.1,80.31,26.12,100,99.87,78.64,69.1,20.48,0.05,22.94,0.18,43.44,0.09,1.28,27.02,42.88,0.03,25.75,1.66,1.1,0,14.26,4.61,0.11,1.12,5.2
1506005,503,3349,1826,12304,84.94,93.15,0.16,6.65,6.42,87.29,8.9,40.79,4.49,3.01,0.44,70.97,13.03,27.22,3.56,0,0,3.34,88.61,0,40.69,58.87,60.87,39.05,45.16,100,100,78.32,49.6,30.7,0,25.11,0,44.41,0,0,27.32,44.41,0.03,26.06,1.81,1.08,0,13.2,5.85,0,0,6.21
1506104,1039,5519,3776,21512,63.77,92.27,0.95,5.39,5.26,77.24,13.09,44,1.77,6.59,0.11,15.2,31.36,17,1.83,0,0.11,2.25,45.34,0,70.07,29.82,48.67,60.95,41.7,100,100,82.36,79.05,56.73,0,39.8,0,46.4,0.27,1.47,30.7,45.72,0.06,21.14,2.64,1.04,0,7.94,3.77,0,5.62,5.06
1506203,433,2307,1658,9651,49.58,83.35,5.79,5.32,5.15,77.71,14.67,43.98,22.44,16.16,5.67,24.37,66.95,25.15,9.83,1.99,1.87,8.5,33.11,0,73.46,20.87,66.49,45.23,58.25,100,100,82.5,61.27,65.28,0,62.23,0.12,41.18,0.6,3.78,27.68,39.62,0.07,20.6,3.15,1.02,0,15.52,9.54,0.07,6.69,4.97
1506302,422,2377,1643,9127,62.08,89.53,1.58,5.64,5.32,79.07,16.78,46.21,7.06,8.52,1.22,20.88,55.69,34.63,4.99,0.3,1.28,2.98,41.51,0,91.17,7.61,70.03,37.09,62.11,100,100,83.23,57.74,73.05,0,45.66,0.3,41.06,0.36,2.49,27.71,40.04,0.08,21.15,3.67,1.01,0,3.64,1.24,0,7.74,5.22
1506401,195,1452,667,5258,73.46,67.62,0,7.36,6.61,88.29,11.13,43.99,0,10.79,0,67.17,10.34,38.53,9,0,0,0,85.46,0,67.17,32.83,63.98,43.92,51.77,100,100,80.96,59.55,62.51,0,35.82,0,38.62,0.56,1.3,24.95,38.12,0.04,23.16,2.04,1.02,0,4.74,1.41,0,10,6.1
1506500,791,4167,2841,15848,61.65,78.53,7.67,5.24,5.11,73.76,11.81,43.58,7.32,14.82,2.92,16.58,30.45,45.76,9.29,3.98,3.2,6.79,19.71,0,79.23,17.85,65.78,42.71,58.66,100,100,80.74,59.4,67.06,0.14,51.49,0.37,41.96,1,3.2,28.15,40.62,0.08,22.01,3.82,1.05,0,25.61,9.32,2.98,1.98,4.92
1506609,447,2601,1730,9927,69.71,93.58,1.5,5.78,5.7,80.86,9.83,43.32,8.32,9.6,0.92,8.15,30.81,38.55,4.91,0.4,2.2,7.46,35.14,0,68.96,30.12,60.42,49.91,53.39,100,100,80.16,68.25,59.99,0,45.07,0.12,43.93,0.23,1.2,28.44,43.4,0.06,22.8,2.71,1.07,0,28.2,9.11,0.11,3.85,5.68
1506708,645,2268,1943,9085,45.14,58.78,1.49,3.9,3.65,50.51,6.69,36.68,3.81,5.15,0.36,46.22,15.7,12.76,1.96,0.15,1.03,4.89,92.85,0,4.84,94.8,25.54,82.88,23.41,100,100,85.04,85.19,24.22,0,24.77,0,52.05,0.62,0.23,37.93,51.93,0.04,17.91,1.58,1.37,0,50.64,28.86,0,1.65,3.82
1506807,5649,36691,20643,135215,73.86,79.89,9.96,6.44,6.18,83.77,16.55,43.11,15.98,12.91,3.01,38.47,44.38,44.54,7.3,0.29,1.21,6.27,62.8,0,79.17,17.82,69.85,39.47,59.49,99.97,100,81.83,56.96,70.35,0.1,60.48,0.34,45.35,0.3,1.33,29.5,44.75,0.05,21.86,2.49,1,0,14.89,3.96,0.14,0.36,5.87
1506906,195,1394,669,3991,84.45,98.21,0.45,6.91,6.66,91.06,10.02,42.98,2.39,6.43,0,0.9,18.09,14.2,1.94,0,0,0.45,70.1,0,95.37,4.63,64.6,40.76,55.49,100,100,81.91,60.18,65.94,0,47.59,0,43.48,0,0.26,28.51,43.37,0.03,21.27,1.65,1.06,0,12.35,3.98,0.08,3.07,6.42
1507003,500,3145,1748,10919,69.05,91.65,1.95,6.25,5.94,83.15,12.46,44.18,6.29,6.06,0.86,29.46,25.4,37.41,5.21,0.74,0.69,1.49,44.45,0,93.08,6.06,52.22,52.53,51.26,100,100,82.34,71.81,73.99,0,46.42,0.24,40.52,0.27,0.86,27.81,40.17,0.07,20.55,3.02,1.09,0,11.13,4.7,1.09,4.64,5.71
1507102,660,4029,2315,14229,73.69,95.16,1.47,6.09,5.56,80.74,16.16,44.56,3.07,4.71,0,77.54,31.06,21.47,1.99,0,0.22,7.43,51.88,0,97.71,2.29,74.47,34.34,66.64,100,100,81.95,53.35,70.98,0,51.95,0,43.56,0.61,0.5,29.67,43.35,0.06,20.92,2.63,1.01,0,4.62,1.47,0.04,6.56,5.31
1507201,1370,7819,5165,29786,72.37,88.11,1.65,5.64,5.31,78.4,8.23,40.48,1.34,2.52,0.29,54.75,2.25,33.88,2.32,0.15,0.72,1.8,61.61,0,28,71.71,43.04,60.41,35.72,100,100,80.7,70.71,36.27,0,20.93,0.08,48.68,0.04,0.16,32.57,48.6,0.05,22.62,2.14,1.16,0,33.14,22.3,0.01,1.37,5.15
1507300,103,602,403,2332,75.43,89.33,2.73,5.61,4.87,84.05,7.34,39.51,0,6.45,0,77.17,34.24,38.71,0.74,0,0,0,90.82,0,20.1,79.9,34.42,61.78,24.73,100,100,80.45,68.52,52.51,0,32.22,0,42.82,0.4,0.62,27.62,42.55,0.03,23.04,1.29,1.18,0,18.01,5.56,0,0.83,4.76
1507409,335,1857,1240,6827,58.06,83.06,0,5.47,5.42,76.2,8.55,42.51,4.11,10.48,1.21,2.82,20.08,42.5,3.63,0.81,0.56,4.11,42.58,0,83.31,15.48,57.11,51.36,50.7,100,100,82.74,65.79,70.68,0,49.77,0.16,41.47,0.37,0,27.85,41.47,0.07,20.54,3.13,1.1,0,22.02,6.36,0.32,2.09,5.26
1507508,827,3685,3268,15322,49.42,98.04,0.34,4.46,4.37,71.17,9.35,38.5,0,1.19,0,7.19,10.71,12,0.7,0,0.09,0,94.49,0,13.4,86.6,19.97,80.71,16.45,100,100,82.51,86.49,17.86,0,9.77,0,47.55,0.06,0.44,32.59,47.34,0.04,20.71,1.54,1.18,0,55.91,33.58,0.03,0,4.4
1507607,867,5243,3008,17452,72.51,91.69,2.29,5.98,5.58,81.77,12.67,43.32,2.79,4.26,0.66,38.3,11.9,44.98,3.29,0.23,0.47,1.53,44.51,0,47.07,52.26,58.81,47.12,50.51,100,100,82.29,58.76,54.89,0,40.52,0.1,46.57,0.21,0.61,31.03,46.29,0.06,20.71,2.55,1.02,0,12.54,4.86,0.05,0.54,5.38
1507706,449,2854,1787,11409,81.03,73.36,3.97,6.4,6.03,85.11,7.17,41.83,0.78,6.72,0.22,60.83,15.56,36.77,3.08,0.17,0.17,0.56,84.16,0,51.65,48.13,64.35,53.88,54.28,100,100,82.67,53.48,43.96,0,36.38,0,37.21,0.33,0.56,24.9,37,0.04,21.31,2.06,1.05,0,6.48,3.07,0,0.08,5.97
1507805,151,911,528,2971,75.76,85.98,8.33,5.92,5.72,81.69,6.17,41.06,1.7,6.25,0,19.32,9.85,26.14,2.46,0,0.57,1.14,67.23,0,47.92,52.08,54.71,47.6,44.16,100,100,81.86,57.29,63.34,0,40.21,0,43.38,0,0,28.48,43.38,0.04,21.61,1.79,1.13,0,29.01,9.1,0,1.37,5.52
1507904,617,3862,2150,13787,54.33,62.28,8.47,6.15,5.7,79.01,17.26,45.2,19.4,16,8.09,75.77,71.02,50.56,9.3,0.56,1.02,17.35,44.14,0,85.72,6.19,70.6,37.36,65.23,99.96,100,82.82,45.15,73.49,0.03,51.75,0.54,37.24,0.71,1.78,24.9,36.58,0.07,20.53,3.28,1.06,0,6.63,2.14,0.1,1.05,5.44
1508001,1169,6109,4524,24132,67.44,52.65,6.48,5.13,5.01,74.58,7.99,37.51,5.75,8.49,2.32,44.89,8.86,36.54,9.77,0.46,2.48,14.79,53.87,0,39.1,58.58,59.09,57.28,53.13,99.87,100,81.2,56.95,50.13,0.09,28.21,1.13,56.16,0.1,0.71,37.95,55.76,0.03,22.17,1.41,1.19,0,56.97,32.25,5.27,1.22,4.83
1508100,488,2887,1610,9921,63.23,83.85,8.39,5.85,5.68,82.23,9.22,40.85,7.39,25.09,0,74.16,54.6,28.45,5.65,0,0,0.37,44.47,0,76.15,23.85,69.12,37.16,61.86,100,100,80.45,57.65,66.61,0.11,44.68,0.12,42.09,0.14,1.95,27.44,41.27,0.04,23.13,1.96,1.15,0,45.1,10.61,0,4.48,5.49
1508209,924,5210,3291,19261,71.22,88.73,5.41,5.65,5.29,78.17,16.93,45.18,12.09,14.46,2.28,48.95,57.52,27.44,3.56,1.12,0.21,10.82,41.48,0,94.14,3.59,71.02,35.65,64.98,100,100,82.54,54.46,75.37,0,57.38,0.23,37.08,0.8,2.46,25.07,36.16,0.07,20.45,3.31,1.02,0,7.46,3.28,0.02,2.61,5.14
1508308,1581,8644,5902,33014,72.86,98.17,0.76,5.48,5.34,82.01,9.81,41.49,0.24,2.1,0,12.17,13.33,17.54,2.24,0,0,3.2,74.04,0,88.5,11.5,50.57,55.12,46.1,100,100,81.38,75.06,52.44,0,37.79,0.04,46.36,0.08,1.33,30.18,45.75,0.05,22.11,2.4,1.05,0,9.92,4.29,0.01,0.38,5.3
1600105,423,2726,1526,10377,71.29,83.29,0.59,6.31,5.88,85.45,10.33,41.26,4.13,14.42,2.36,67.5,23.07,31.91,4.46,0,0,4.13,67.37,0,66.51,31.13,56.83,58.12,51.14,100,100,79.11,77.13,59.18,0,38.45,0,40.46,0,0.5,25.31,40.26,0.04,24.4,1.95,1.07,0,9.91,1.96,0.24,1.43,5.53
