cod_mun,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a11_adensamento,a12_proprio_quit,a13_alugado,a15_moradores,a15z_v005_familia,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a2_agua_rede,a22_energia,a23_esgoto_adeq,a24_duravel,a25_urbano,a26_radio,a27_geladeira,a28_televisao,a29_automovel,a3_agua_dentro,a30_fogao_lenha,a4_esgoto_rede,a5_esgoto_inadeq,a7b_sem_banheiro,b1_alfabetizacao,b10_sem_instrucao,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b3z_v036_igual_0,b4_freq_15a17,b8_superior_comp,c1_participacao,c13_beneficio,c2_desocupacao,c2z_v047_naonulo,c3_ocupacao,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,d7z_filhos_no_sexo_0,e1_nao_natural,e2_migrante_5anos,e3_estrangeiro,e4b_trab_estuda_outro_mun,f1_tamanho_familia
3152303,420,2441,1652,9746,47.03,57.2,1.57,5.87,5.88,75.3,12.71,45.22,12.71,13.38,7.51,56.96,18.58,32.81,2.06,2.48,1.94,11.56,94.61,4.78,30.08,62.41,64.34,44.36,58.74,100,100,83.78,49.7,67.99,0,31.56,0.21,39.38,0.26,0.55,26.33,39.17,0.06,20.03,2.89,1,0,0.58,0.05,0,1.59,5.8
3152402,680,3792,2729,15666,53.9,40.38,5.97,5.61,5.54,75.45,18.51,44.79,7.26,15.17,3.15,66.07,22.43,26.31,2.09,0,2.78,3.74,93.92,0,20.78,76.07,42.52,75.84,37.1,100,100,83.94,73.79,47.37,0,33.72,0.06,44.37,0.24,0.95,30.24,43.95,0.06,19.3,2.62,0.97,0,12.64,5.52,0.03,1.23,5.45
3152501,1899,10122,7035,38072,41.89,59.52,21.72,5.25,5.1,65.78,16.6,45.32,55.59,63.04,42.57,86.54,78.45,68.13,26.15,35.24,11.25,48.12,44.78,37.67,38.98,18.45,77.68,30.11,73.45,100,100,87.59,43.45,74.69,0,51.41,3.25,42.57,1.66,1.76,31.43,41.82,0.09,15.29,3.71,1.01,0,31.13,13.92,0.3,1.13,5.09
3152600,327,1897,1136,6353,39.88,71.04,5.19,5.74,5.61,74.33,11.05,46,21.13,33.8,13.73,70.95,33.89,63.73,9.42,12.32,10.21,35.12,89.7,7.39,33.27,52.99,73.62,35.47,70.88,100,100,85.58,43.24,69.01,0,28.73,0.34,40.44,0.97,1.73,28.14,39.74,0.07,17.53,3.04,1.04,0,13.35,3.53,0.25,5.88,5.59
3152709,350,1795,1245,6514,35.26,70.28,5.06,5.16,4.99,65.01,17.47,48.1,27.63,32.13,18.47,95.98,46.02,57.51,5.7,7.63,3.05,26.43,94.62,17.43,9.08,72.45,79.25,30.32,69.87,100,100,85.49,34.89,61.23,0,35.71,0.32,38.17,3.09,2.11,26.96,37.36,0.08,16.9,3.41,1.01,0,13.34,3.52,0.11,1.17,4.92
3152808,950,5142,3466,18501,43.85,55.94,7.65,5.31,5.2,70.95,10.72,42.88,28.56,26.69,13.68,69.04,43.34,62.9,12.49,8.34,6.75,29.89,85.37,12.38,21.7,64.63,69.05,37.34,65.21,100,100,85.49,51.65,57.77,0,32.89,0.52,42.21,0.15,0.34,30.11,42.06,0.06,16.92,2.67,1.1,0,12.45,6.33,0,0.25,5.09
3152907,907,4555,3316,17199,47.68,50.12,22.74,5.01,4.94,73,11.44,43.13,65.8,62.73,35.83,98.64,59.35,65.38,20.3,16.92,7.51,44.48,57.99,25.81,56.79,7.39,78,33.92,74.77,100,100,85.31,48.73,74.99,0,45.51,1.21,40.31,1.1,1.25,28.28,39.8,0.05,17.63,2.3,1.04,0,41.89,13.55,0.15,1.05,4.91
3153004,187,952,666,3359,39.64,66.97,4.5,4.96,4.71,66.28,14.1,46.11,30.93,28.08,3.75,87.54,32.28,33.78,0.6,1.2,5.11,12.91,100,0,26.88,69.37,58.18,50.81,52.49,100,100,87.35,72,67.09,0,31.93,0,40.61,0.17,0.31,29.18,40.49,0.1,16.05,4.35,1.1,0,14.92,6.85,0,0,4.69
3153103,331,1880,1368,8071,34.87,55.99,1.32,5.69,5.67,74.89,13.69,45.68,7.53,14.84,4.46,53,9.87,31.14,1.61,2.7,3.44,16.15,97.66,4.02,50.22,45.32,56.11,52.3,54.18,100,100,82.96,56.48,69.15,0.12,37.45,0,36.3,0.07,0,24.27,36.3,0.07,20.71,3.2,0.99,0,0.15,0,0,1,5.5
3153202,312,1731,1122,6173,42.78,57.4,2.23,5.54,5.47,72.54,17.89,44.73,4.46,6.51,3.3,81.73,11.41,25.76,1.96,0.36,2.76,5.79,98.4,0,12.3,84.4,46.99,62.8,44.89,100,100,83.07,79.27,51.68,0,25.35,0,45.09,0,1.33,30.36,44.49,0.06,19.97,2.79,1.04,0,15.91,6.51,0,1.75,5.39
3153301,118,606,417,2395,58.03,79.86,2.64,5.06,4.91,70.82,17.34,45.79,25.18,0,0,60.67,38.61,30.46,1.2,0,4.8,9.59,99.04,0,25.66,74.34,55.62,54.78,51.29,100,100,82.55,69.28,65.25,0,32.8,0,40.43,0.72,1.79,28.06,39.71,0.09,20.54,3.97,0.9,0,8.14,2.07,0.21,8.66,4.88
3153400,1320,7465,5073,27250,52.02,60.77,1.26,5.51,5.54,74.63,13,40.65,4.81,5.01,1.62,56.04,11.33,44.12,0.77,0.61,2.23,7.75,97.42,0,12.89,85.49,50.53,61.42,45.86,100,99.95,83.08,80.73,49.87,0.02,23.51,0.11,43.68,0.06,0.05,29.31,43.66,0.04,19.94,1.86,1.1,0,11.42,6.37,0,1,5.36
3153509,311,1441,1190,6055,35.21,30.34,17.65,4.7,4.65,70.53,10.24,45.02,9.5,42.52,6.97,90.67,39.66,44.29,7.39,9.5,4.2,24.54,81.93,6.97,34.79,58.24,54.17,56.49,48.62,100,100,86.49,46.76,57.17,0,47.98,0.71,42.21,0.92,0.16,30.29,42.14,0.09,16.96,3.72,1.03,0,21.07,9.49,0,1.39,4.6
3153608,177,941,664,3578,53.77,44.58,16.57,5.21,5.3,63.95,14.22,43,22.44,37.2,7.08,82.23,57.53,53.92,8.28,9.19,3.64,10.84,81.02,0,60.99,31.93,71.32,40.95,64.34,100,100,83.4,61.94,74.34,0,40.15,0.33,37.62,1,1.22,25.13,37.15,0.06,20.08,2.97,1.08,0,41.53,18.21,0,9.67,5.05
3153707,191,872,830,4056,36.63,55.42,6.87,4.64,4.6,62.23,14.77,42.73,2.53,4.82,0.6,56.51,43.37,42.29,1.45,0.36,3.13,1.2,97.47,0,30.84,68.55,62.92,43.71,60.04,100,100,84.15,57.69,68.07,0,31.56,0,43.72,0.14,0,30.37,43.72,0.06,19.06,2.69,1.06,0,16.94,10.64,0,3.46,4.65
3153806,122,703,430,2395,20.7,66.51,2.09,5.65,5.42,66.18,11.19,47.53,12.33,14.42,7.91,88.14,13.95,70.23,2.79,2.33,8.6,19.77,98.14,0,6.51,85.58,71.81,34.3,66.81,100,100,85.93,42.47,71.09,0,9.55,0.43,37.35,3.37,0,26.81,37.35,0.12,17.26,4.9,1.1,0,7.47,3.37,0.17,3.53,5.14
3153905,500,2661,1934,10133,55.07,41.05,36.04,5.25,5.12,71.64,24.65,43.92,80.56,89.04,13.86,96.69,90.95,74.25,12.72,17.01,0.98,15.82,36.76,13.7,80.46,5.69,82.13,27.59,75.93,100,100,85.19,50.27,72.45,0,35.87,0.11,21.28,6.86,3.37,14.94,20.56,0.05,17.85,2.05,0.93,0,12.27,2.19,0,11.59,4.99
3154002,1808,10028,6744,38858,41.76,47.09,9.34,5.54,5.49,74.6,10.61,44.83,16,28.83,12.43,66.95,34.79,44.57,6.49,6.94,2.34,19.35,88,11.28,16.8,70.77,66.86,45.74,60.89,100,100,84.64,48.52,55.39,0.01,27.23,0.31,42.67,0.67,2.76,29.62,41.48,0.06,18.58,2.92,1.01,0,15.22,3.47,0.02,2.07,5.38
3154101,640,3258,2377,12531,37.53,47.45,23.77,5.1,5.01,71.46,12.4,44.84,37.4,47.16,32.98,82.2,49.6,58.69,24.36,15.1,3.24,46.49,74.3,31.47,32.39,34.62,65.63,49.32,61.36,100,100,87.77,53.3,71.17,0,54.74,0.5,36.1,2.36,0.64,26.14,35.86,0.09,14.83,3.7,0.99,0,18.65,5.5,0.1,2.18,4.96
3154200,395,2151,1569,8686,35.12,83.94,4.27,5.42,5.39,68.25,13.58,47.08,30.27,27.02,10.2,93.44,38.05,55.13,3.12,4.84,2.5,27.28,91.01,0,19.38,70.43,78.81,24.37,74.16,100,100,85.55,38.49,72.05,0,39.38,0.15,37.97,1.05,0.86,26.77,37.64,0.1,17.9,4.28,1.02,0,8.82,2.87,0.05,2.65,5.25
3154309,1372,7713,4816,27013,47.51,50.27,10.38,5.59,5.59,76.63,10.57,43.15,26.1,22.51,11.75,68.73,27.3,42.17,10.24,7.31,4.09,16.42,88.41,9.3,35.01,53.24,59.03,49.59,54.86,100,100,84.89,56.36,60.85,0,43.32,0.35,38.84,0.37,1.83,26.94,38.13,0.06,18.42,2.69,1.03,0,4.88,0.32,0.05,2.42,5.47
3154408,493,2621,1552,8867,37.63,63.4,6.83,5.37,5.13,67.85,10.33,44.86,19.14,30.73,11.28,77.58,28.41,51.16,5.41,5.8,5.09,24.55,94.07,0,23.65,65.08,68.16,52.76,65.49,100,100,84.78,53.53,67.71,0.04,31.9,0.51,39.66,0.99,1.07,27.43,39.24,0.06,18.82,2.48,1.03,0,12.63,4.66,0,3.09,5.07
3154507,515,2930,1673,9676,56.07,67.18,1.02,5.65,5.47,78.78,14.48,43.71,0.36,3.23,0.3,57.74,7.23,21.88,0.3,0,0.72,0.66,97.73,0,7.29,92.41,37.69,84.08,31.3,100,100,82.33,80.81,38.32,0,14.72,0,42.64,0.09,0.22,28.45,42.55,0.07,20.53,3.14,1.02,0,7.24,2.4,0,3.05,5.32
3154606,477,2743,1585,9707,54.57,53.88,10.85,5.79,5.2,73.66,14.69,44.02,26.18,46.81,21.14,78.36,57.22,59.24,14.64,16.47,4.73,30.03,56.78,11.36,59.37,19.5,75.44,28.5,70.4,100,100,84.73,55.13,71.96,0,40.62,0.26,35.56,0.88,1.63,25.35,34.99,0.05,18.38,2.23,1.24,0,41.35,23.75,0.18,6.78,5.66
3154705,211,1102,786,4101,37.66,61.07,17.94,5.23,5.06,65.34,16.43,48.95,36.9,68.7,15.52,96.31,78.75,62.85,34.35,32.82,4.33,48.22,58.4,13.87,63.23,21.25,77.24,32.28,72.63,100,100,90.15,40.27,79.7,0,56.23,0.91,32.82,5.93,3.99,24.43,31.51,0.12,12.63,4.84,0.97,0,26.55,8.05,0.37,13.48,4.91
3154804,239,1176,973,5118,41.11,50.77,26.41,5,4.79,59.72,15.72,48.33,53.65,50.57,39.47,90.54,64.13,59.92,10.07,14.39,1.23,40.7,72.05,33.09,28.37,32.17,70.45,38.9,67.46,100,100,86.69,50.58,74.15,0,43.35,0,33.4,8.21,9.95,23.76,30.07,0.11,16.17,4.48,1.01,0,33.9,9.93,0.23,10.42,4.87
3154903,798,4169,3224,18389,45.81,37.59,8.72,5.32,5.29,71.6,13.76,44.73,30.09,37.72,26.77,65.42,38.15,51.46,11.2,9,3.63,28.63,82.17,23.76,4.99,68.24,63.47,48.24,58.28,100,100,83.92,50.99,62.01,0,29.1,0.37,43.42,0.81,1.62,29.88,42.71,0.06,19.51,2.94,1.01,0,24.69,9.22,0,1.08,5.22
3155009,171,932,641,4033,43.84,48.05,5.93,5.57,5.52,74.86,16.85,45.6,33.85,31.05,17.78,83.15,35.41,40.56,11.54,9.98,5.15,36.04,98.44,16.38,22.15,60.06,66.18,39.75,63.95,100,100,84.06,58.11,73.44,0,34.63,1.53,39.97,0.94,0.7,28.37,39.69,0.09,18.13,3.98,0.97,0,27.55,8.08,0.1,9.29,5.46
3155108,707,3776,2736,15852,57.49,54.2,6.62,5.42,5.45,78.3,12.13,41.58,4.42,3.18,0.15,54.46,29.35,18.02,0.58,0,0.91,2.63,98.68,0,17.65,82.2,34.14,72.92,30.78,100,100,81.33,83.27,33.59,0.88,20.15,0,42.4,0,0.09,27.45,42.36,0.04,21.73,2.19,1,0,16.24,4.82,0,1.05,5.3
3155207,470,2386,1644,8683,32.3,83.45,3.22,5.09,4.95,66.49,17.61,47.88,10.77,13.2,4.74,71.11,17.09,45.56,1.46,1.52,1.34,13.63,94.89,0,21.9,73.36,64.49,58.67,61.22,100,100,85.28,51.71,63.77,0,25.99,0.15,37.39,0.82,1.32,26.14,36.9,0.1,18.23,4.54,1,0,7,2.26,0,2.32,4.84
3155306,277,1318,1096,5214,45.44,84.95,1.09,4.71,4.79,59.78,17.81,45.8,4.47,11.04,1.46,85.4,15.78,39.42,1,0.73,0.36,4.47,97.35,0,6.11,92.43,56.81,50.5,53.55,100,100,85.14,73.36,68.32,0,14.03,0,45.62,0.19,0,32.74,45.62,0.08,17.91,3.18,1.06,0,4.28,1.53,0,0.45,4.63
3155405,635,3094,2132,11039,35.83,41.18,14.54,4.92,4.72,64.53,14.36,47.94,34.52,43.71,28.75,81.61,44.84,47.28,13.74,11.73,4.41,35.23,79.5,26.31,34.62,36.63,64.6,42.65,60.45,100,100,85.83,49.89,69.18,0.04,34.09,0.67,43.37,2.56,1.03,30.79,42.92,0.12,17.54,4.94,1.02,0,15.11,4.97,0.13,2.56,4.75
3155504,413,2108,1543,7590,38.82,73.23,3.95,5.03,5,69.79,17.06,43.76,18.08,15.94,2.14,96.63,28.39,48.61,1.81,1.49,4.21,8.81,96.95,1.04,35.32,62.54,70.44,47.92,66.68,100,100,85.92,56.78,71.42,0,28.29,0,44.13,0.17,0.25,31.48,44.02,0.07,17.67,3.04,1.03,0,6.5,1.97,0,1.92,4.87
3155603,1854,9834,6881,37559,45.71,72.62,1.29,5.3,5.21,75.16,15.6,44.14,1.47,2.69,0.32,69.95,6.47,8.6,0.09,0,0.25,1.29,94.87,0,2.73,96.95,18.39,90.62,15.34,100,100,83.57,90.44,15.22,0,10.27,0,47.84,0.06,0.04,32.84,47.82,0.08,19.5,3.5,0.94,0,1.79,0.48,0,0.15,5.1
3155702,637,3716,2270,13232,44.19,63.7,20.31,5.76,5.55,71.05,14.79,44.95,43.74,47.09,25.33,81.19,58.9,59.21,12.73,13.52,3.88,38.63,70.44,24.41,47.05,27.44,76.61,29.48,70.09,100,100,84.36,46.81,73.27,0.03,30.8,0.48,39.24,1.6,3.61,27,37.83,0.07,19.15,3.15,0.98,0,28.82,14.25,0.07,5.4,5.42
3155801,744,4140,2647,14588,38.35,55.5,16.51,5.47,5.37,69.72,12.53,46.84,41.29,46.77,31.05,82.06,58.63,54.67,19.87,16.96,7.71,43.07,76.73,30.75,27.05,41.9,70.12,39.39,66.95,100,100,85.97,41.87,74.98,0,39.63,1.43,42.22,1.55,1.77,30.17,41.47,0.11,17.31,4.74,0.99,0,16.39,7.11,0.02,2.37,5.2
3155900,412,2344,1615,9034,42.29,57.46,7.68,5.54,5.51,69.6,11.41,46.98,23.72,40.56,9.47,69.41,35.05,53.87,10.28,9.16,5.39,31.7,82.85,8.42,38.7,51.83,61.56,47.23,57.09,100,100,85,55.04,70.8,0,42.25,1.03,38.76,0.73,0.66,26.9,38.51,0.1,18.32,4.54,1.04,0,11.46,4.01,0,3.55,5.37
3156007,735,4194,2783,16238,41.39,54.22,2.3,5.69,5.56,74.94,17.17,45.54,4.02,5.61,0.75,40.6,13.83,31.73,0.65,0.32,1.15,4.78,98.49,0,4.6,94.65,30.54,74.92,28.44,100,100,82.6,82.35,61.5,0,28.62,0,39.52,0.06,0,26.33,39.52,0.07,20.74,3.32,0.91,0,1.46,0.67,0,0.76,5.53
3156106,273,1395,1098,5656,33.97,76.96,7.29,5.1,5,67.3,11.68,46.72,13.3,41.71,0.55,97.27,45.36,60.75,1.82,2.55,2.37,15.94,96.81,0,34.24,65.21,68.88,39.76,63.68,100,100,83.73,52.1,62.47,0,20.81,0.32,33.6,4.65,0,22.88,33.6,0.08,19.57,3.68,1,0,8.31,1.92,0,5.22,5.04
3156205,103,507,331,1825,31.72,34.44,12.08,4.89,4.66,65.85,6.78,45.74,49.85,36.86,32.93,86.4,41.99,53.78,11.78,6.95,3.63,37.46,88.52,29.31,18.73,48.34,62.04,42.27,61.53,100,100,86.03,46.67,59,0,5.06,0.44,46.23,1.41,0.51,32.27,46,0.14,18.3,5.97,1.17,0,31.51,9.75,0,4.13,4.81
3156304,188,979,770,4308,42.47,28.57,5.71,5.22,5.15,71.91,8.23,44.39,16.75,16.75,10.39,90.91,23.25,57.92,2.21,2.21,4.94,14.03,90,10.39,5.84,83.77,64.43,43.55,65.86,100,100,84.59,70.28,70.93,0,36.04,0,39.21,0.5,0,27.09,39.21,0.06,18.25,2.67,1.08,0,7.43,2.41,0,1.11,5.08
3156403,107,589,351,1963,55.84,52.71,13.39,5.37,5.48,73.98,18.7,43.32,49,27.64,3.7,64.67,60.4,36.18,2.85,1.14,5.98,20.23,99.15,0,57.83,38.46,79.69,29.73,71.97,100,100,83.95,41.67,79.19,0,31.21,0.44,45.03,0,0,31.13,45.03,0.07,19.15,3.21,1.06,0,22.41,14.44,0.15,5.78,5.17
3156502,711,4092,2525,14752,50.14,61.5,2.22,5.61,5.42,80.81,12.78,44.07,0.67,2.81,0.12,77.43,7.05,19.37,0.63,0,1.86,0.83,97.23,0,7.21,92.67,46.07,66.96,43.92,100,100,81.2,73.5,49.6,0,24.63,0,45.41,0.03,0,29.74,45.41,0.07,22.13,3.32,0.99,0,6.37,2.01,0,0.52,5.32
3156601,607,3593,2279,13708,51.29,62.83,7.99,5.83,5.71,79.13,15.56,41.41,10.49,7.59,5.57,78.46,50.33,24.09,3.64,0.22,2.59,9.17,93.59,0,27.99,66.43,40.15,69.83,37.94,100,100,82.26,69.3,44.64,0,28.47,0.33,43.32,0.04,1.55,28.26,42.65,0.04,21.37,2.18,0.99,0,15.38,4.74,0,1.12,5.55
3156700,2072,11558,7939,45149,58.43,55.44,17.43,5.57,5.41,75.17,17.16,43.73,45.94,59.47,33.91,89.48,47.15,63.69,26.36,28.61,4.71,39.05,22.98,30.15,55.01,11.03,78.55,31.72,70.27,99.98,100,84.63,43.83,71.33,0.02,45.8,0.8,36.33,3.58,5.7,25.02,34.26,0.05,18.64,2.4,0.96,0,45.01,22.55,0.17,15.34,5.34
3156809,655,3485,2741,15761,38.2,72.38,4.49,5.36,5.32,64.19,17.44,46.02,5.87,14.41,0.4,57.57,32.94,18.72,4.52,4.96,2.96,10.07,94.53,0,13.32,86.28,48.11,58.17,46.28,99.82,100,84.29,67.15,55.86,0.12,21.47,0.33,42.97,0.19,0.72,30.04,42.67,0.08,18.55,3.62,0.97,0,3.78,1.95,0.03,0.21,5.31
3156908,1091,5738,4216,22811,47.29,53.27,17.72,5.24,5.21,72.25,10.28,42.68,37.17,37.36,18.33,84.25,38.07,53.7,13.69,11.72,8.47,34.82,73.27,18.33,29.39,52.28,77.41,30.94,71.78,100,100,84.77,45.53,68.33,0,46.93,1.06,44.29,0.48,0.28,30.98,44.16,0.06,18.26,2.63,1.03,0,19.16,13.12,0.22,1.07,5.08
3157005,2249,12821,8062,45925,51.51,67.56,3.96,5.66,5.57,79.16,12.84,42.97,6.16,6.49,1.61,51.3,20.63,20.18,1.92,0.05,2.2,3.5,94.47,0,19.9,78.49,41,73.49,36.1,100,100,82.66,80.81,39.44,0,23.58,0.11,46.59,0.06,0.43,31.14,46.39,0.06,20.72,3,0.96,0,4.88,2.39,0,0.21,5.44
3157104,427,2677,1645,10188,59.45,50.64,11.79,6.22,6.08,84.33,15.21,42.98,13.5,6.93,6.38,72.89,12.89,34.89,4.86,0.85,3.28,7.23,91.43,5.29,4.19,89.42,39.37,67.69,33.3,100,100,82.26,76.83,40.01,0,30.22,0.32,45.29,0.12,2.86,29.86,44,0.04,21.2,2.07,1.05,0,30.46,14.68,0,1.08,5.92
3157203,721,4057,2869,16246,43.74,67.34,21.19,5.57,5.56,67,15.12,45.52,36.25,34.12,24.89,74.21,50.02,59.6,9.9,11.26,4.57,29.8,76.68,20.91,36.56,38.55,71.24,37.52,65.8,100,100,84.62,44.82,65.82,0,39.93,0.39,38.86,1.55,3.07,27.11,37.67,0.08,18.79,3.63,1,0,24.39,13.92,0,1.53,5.38
3157302,225,1109,879,4641,27.87,69.74,0.34,5.07,4.91,64.88,10.81,45.51,12.63,18.89,6.83,49.15,13.08,48.58,3.3,0.57,4.55,14.33,96.93,6.83,24.12,69.06,44.96,74.9,43.41,100,100,84.08,62.12,54.66,0,12.14,0.17,44.33,0.46,1.66,31.07,43.59,0.09,18.38,3.71,1.06,0,7.52,1.97,0.11,1.94,4.98
3157401,521,2951,1850,10666,48.76,58.05,2.11,5.68,5.63,75.48,13.4,45.92,8.05,10.32,3.84,80.92,17.14,39.41,1.89,1.46,1.68,11.19,96.76,2.11,9.35,86.81,57.99,51.07,56.32,99.95,100,83.58,58.97,60.09,0,16.82,0,46.07,0.08,0.09,31.94,46.02,0.06,19.01,2.63,1.05,0,8.45,2.52,0,1.38,5.57
3157500,191,1005,791,4363,34.26,84.32,3.03,5.23,5.13,73.38,10.43,43.71,0,4.8,0,54.49,19.22,20.86,0,0,0.38,2.02,90.39,0,26.42,73.58,38.29,86.83,32.61,100,100,84.83,82.9,42.67,0,14.32,0,43.55,0,0,30.39,43.55,0.05,18.58,2.22,0.96,0,9.6,0.76,0,0.19,5.16
3157609,265,1644,891,5282,53.87,78.45,2.13,6.12,6,77.49,18.17,43.61,0,6.85,0,45.01,15.82,16.61,1.12,0,2.24,0.34,91.69,0,12.01,87.99,54.86,53.49,48.57,100,100,84.04,57.26,49.21,0.2,23.26,0,45.19,0.08,0.38,30.22,45.02,0.06,19.32,2.54,1.07,0,28.19,7.46,0,1.82,5.87
3157708,291,1445,1138,5508,42.36,62.3,5.8,4.88,4.92,69.19,14.6,43.61,26.54,27.68,8.26,87.43,39.1,48.95,3.25,1.05,6.94,32.07,93.59,4.04,35.94,55.8,71.61,37.51,67.18,100,100,86.24,51.6,71.39,0,38.02,0.14,40.41,0.64,1.2,28.74,39.93,0.07,16.88,2.92,1.04,0,12.49,4.19,0,0.82,4.79
3157807,1362,6993,4715,25301,59.17,59.47,19.36,5.14,5.05,71.26,16.84,43.38,30.69,49.25,17.54,90.46,56.67,51.77,15.89,17.9,5.83,24.62,37.9,10.88,67.87,14.59,75.01,30.58,68.45,100,100,82.91,52.68,71.81,0,34.61,0.82,41.69,3.72,5.55,27.85,39.38,0.06,20.68,2.85,1,0,45.06,27.53,0.14,12.35,5
3157906,508,2606,1795,9907,37.94,60.95,7.97,5.16,5.06,72.73,12.07,43.79,13.87,32.09,10.64,90.86,27.97,39.5,4.01,4.9,3.84,19.11,91.64,0,18.66,70.7,68.01,38.33,66.55,100,100,83.95,48.39,71.19,0,37.12,0.18,41.11,0.1,0.5,28.02,40.9,0.05,19.17,2.4,1.01,0,8.12,2.48,0,0,5.03
3158003,490,2501,1805,10198,32.3,58.56,3.43,5.17,5.06,68.81,16.12,47.03,17.34,19.89,15.24,36.9,22.55,44.71,6.98,6.48,1.72,19,92.85,15.07,20.22,64.54,49.98,65.22,45.75,100,100,84.42,59.35,52.86,0,31.32,0.21,45.17,0.45,2.04,31.74,44.24,0.09,18.5,3.82,0.97,0,4.55,2.25,0,0.52,4.99
3158102,208,1345,819,5409,44.57,56.9,5.13,6.39,6.19,78.89,10.5,43.64,0.98,2.93,0,64.59,20.27,7.94,1.95,0,2.08,1.95,98.9,0,15.63,84.37,29.89,77.57,27.05,100,100,82.09,90.34,30.33,0,27,0,39.6,0.11,0,25.94,39.6,0.04,21.13,2.11,1,0,5.9,1.04,0,1.32,5.97
3158201,1222,6305,4628,26482,40.77,48.25,4.82,5.27,5.24,74.46,16.58,42.19,4.73,7.87,0.35,57.41,31.16,30.81,2.98,1.77,1.92,5.34,91.23,0,12.25,87.4,39.08,71.95,35.26,99.66,99.95,82.32,76.63,43.63,0.24,22.27,0.07,46.61,0.12,0.2,31.36,46.51,0.06,20.58,2.64,0.98,0,7.76,3.18,0.03,0.3,5.18
3158300,270,1580,956,5309,45.92,26.78,4.92,5.82,5.7,78.45,6.85,43.9,13.39,23.22,7.32,98.85,25,56.07,5.02,3.77,3.77,16.53,98.01,0,28.03,64.64,56.45,53.22,53.01,100,100,85.35,77.41,61.72,0,27.79,0.43,45.95,0.22,0.23,32.13,45.84,0.06,17.88,2.9,1.12,0,31.31,12.49,0.06,5.05,5.59
3158409,203,998,775,4298,30.97,70.97,5.68,4.94,4.72,69.04,5.31,43.11,29.29,28.39,25.42,78.84,26.71,51.23,9.68,4.52,2.71,29.29,81.29,22.97,26.58,48,65.03,41.13,67.89,100,100,82.6,52.87,73.94,0,29.44,0,39.87,0.9,0.42,27.85,39.71,0.11,19.35,5.13,1.11,0,18.85,7.99,0.14,0,4.74
3158508,597,3175,2351,12731,42.83,71.12,1.91,5.36,5.25,69.39,14.52,45.46,5.78,7.23,2.08,86.64,11.36,23.35,2.13,1.19,1.96,4.04,96.94,0,7.23,90.68,57.05,51.92,53.94,100,100,83.96,61.48,61.89,0,24.06,0.26,42.35,0.23,0.43,29.29,42.17,0.07,18.72,3,1.03,0,2.49,0.72,0,2.85,5.21
3158607,149,821,609,3586,43.84,35.47,9.69,5.59,5.36,65.81,11.14,47.33,19.38,44.01,12.32,81.12,15.76,61.08,14.94,8.54,9.85,33.5,70.61,11,35.3,52.38,69.17,48.29,63.9,100,100,84.89,42.8,67.34,0,26.38,3.12,49.44,1.9,2.57,34.75,48.17,0.08,18.54,3.35,1.09,0,29.11,8.8,0.64,17.94,5.29
3158706,82,473,297,1677,40.4,72.73,0,5.71,5.57,59.2,15.72,49.79,5.39,4.04,1.35,37.37,24.92,45.45,0,0,4.04,5.05,100,0,16.5,82.15,53.12,52.87,56.55,100,100,85.09,56.36,69.37,0,12.8,0,48.28,0,0,35.24,48.28,0.1,16.28,3.94,1.04,0,7.33,1.47,0,3.11,5.38
3158805,185,824,712,3396,34.27,56.18,14.04,4.45,4.22,60.74,21.85,47.49,46.21,33.57,8.15,75.28,78.65,40.45,8.01,8.71,4.49,26.54,92.56,5.9,62.5,29.35,54.21,55.77,55.1,100,100,86.84,57.14,61.46,0,43.56,0.56,41.73,0.78,0.47,31.42,41.53,0.15,15.44,5.82,0.97,0,18.85,5.1,0,1.15,4.29
3158904,394,2144,1372,7481,35.13,52.62,4.45,5.46,5.31,77.07,8.01,42.86,17.2,21.36,4.15,85.57,21.43,42.71,2.26,0.29,2.92,10.64,98.4,4.15,12.9,82.94,59.52,47.65,54.92,100,100,82.7,58.49,55.32,0,20.14,0,43.17,0,0,29.13,43.17,0.05,19.96,2.49,1.07,0,10.49,4.16,0,1.19,5.34
3159001,203,1051,762,4179,46.19,68.11,0,5.15,5.05,69.54,15.86,46.56,5.25,9.97,0,78.61,14.44,28.74,4.07,1.71,1.57,8.79,98.95,0,10.37,89.63,45.02,64.11,37.63,100,100,83.18,70.14,53.23,0,29.25,0,41.47,0.34,1.83,28.79,40.71,0.09,20.13,4.05,1.04,0,10.48,4.18,0,2.72,4.99
3159100,224,1294,856,4785,44.63,75.93,1.52,5.69,5.67,70.4,16.13,46.85,4.67,19.98,1.17,62.15,23.83,54.44,0.47,1.17,2.45,14.25,97.2,0,37.85,60.98,65.63,42.32,59.96,100,100,84.35,52.16,68.45,0,22.6,0,40.45,0.33,0.22,28.11,40.36,0.09,18.64,3.91,1.01,0,7.77,2.23,0,0.94,5.38
