cod_mun,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a10b_parede_alvenaria,a11_adensamento,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a19z_v2012_naonulo,a2_agua_rede,a20_rdpc_baixa,a21b_com_defic_1991,a22_energia,a23_esgoto_adeq,a3_agua_dentro,a4_esgoto_rede,a5_esgoto_inadeq,a6_lixo_coletado,a7_banheiro_excl,a8_saneamento_ok,a9_maq_lavar,b1_alfabetizacao,b10_sem_instrucao,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b3z_grau_ambos_nulos,b3z_v0324_naonulo,b4_freq_15a17,b6_fund_completo,b7_medio_completo,b8_superior_comp,b9_anos_estudo,b9z_estudo_acima17,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c13_beneficio,c2_desocupacao,c3_ocupacao,c4_carteira,c5_previdencia,c6_domestico,c7_rend_trab_med,c8_rend_total_med,c8z_faixa_sm,c8z_valor_sm,c9_sem_rendimento,c9z_rend_naonulo_14mais,d10c_deficiencia_1991,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d1e_indigena_raca,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e2z_v0318_naonulo,e3_estrangeiro,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
1710508,304,1518,2815.99999697,13932.99998484,60.85,40.69,1.34,0,4.95,74.6,12.91,46.72,178.34,295.53,0.32,98.44,20.04,80.73,4.54,20.98,0.13,10.38,0,78.63,9.13,20.06,0.13,1.92,61.56,44.41,52,100,100,86.38,77.31,49.01,0,100,55.41,5.77,2.07,0.37,2.1,0.08,44.35,0.564,536.43,951.42,0.881,835.42,947.94,9.73,5.09,42.1,12.53,9,2.08,897.52,865.04,1.13,0.92,52.72,99.48,1.07,29.71,8.23,0.01,59.16,2.9,18,0.12,16.61,4.87,1.09,20.28,9.82,27.41,0,4.75,13.37,45.7
1710706,416,1799,2228.99999597,10872.66282356,12.21,49.93,3.18,0,4.88,75.94,16.17,44.5,187.26,338.43,0.36,98.38,12.21,83.34,5.93,36.14,0.25,6.1,0,66.12,3.53,30.69,0,0.27,55.41,59.09,46.4,100,100,83.75,76.72,51,0,100,46.24,6.11,2.35,0.12,1.64,0.76,50.09,0.614,583.99,950.84,0.775,791.13,1020.75,8.4,3.45,48.36,18.1,5.47,3.53,826.43,855.99,1.1,0.91,45.92,99.41,1.31,28.38,7.92,0,63.48,0.22,17,0.09,19.46,4.23,1.1,42.19,22.5,51.72,0,4.67,18.53,43.57
1711100,178,954,779.99999815,3651.99998998,57.72,37.51,2.63,0,4.68,71.87,10,43.29,302.81,456.32,0.49,100,0,71.3,3.12,34.42,0,11.39,0,61.53,1.72,38.47,0,0,69.6,34.36,61.85,100,100,85.37,68.82,70.23,0,100,33.69,9.52,2.83,0,2.52,0.37,54.58,0.784,864.49,1103.29,0.685,916.06,1336.59,6.85,0.4,54.36,20.03,12.29,0.32,1058.34,1068.88,1.38,1.14,41.5,100,0.67,38.15,5.08,0,56.77,0,18,0.08,17.09,3.6,1.13,65.87,33.85,78.41,0,4.55,10.55,42.85
1712405,164,710,815.99999836,3775.09273105,69.44,34.43,1.71,0,4.63,73.03,25.04,44.5,222.93,362.24,0.39,97.83,21.23,70.12,6.9,22.62,0,8.35,0,85.73,0,13.63,0,3.97,72.28,34.71,63.82,100,100,82.6,52.81,53.29,0,100,72.75,12.52,5.38,0.42,2.7,0.33,52.52,0.677,771.37,1138.8,0.651,981.41,1507,8.34,3.86,50.49,11.93,20.19,0.46,1046.75,1046.7,1.3,1.12,43.33,98.53,2.16,11.76,7.43,0.43,80.18,0.2,19,0.09,19.92,3.78,1.14,16.47,7.95,23.44,0,4.48,24.75,44.53
1712504,110,493,503.99999887,2332.99999503,58.32,25.13,0.88,0,4.63,71.3,8.93,43.76,274.95,397.6,0.42,75.66,0,53.02,4.24,48.69,1.09,18.87,0,33.14,0,62.47,0,10.25,71.82,33.97,67.16,100,100,85.5,55.43,83.78,0,100,64.46,9.09,5.5,0.64,2.94,0.94,57.14,0.539,627.18,1164.43,0.681,950.21,1395.07,5.24,5.09,54.23,10.36,21.65,6.88,1041.11,991.33,1.24,1.06,42.23,89.66,0.94,11.88,3.49,0,84.63,0,19,0.08,17.29,3.23,1.12,61.89,23.28,73.44,0,4.47,12.14,43
1713205,441,1913,4620.9999956,20814.99998088,71.09,34.75,10.54,0,4.5,70.08,14.63,43.11,450.32,1406.39,1.5,98.1,54.28,47.88,3.98,64,0.24,42.96,0,39.41,39.85,57.89,0,20.78,75.15,35.01,68.39,100,100,86.25,59.73,65.8,0,100,70.11,25.23,16.5,3.62,4.14,0.1,54.89,0.896,2906.09,3242.62,0.405,2063.07,5097.04,8.19,8.45,50.25,28.43,32.24,7.86,3409.21,3138.54,3.44,3.35,42.41,99.23,0.94,33.94,4.03,0.04,61.95,0.03,19,0.11,17.14,4.32,1.01,44.43,35.08,58.4,0,4.26,17.55,42.19
1713304,526,2390,2407.99999468,10907.99997574,77.42,24.97,11.53,0,4.53,71.29,19.8,44.03,334.39,900.06,0.96,97.02,53.51,57.43,8.26,63.79,0.32,47.84,0,27.18,24.98,67.78,0.32,19.71,74.32,29.33,70.47,100,100,89.22,72.09,81.6,0,100,74.99,17.12,10.52,1.99,3.5,0.24,55.62,0.602,1318.14,2189.64,0.506,1359.36,2685.3,10.18,3.25,53.81,13.15,15.37,6.33,1975.95,1929.53,2.28,2.06,38.81,98.97,2.05,43.19,3.15,0.31,53.14,0.21,19,0.12,12.94,4.72,1.04,57.01,20.18,64.96,0,4.28,22.91,43.21
1713601,256,1251,1262.99999744,6541.99998764,71.34,34.6,2.03,0,5.18,77.46,12.31,43.71,255.25,505.6,0.54,98.21,24.83,68.59,2.45,20.81,0,22.16,0,64.52,9.79,34.77,0,29.01,65.88,41.65,56.5,100,100,84.67,73.32,64.92,0,100,54.6,10.72,5.05,0.39,2.47,0,54.51,0.885,1086.77,1228.18,0.5,1075.15,2149.14,4.08,5.47,51.53,21.9,15.66,4.77,1151.75,1202.29,1.49,1.28,44.76,99.64,0.5,11.26,10.41,0,78.11,0.23,17,0.06,18.88,2.76,1.11,26.34,16.59,35.37,0,4.84,14.87,42.55
1714203,432,2107,2120.99999576,10329.99997947,67.1,37.53,3.63,0.34,4.87,75.22,14.47,46.23,227.39,437.85,0.47,98.52,27.01,71.87,8.85,30.79,16.12,21.56,0,76.92,8.65,21.55,14.14,14.04,63.94,42.75,57.84,100,100,84.05,64.15,64.19,0,100,50.44,9.78,5.65,0.69,2.32,1.44,50.43,0.804,1037.6,1290.44,0.39,1015.25,2601.46,7.83,4.51,48.15,29.03,16.34,3.21,1251.21,1233.71,1.56,1.32,45.36,99.23,1.99,13.28,18.72,0.19,67.81,0,17,0.11,19.26,4.95,1.09,14.39,8.86,18.94,0.09,4.5,18.28,44.64
1714302,359,1719,1787.99999649,9019.99998303001,30.15,38.87,0.48,0,5.04,76.6,13,46.31,167.2,262.37,0.28,97.16,35.18,82.22,8.11,30.67,0,6.33,0,62.6,0.28,36.87,0,2.52,61.97,47,54.07,100,100,84.74,81.15,70.27,0,100,65.76,4.07,1.5,0.39,1.91,0.85,43.4,0.785,608.86,775.46,0.717,678.65,945.86,10.06,3.07,42.07,12.08,11.88,1.69,776.96,743.66,0.93,0.79,50.42,99.17,1.61,25.61,4.3,0.25,69.7,0.13,17,0.1,18.4,4.55,1.07,22.03,7.43,27.94,0,4.87,13.94,45.74
1714880,360,1786,1623.9999964,7668.99998220999,71.57,34.16,7.58,0,4.72,75.32,14.53,45.27,267.52,479.65,0.51,97.31,38.5,70.74,7.32,52.2,0,22.01,0,38.63,30.25,58.8,0,4.9,66.15,44.38,63.28,100,100,87.38,74.74,77.9,0,100,57.61,7.46,5.15,0.19,2.34,0.47,52.12,0.554,806.51,1457.01,0.64,1030.62,1609.8,7.36,1.29,51.45,22.97,12.07,5.65,1325.52,1289.24,1.6,1.38,44.8,99.18,1.8,48.82,5.99,0,45.19,0,18,0.08,15.41,3.41,1.06,56.25,15.68,65.68,0,4.44,16.64,44.39
1715002,135,592,692.99999861,3077.99999385,94.04,28.2,8.4,0,4.44,74.27,14.6,45.3,334.39,548.8,0.59,100,0,65.2,6.53,50.14,0,14.8,0,43.59,8.59,53.25,0,2.4,73.41,30.42,68.53,100,100,88.03,69.24,89.4,0,100,67.65,9.2,5.42,0,2.94,0.56,54,1,1217.32,1217.73,0.887,1194.48,1346.82,9.92,2.37,52.71,14.7,25.13,3.82,1183.88,1217.61,1.53,1.3,38.07,100,1.71,12.96,4.99,0,82.05,0,18,0.12,14.14,5.2,1,55.52,19.3,64.25,0,4.33,14.23,45.01
1715101,152,653,784.99999848,3873.28998297001,41.97,44.98,4.8,0,4.93,85.06,18.34,46.08,139.33,292.55,0.31,95.98,30.93,83.27,1.41,29.89,0,11.12,0,79.45,31.51,19.89,0,13.16,50.28,56.95,42.61,100,100,84.25,66.05,34.47,0,100,55.28,8.52,5.37,0.3,1.79,0.69,45.59,0.576,663.95,1152.12,1.147,1037.19,904.24,8.23,3.93,43.79,30.37,11.52,1.81,1158.49,1028.43,1.16,1.1,54.94,99.39,0.29,9.22,3.85,0,86.93,0,16,0.08,19.15,3.83,1.01,4.3,3.51,7.06,0,4.83,19.59,46.21
1715754,496,2442,2465.99999488,11914.99997464,80.54,27.85,8.63,0,4.83,79.06,11.61,42.31,371.55,764.7,0.82,99.45,41.81,50.75,4.72,45.77,0,47.17,0,42.81,32.54,56.35,0,37.01,74.79,32.42,71.15,100,100,88.33,65.58,72.01,0,100,60.55,12.04,6.25,2.39,3.16,0.09,52.6,0.613,1417.39,2312.51,0.619,1651.96,2667.27,4.95,11.97,46.3,28.4,21.24,4.96,2029.09,2064.37,2.71,2.2,50.33,99.64,1.03,40.22,10.86,0.2,48.7,0.02,18,0.07,14.72,2.68,1.01,43.74,11.65,50.17,0,4.72,12.66,42.01
1716109,666,2954,6500.99999335,28824.99997046,93.68,25.12,17.12,0,4.43,70.53,15.1,41.87,668.79,1439.22,1.54,99.4,45.91,35.38,2.98,80.65,0,63.97,0,13.27,56.25,82.87,0,31.74,81.47,25.89,77.01,100,100,88.65,65.86,73.98,0,100,64.29,24.73,13.88,2.36,4.4,0.17,58.96,0.433,1546.87,3575.67,0.906,2890.98,3189.51,6.04,2.5,57.49,35.11,30.21,8.66,2784.98,2980.24,3.1,3.18,36.84,99.8,0.72,30.72,4.24,0.02,65.02,0,20,0.1,13.7,3.49,1.01,58.15,23.7,69.88,0,4.32,16.55,41.29
1716208,494,3142,2216.99999503,11152.57553171,55.83,37.26,1.77,0,5.03,75.53,13.85,45.87,222.93,425.1,0.45,97.72,21.76,78.36,3.71,17.77,0,7.97,0,81.07,0,18.93,0,30.08,52.29,53.82,44.69,100,100,84.47,71.09,34.44,0,100,31.57,6.91,3.95,0.94,1.92,0.03,49.28,1.116,1232.91,1104.68,0.357,1062.45,2978.72,8.22,0.19,49.19,18.05,10.97,2.13,1160.27,1128.84,1.46,1.21,43.31,99.19,0.8,2.34,3.95,0.02,93.68,0,16,0.09,18.65,4.11,1.06,5.43,4.81,7.97,0.18,4.91,15.19,45.5
1716505,504,2365,2542.999995,13335.85889169,80.56,42.31,7.45,0,5.24,78.08,15.02,46.47,297.24,556.95,0.59,97.6,46.5,62.56,5.61,42.12,0,37.34,0,51.34,1.71,46.98,0,7.44,73.49,34.48,64.19,100,100,86.66,61.3,74.41,0,100,77.4,14.11,8.68,0.64,3.15,0.63,55.37,0.624,984.15,1576.48,0.714,1303.26,1824.3,9.92,1.98,54.27,20.88,17.86,8.67,1444.42,1379.8,1.79,1.47,43.94,99.16,1.11,15.33,1.36,0.05,83.26,0,18,0.11,16.07,4.68,1.02,26.4,13.37,33.63,0,4.81,18.25,44.73
1716604,293,1205,2858.99999701,12870.99998789,70.08,32.94,3.6,0,4.5,71.26,11.9,43.52,250.8,454.1,0.48,97.45,20.25,68.8,5.52,24.84,0,17.71,0,71.76,3.56,27.44,0,15.38,67.44,40.4,60.07,100,100,87.75,71.1,50.43,0,100,53.91,8.43,4.75,0.24,2.39,0.64,50.72,0.586,775.5,1323.87,0.784,1141.22,1455.9,4.8,0.58,50.42,20.23,15.92,2.73,1233.39,1217.9,1.52,1.3,49.75,99.33,1.32,25.61,13.09,0,61.3,0,18,0.07,15.71,3.04,1.09,28.38,14.61,34.62,0.02,4.43,12.47,43.34
1716653,161,739,734.99999829,3288.99999214,52.13,28.74,3.83,0,4.47,77.51,10.77,41.79,334.39,481.03,0.51,95.81,0,62.72,1.21,33.34,0,17.52,0,46.63,5.49,55.02,0,13.24,68.15,43.59,65.13,100,100,86.53,60.22,80.7,0,100,50.35,7.52,4.57,0,2.37,0.4,48.42,0.705,908.35,1288.22,0.729,1082.56,1484.34,6.8,2.44,47.24,22.44,12.62,0.73,1236.42,1226.04,1.56,1.31,49.84,98.49,0.35,38.41,4.04,0,57.56,0,19,0.06,15.16,2.5,1.12,71.88,30.5,84.48,0,4.24,14.39,40.64
1716703,404,1827,2003.99999596,8731.99998190997,67.42,22.02,9.86,0,4.36,71.71,15.77,44.04,371.55,643.41,0.69,98.23,41.2,58.06,5.78,55.47,0,30.75,0,26.1,43.01,69.75,0,16.78,68.64,40.96,66.29,100,100,88.48,71.82,69.35,0,100,53.34,9.84,4.95,0.33,2.63,0.55,48.18,0.491,885.05,1801.33,0.702,1423.06,2026.58,9.47,4.83,45.85,15.14,10.42,3.78,1679.26,1591.3,2.02,1.7,46.13,99.24,1.48,29.19,3.76,0.11,66.94,0,20,0.12,13.65,4.39,1.05,63.5,21.6,73.53,0,4.1,18.37,43.15
1717008,192,981,954.99999804,4948.99999001001,75.22,44.69,3.38,0,5.18,74.62,12.27,44.72,222.93,497.31,0.53,99.37,0,73.76,6.87,23.69,0,10.68,0,71.02,0.9,26.01,0,12.6,68.14,38.86,55.2,100,100,84.81,61.32,68.3,0,100,58.07,8.1,6.01,0.94,2.51,0,53.79,0.513,831.1,1618.97,0.42,1188.41,2829.06,5.69,3.18,52.08,12.27,13.94,1.99,1245.29,1442.95,1.69,1.54,50.74,99.79,1.53,12.23,4.83,0,82.64,0.3,16,0.07,17.47,3.39,1.11,35.84,14.36,46.11,0,5,12.86,44.15
1717503,333,1597,1691.99999666,8866.99998368,77.2,40.65,5.96,0,5.24,76.77,10.44,43.7,303.18,578.23,0.62,99.69,25.33,68.31,3.09,28.82,0,18.52,0,58.25,18.53,39.41,0,6.73,68.3,39.51,60.62,100,100,87.49,64.98,63.1,0,100,60.57,7.54,4.37,0.63,2.57,0.02,54.08,0.618,908.5,1469.97,0.402,1056.63,2630.28,5.39,1.96,53.02,12.16,15.85,0.72,1320.14,1352.94,1.59,1.44,43.64,99.9,0.64,21.11,6.44,0,72.45,0,17,0.07,15.03,3.02,1.1,35.15,8.98,40.93,0,5.09,13.31,43.23
1717800,318,1550,1358.99999685,6536.99998487001,78.47,27.07,1.67,0.24,4.81,70.15,12.79,45.75,198.16,392.06,0.42,99.13,28.22,85.97,8.9,30.49,0,15.17,0,76.94,0,22.38,0,9.66,54.73,56.11,48.52,100,100,86.11,78.31,58.74,0,100,51.93,7.03,2.65,0,1.78,0.71,54.83,0.659,575.27,872.37,0.409,689.18,1683.29,8.11,2.51,53.45,19.17,13.65,2.97,752.26,814.14,1.01,0.87,42.54,99.7,2.07,11.48,4.88,0,83.64,0,17,0.09,16.35,4.15,1.13,11.9,4.58,16.81,0,4.76,13.25,45.52
1717909,291,1332,1413.99999701,7065.36586457998,80.46,36.95,2.41,0,5,75.95,12.51,45.85,167.2,347.73,0.37,99.54,20.1,83.14,4.82,19.02,0,12.86,0,78.01,0.44,21.5,0,19.53,65.34,46.09,56.47,100,100,83.01,53.91,51.09,0,100,57.31,8.85,5.34,0.41,2.25,0.04,47.74,0.686,820.8,1196.52,0.552,935.17,1693.16,6.46,5.12,45.29,14.39,12.62,2.86,1109.91,1110.26,1.21,1.19,51.56,99.84,0.97,18.21,12.62,0,69.16,0,17,0.1,19.44,4.7,1.11,10.54,5.36,13.85,0,4.83,14.09,45.23
1718006,98,418,426.99999899,2102.99999585,77.83,25.42,4.14,0,4.93,75.08,14.58,41.48,206.21,354.18,0.38,100,0,74.56,4.28,29.91,0,9.21,0,78.5,18.17,21.5,0,12.39,64.62,41.25,55.52,100,100,83.53,86.29,85.77,0,100,71.82,13.85,3.59,0,2.56,0.2,54.09,0.654,857.96,1311.92,0.793,1116.02,1407.98,4.65,5.94,50.88,23.28,20.68,3.82,1112.84,1177.32,1.49,1.26,53.89,100,0.87,22.1,4.21,0,73.68,0,17,0.04,19.65,1.87,0.96,29.24,20.12,36.99,0.25,4.75,16.77,41.06
1718204,904,4277,8964.99999104,43223.9999576101,85.64,29.81,16.55,0,4.82,74.2,17.74,43.2,417.99,952.14,1.02,100,60.76,53.67,5.91,69.51,0.13,41.68,0,24.09,37.93,62.88,0.13,21.94,81.38,25.9,74.23,100,100,86.41,57.78,78.38,0,100,70.86,22.65,15.08,3.72,4.39,0.41,58.57,0.641,1380,2151.8,0.578,1570.67,2717.33,7.61,2.21,57.27,36,31.92,8.09,1814.6,1891.29,2.35,2.02,36.1,100,1.45,26.76,9.35,0.01,63.86,0.03,18,0.09,16.1,3.76,1.01,45.52,24.11,57.04,0.03,4.48,21.71,42.02
1718303,253,1223,1236.99999751,6067.99998794999,15.91,45.58,2.55,0,4.91,73.09,14.78,44.65,172.77,314,0.34,91.01,0,67.05,6.64,31.65,0,1.82,0,81.39,0,21.05,0,0,50.59,66.52,44.34,100,100,83.42,86.56,55.4,0,100,56.71,2.35,1.08,0,1.13,0.05,48.1,0.502,572.07,1138.82,1.507,1048.84,695.85,6.84,4.99,45.7,12.81,4.27,1.53,1029.83,1015.5,1.25,1.08,49.32,95.81,1.5,9.62,8.3,0.23,81.77,0.09,15,0.07,20.09,3.46,1.03,55.92,22.24,67.64,0,4.83,15.72,44.49
1718402,279,1306,1384.99999719,6497.99998697001,63.71,29.63,6.74,0,4.69,72.91,14.06,45.36,315.82,746.23,0.8,98.75,17.54,65.26,7.18,44.83,0,19.93,0,81.87,21.19,19.26,0,19.78,70.4,34.29,64.27,100,100,87.27,58.39,64.11,0,100,59.88,13.2,7.68,0.49,2.84,0,48.69,0.541,889.79,1643.68,0.603,1328.64,2204.74,9.41,2.31,47.56,17.5,14.65,2.29,1583.82,1471.99,1.93,1.57,47.35,99.52,1.52,18.11,1.56,0.15,79.53,0.65,18,0.1,15.97,3.97,1.07,52.58,19.39,63.43,0,4.35,18.26,43.82
1718758,280,1458,1342.99999728,6993.99998595001,56.91,39.63,1.64,0,5.21,78.13,13.77,46.22,267.52,380.87,0.41,97.58,22.52,70.46,5.84,19.99,1.2,9.99,0,77.99,0,19.75,0.42,2.27,69.47,43.67,62.01,100,100,83.7,66.2,58.09,0,100,63.67,7.95,3.99,0,2.31,0.17,48.2,0.441,560.73,1270.26,1.053,1127.99,1070.97,9.04,2.9,46.8,19.41,11.55,2.44,1064.64,1118.33,1.45,1.19,46.97,99.19,1.22,19.17,10.17,0,70.66,0,17,0.1,19.11,4.61,1.07,17.47,5.02,22.92,0,4.99,15.92,45.66
1718808,172,903,861.99999822,4378.99999071,11.09,47.66,0.73,0,5.08,81.13,15.55,44.76,130.04,176.3,0.19,95.81,0,85.3,2.93,30.43,0,9.2,0,80.33,0,23.43,0,2.77,33.94,61.91,28.26,100,100,81.87,93.21,51.11,0,100,45.78,1.15,0.49,0,1.04,0.15,46.86,0.713,378.64,531.1,1.156,500.53,432.89,8.3,1.48,46.17,4.03,5.6,2.09,474.58,494.37,0.64,0.53,49.38,98.47,0.58,5.35,4,0,90.65,0,15,0.09,22.18,4.57,1.03,54.4,17.44,68.11,0,4.76,17.48,43.87
1718907,154,647,827.99999845,3821.9999937,65.59,34.91,2.2,0,4.62,65.09,12.25,46.3,334.39,457.28,0.49,100,8.29,69.17,6.88,14.85,0,1.2,0,82.2,0,13.69,0,7.89,58.74,50.37,50.77,100,100,83.07,66.81,65.59,0,100,69.21,2.74,0,0,1.46,1.28,51.16,0.55,729.37,1325.41,0.598,1200.24,2007.77,7.06,0.24,51.04,4.83,9.77,0.75,1274.97,1229.68,1.61,1.31,48.53,100,1.48,5.07,26.11,0.59,68.11,0.11,17,0.1,20.23,4.67,1.17,16.29,14.73,27.2,0,4.58,13.39,45.99
1719004,124,600,586.99999877,3117.9999939,82.25,25.06,4.16,0,5.31,72.53,19.34,45.1,169.43,335.84,0.36,100,25.86,81.92,2.15,30.53,0,1.51,0,71.48,0,25.72,0,5.91,70.95,38.81,57.23,100,100,83.68,69.02,69.99,0,100,68.9,10.09,3.29,0,2.41,0,51.82,0.712,666.23,936.27,0.576,739.87,1284.28,6.38,1.01,51.3,17.46,6.3,0.54,847.54,863.94,1.08,0.92,44.03,100,0.41,22.26,8.32,0,69.42,0,15,0.06,19.29,3,1.19,29.54,16.14,39.49,0,5.08,20.86,44.44
1720309,180,861,842.999998240001,4293.99999155001,25.69,41.24,2.86,0,5.09,82.38,12.09,43.78,194.27,353.98,0.38,99.46,50.91,76.56,1.89,49.96,0,3.14,0,39.74,0,60.26,0,1.91,46.01,60.98,38.12,100,100,83.77,81.75,46.69,0,100,42.4,6.32,3.71,0.22,1.55,0.4,50.68,0.773,768.61,993.77,0.434,860.06,1981.86,5.6,1.81,49.77,20.79,10.87,1.76,914.28,947.73,1.26,1.01,49.19,99.81,0.37,6.44,9.62,0.19,83.76,0,16,0.06,20.33,3.03,1.05,63.7,31.8,76.04,0,4.6,17.24,41.97
1720499,160,753,767.99999838,3649.99999227,69.36,33.33,4.58,0,4.75,75.19,14.07,44.7,278.66,514.55,0.55,97.34,0,67.29,4.17,22.32,10.34,15.86,0,74.68,0,21.24,0,17.05,61.6,43.46,58.39,100,100,86.6,73.46,69.05,0,100,44.7,7.42,2.89,0.94,2.16,0.18,57.74,0.559,857.62,1535.2,0.721,1233.59,1710.27,5.14,6.85,53.79,17.68,15.7,3.76,1350.1,1349.4,1.64,1.44,47.44,99.04,0.88,18.58,5.39,0,76.03,0,17,0.08,16.67,3.53,1.11,40.86,27.41,49.1,0,4.6,14.65,44
1720655,242,1308,1160.99999758,5877.99998692,80.92,42.68,5.05,0,5.06,69.97,12.14,45.78,222.93,513.92,0.55,98.23,5.19,75.12,7.94,35.92,0,9.74,0,58.06,0,39.1,0,7.68,64.84,44.56,57.81,100,100,85.47,75.39,74.77,0,100,79.24,8.94,4.87,0.84,2.55,0,51.23,0.651,854.38,1313.09,0.38,998.45,2626.29,6.97,4.82,48.76,23.25,18.02,5.13,1118.37,1202.53,1.57,1.28,48.15,99.4,1.75,12.82,25.39,0,61.79,0,16,0.1,17.62,4.68,1.13,39.26,22.64,46.44,0,4.78,15.45,44.78
1720804,328,1750,1558.99999674,7869.99998275999,40.14,43.62,1.62,0,5.05,77.97,15.83,45.67,167.2,261.11,0.28,99.35,13.78,82.46,5.17,54.7,0,3.25,0,57.06,0,42.32,0,0.31,55.39,53.73,48.08,100,100,83.94,80.95,74.7,0,100,61.34,5.35,2.51,0,1.67,0.66,46.97,0.532,484.13,909.49,0.996,811.94,815.48,9.06,3.51,45.32,42.81,10.86,2.42,853.5,812.5,1.04,0.87,46.44,99.77,1.22,15.5,4.34,0.02,80.14,0,16,0.08,19.63,3.89,1.01,47.33,15.73,57.9,0,4.72,19.01,44.37
1720903,536,2324,2505.99999453,11398.99997663,75.48,25.81,5.38,0,4.55,70.62,18.03,46.02,185.77,383.82,0.41,98.83,42.07,76.71,5.78,40.78,0,24.33,0,74.09,7.93,26.99,0,18.74,59.12,48.92,53.1,100,100,87.08,71.68,72.47,0,100,51.39,10.15,5.8,0.74,2.36,0.46,51.29,0.799,813.25,1017.64,0.346,710.45,2053.18,11.67,3.7,49.39,15.99,13.14,6.99,974.49,956.38,1.24,1.02,43.26,99.58,1.5,14.81,7.01,0.04,78.15,0,18,0.13,16.13,5.36,1.07,20.89,9.01,26.28,0,4.38,19.3,45.42
1721000,1178,4672,5829.99998833,24333.9999538399,65.2,42.07,7.94,0,4.17,70.88,7.8,38.02,668.79,1576.43,1.68,99.46,19.45,44.39,2.78,40.96,0.85,32.36,0,42.37,35.89,55.88,0.23,25.4,83.74,21.47,75.65,100,100,86.05,61.5,71.14,0,100,55.32,25.98,15.11,4.5,4.78,0.34,62.91,0.743,2538.94,3417.35,0.595,2582.75,4343.02,2.32,6.39,58.9,27.7,33.32,5.26,3126.65,3222.4,3.65,3.44,39.83,99.8,0.62,36.21,2.46,0.24,61.09,0,20,0.04,16.58,1.37,1.15,85.24,93.9,99.64,0,4.19,9.49,37.68
1721109,264,1131,1337.99999739,6178.01475388999,63.29,39.9,4.91,0,4.62,73.26,16.86,44.13,256.93,631.48,0.67,97.71,16.92,55.03,8.09,48.87,0,26.29,0,51.62,21.6,46.28,0,13.85,69.38,40.86,63.9,100,100,85.45,56.17,59.77,0,100,61.04,16.89,11.07,2.25,3.16,0.61,59.34,0.985,1491.63,1514.33,0.728,1414.43,1943.26,12.3,20.69,47.06,17.94,25.22,3.46,1682.41,1507.59,1.96,1.61,43.22,99.18,2.3,20.9,3.35,0,62.32,13.42,18,0.13,17.44,5.34,1.12,36.07,20.48,47.95,0,4.45,18.09,43.67
1721208,639,2924,6315.9999937,30774.9999709701,45.73,33.93,5.05,0.33,4.87,79.07,17.47,44.77,248.01,481.89,0.51,97.88,50.26,71.95,6.76,59.14,0,34.58,0,43.68,12.44,56.44,0,7.88,63.63,44.25,56.79,100,100,85.09,74.95,65.39,0,100,57.64,12.37,7.14,1.11,2.71,0.39,47.29,0.712,921.47,1294.98,0.661,1103.07,1669.54,9.39,3.61,45.58,30.13,23,4.57,1160.13,1196.1,1.43,1.28,46.81,99.21,1.42,17.47,4.13,0.03,76.73,1.64,17,0.1,17.64,4.25,1.02,28.5,8.91,35.48,0,4.53,20.69,43.57
1722081,370,1901,1852.99999622,9259.99998051999,35.62,34.98,5.25,0,5,76.05,17.43,45.14,312.1,508.42,0.54,96.13,40.73,66.69,3.7,41.11,0,24.46,0,73.59,10.7,41.69,0,7.44,65.74,49.58,59.75,100,100,87.1,66.84,72.11,0,100,68.96,8.61,5.01,0.06,2.24,0.03,55.81,0.781,942.27,1206.88,0.85,1083.47,1274.58,7.78,4.56,53.26,18.35,17.59,2.3,1136.12,1135.83,1.48,1.21,43.79,98.67,0.78,24.18,3.68,0,72.06,0.08,17,0.08,16.08,3.39,1.03,43.89,14.71,52.4,0,4.65,20.93,43.98
1722107,243,1153,2505.99999752,11755.99998816,26.89,33.69,10.17,0,4.69,75.69,18.66,45.41,341.83,537.98,0.57,98.78,36.09,59.13,7.48,68.85,0,20.54,0,32.87,39.74,61.83,0,4.9,69.41,41.32,64.8,100,100,87.14,68.57,72.44,0,100,67.07,13.88,9.58,1.17,3.01,0.13,55.38,0.582,913.44,1569.21,0.952,1367.11,1436.06,10.14,7.67,51.13,14.28,16.26,5.98,1420.36,1368.7,1.77,1.46,43.05,99.58,1.78,23.74,7.13,0.94,68.08,0.11,18,0.1,16.71,4.3,1.04,48.5,18.14,58.86,0,4.45,21.32,44.56
