cod_mun,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a10b_parede_alvenaria,a11_adensamento,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a19z_v2012_naonulo,a2_agua_rede,a20_rdpc_baixa,a21b_com_defic_1991,a22_energia,a23_esgoto_adeq,a3_agua_dentro,a4_esgoto_rede,a5_esgoto_inadeq,a6_lixo_coletado,a7_banheiro_excl,a8_saneamento_ok,a9_maq_lavar,b1_alfabetizacao,b10_sem_instrucao,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b3z_grau_ambos_nulos,b3z_v0324_naonulo,b4_freq_15a17,b6_fund_completo,b7_medio_completo,b8_superior_comp,b9_anos_estudo,b9z_estudo_acima17,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c13_beneficio,c2_desocupacao,c3_ocupacao,c4_carteira,c5_previdencia,c6_domestico,c7_rend_trab_med,c8_rend_total_med,c8z_faixa_sm,c8z_valor_sm,c9_sem_rendimento,c9z_rend_naonulo_14mais,d10c_deficiencia_1991,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d1e_indigena_raca,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e2z_v0318_naonulo,e3_estrangeiro,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
3508900,200,764,992.99999808,3853.99999267,44.55,19.12,5.24,0,3.88,62.28,12.29,45.83,371.55,519.14,0.55,98.91,65.14,55.13,1.88,87.82,28.23,76.49,28.23,5.09,51.03,89.1,27.47,34.04,77.84,28.72,79.48,100,100,89.13,71.4,89.66,0,100,58.88,14.12,6.96,0.85,3.37,1.09,56.53,0.731,870.32,1190.91,0.838,977.84,1166.71,10.41,0.48,56.26,59,31.36,5.87,1179.4,1104.31,1.42,1.18,39.95,99.6,0.49,72,0.38,1.16,26.46,0,24,0.21,12.61,6.56,1.07,52.07,15.8,63.5,0.62,3.74,14.76,44.94
3509007,930,4141,9214.99999077,39068.99995911,97.6,39.23,11.89,0.13,4.24,72.48,13.86,41.82,1031.05,1457.65,1.56,97.66,96.49,10.67,3.03,99.29,76.29,97.13,73.5,3.72,94.32,92.85,71.71,35.71,90.78,14.53,87.99,100,100,89.35,30.55,88.66,0,100,61.08,25.26,12.03,2.39,4.92,0.48,61.48,0.528,1889.16,3576.21,0.64,2099.13,3281.02,9.16,6.48,57.49,81.19,81.17,6.39,3069.53,2988.76,3.66,3.19,34.6,99.1,0.8,76.97,2.61,0.04,20.37,0,23,0.1,13,3.39,1,58.1,20.42,66.42,0.44,3.96,16.85,41.13
3509106,162,631,841.99999837,3340.9999937,42.92,25.09,6.26,0,3.97,63.1,12.47,43.48,378.98,560.9,0.6,86.83,61.14,48.87,3.31,78.44,0,63.71,0,21.74,45.59,99.16,0,12.45,79.43,27.79,76.86,100,100,89.55,57.21,82.74,0,100,53.58,13.55,7.48,0.66,3.32,0.74,53.22,0.635,863.83,1361.4,0.734,971.52,1323.12,8.89,3.16,51.54,58.71,47.23,9.6,1167.04,1216.2,1.54,1.3,44.22,93.77,0.84,72.19,3.8,0,24.01,0,22,0.14,13,4.7,1.08,62.56,25.26,73.2,0.46,3.71,17.05,42.64
3509205,759,3228,7897.99999235,33735.99996738,89.56,48.4,19.32,0.68,4.27,73,13.84,41.04,818.67,1237.67,1.32,96.39,81.53,21.55,4.11,99.21,74.39,92.5,71.46,7.32,80.67,78.54,56.46,20.51,86.16,18.69,81.79,100,100,87.29,46.44,78.14,0,100,51.44,16.09,8.34,2.53,4.03,0.22,59.13,0.676,1948.56,2884.5,0.886,2403.43,2711.98,8.2,7.34,54.79,86.36,81.9,4.02,2541.35,2616.57,3.12,2.79,37.98,98.51,1.01,62.91,5.35,0.32,31.42,0,21,0.08,14.94,2.88,1.02,47.8,15.73,55.71,0.33,3.98,16.46,40.3
3509304,554,2262,2747.99999443,11153.99997727,99.47,19.03,16.95,0,4.06,65.7,6.73,43.38,802.55,1263.24,1.35,99.87,79.94,16.13,4.49,99.64,79.81,96.87,77.46,2.21,80.74,96.34,75.83,71.63,84.81,21.79,82.88,100,100,89.72,45.38,85.19,0,100,50.58,12.74,7.24,2.08,3.72,0.34,68.32,0.546,1373.25,2515.33,0.659,1551.24,2353.56,8.21,0.63,67.89,76.78,66.36,4.79,2108.65,2154.32,2.71,2.3,26.15,99.88,1.14,77.62,2.33,0,20.05,0,24,0.17,12.32,5.43,1.12,52.02,24.72,62.49,0.05,3.6,9.19,41.82
3509403,545,2192,5184.99999453,20245.99997794,98.34,26.95,14.01,0.41,3.9,64.4,13.61,45.51,646.5,1195.09,1.28,94.2,79.17,28.8,3.42,98.86,78.44,94.16,70.86,4.11,77.12,91.75,69.68,41.38,87.37,14.85,83.9,100,100,89.07,39.21,79.39,0,100,48.81,21.82,15,4.27,4.65,0.1,58.98,0.624,1581.93,2535.28,0.551,1335.08,2424.05,12.77,1.45,58.12,68.09,62.04,8.1,2309.39,2227.39,2.54,2.38,31.27,97.78,0.95,81.16,4.26,0.09,14.49,0,23,0.19,12.95,6.27,1.07,33.18,16.42,44.18,0.16,3.77,14.62,44.73
3509502,22868,84996,229083.99977161,847594.99915015,96.13,20.41,21.89,18.76,3.7,57.23,18,43.68,1538.22,2758.51,2.95,97.63,95.08,8.24,3.72,99.42,87.36,96.5,83.66,2.82,95.42,95.63,84.34,58.53,92.62,10.24,89.28,100,100,90.89,24.76,87.12,0,100,67.57,42.22,29.23,12.87,6.82,0.45,63.2,0.541,3015.73,5570.29,0.466,2393.05,5133.58,11.46,4.51,60.35,79.37,78.03,6.49,4478.53,4556.57,5.46,4.87,29.9,99.04,1.11,76.84,4.48,1,17.64,0.04,26,0.18,11.03,5.15,0.96,53.92,13.61,61.51,0.89,3.52,20.05,42.98
3509601,1069,4439,10930.99998922,45386.9999549,99.07,34.21,14.99,0.27,4.15,70.19,11.33,41.71,980.89,1405.72,1.5,97.87,87.31,15.65,3.64,99.37,68.65,93.68,55.96,1.69,84.1,90.62,61.57,38.46,88.52,15.37,84.66,100,100,89.15,40.08,82.66,0,100,51.21,24.9,11.7,2.8,4.85,0.24,55.91,0.565,1907.17,3375.58,0.765,2386.58,3119.87,9.09,3.7,53.84,81.91,76.19,8.15,3017.44,2924.46,3.77,3.12,37.62,99.13,0.93,75.72,3.8,0.58,19.9,0,23,0.11,13.49,3.79,1.02,72.32,33.36,82.57,0.92,3.87,14.17,40.92
3509700,1036,3889,9945.99998961,37134.99996112,77.73,28.46,10.91,0.69,3.73,68.45,16.73,41.72,847.13,1435.73,1.53,98.56,83.16,18.87,3.66,98.95,76.02,97.02,63.44,3.77,90.26,93.08,65.32,22.64,87.95,17.1,84.38,100,100,88.28,44.48,77.78,0,100,41.95,21.78,12.63,4.29,4.68,0.11,63.24,0.545,1785.68,3274.11,0.773,2238.23,2897.16,8.46,2.67,61.55,65.34,64.1,15.9,2727.31,2757.11,3.32,2.94,31.64,99.4,1.87,79.99,2.68,0.08,17.25,0,22,0.11,14.01,3.57,1.02,37.62,13.71,43.39,0.6,3.77,18.68,41.24
3509809,216,929,1028.99999794,4014.9999911,73.74,17.02,8.8,0,3.9,61.68,12.66,47.22,468.15,769.94,0.82,97.69,61.56,42.07,3.03,94.23,72.9,77.08,44.56,2.53,60.67,96.38,47.54,29.82,83.37,21.79,82.97,100,100,90.29,52.45,69.78,0,100,45.87,14.45,10.38,4.13,3.81,0.45,51.18,0.773,1250.1,1617.29,0.76,1188.78,1563.89,15.42,0.46,50.95,46.82,39.25,5.62,1485.4,1519.84,1.91,1.62,36.03,99.28,1,90.62,2.22,0,7.05,0.11,24,0.2,11.76,6.7,1.1,37.03,15.69,44.23,0,3.8,12.95,47.07
3509908,514,2234,2450.99999483,10143.9999776,75.68,36.12,10.3,0,4.14,64.19,15.16,45.66,445.86,865.81,0.92,94.65,76.64,47.67,5.98,85.83,38.68,85.42,30.99,23.23,75.77,86.09,35.04,11.52,84.61,23.3,81.95,100,100,88.01,43.12,79.33,0,100,44.97,20.77,11.82,2.96,4.25,0.26,49.26,0.725,1402.15,1934.8,0.799,1510.92,1890.48,12.89,5.18,46.71,56.66,46.81,8.68,1802.38,1784,2.31,1.91,42.44,97.48,1.57,66.13,3.67,0.52,29.67,0,21,0.16,14.22,6.07,1.07,29.85,17.5,37.91,0.57,3.88,16.95,44.53
3510005,682,2583,6692.9999932,25449.99997453,63.4,18.04,15.47,0,3.8,62.19,13.16,45.3,579.62,1134.63,1.21,99.16,86.82,32.31,5.09,97.84,49.56,92.59,49.33,0.54,83.85,94.53,48.36,51.2,84.18,22.97,83.17,100,100,89.36,49.29,82.97,0,100,54.89,19.96,13.46,3.44,4.19,0.5,57.82,0.44,1224.61,2780.69,0.638,1543.68,2421.34,12.75,5.24,54.79,63.28,59.47,9.31,2435.54,2284.38,2.57,2.44,33.27,99.62,1.49,86.28,1.87,0.03,11.82,0,25,0.2,12.59,6.35,1.02,36.08,9.01,45.94,0.2,3.6,15.66,44.27
3510104,126,471,637.99999868,2327.99999506,97.86,19.73,21.72,0,3.65,53.72,8.78,48.72,666.56,888.37,0.95,97.75,73.17,23.51,4.96,100,67.55,96.07,67.55,0.68,68.57,96.36,64.6,60.43,80.37,27.42,80.85,100,100,91.37,45.73,82.43,0,100,48.1,13.26,10.71,2.17,3.52,0.9,60.1,0.436,819.8,1880.54,1.369,2060.18,1504.92,14.33,1.85,58.98,63.18,57.15,3.89,1675.82,1552.02,1.98,1.66,29.94,99.2,1.99,94.29,0,0.3,5.41,0,30,0.35,9.86,8.77,1.05,52.22,19.33,63.38,0.45,3.26,11.96,47.06
3510203,1219,5209,12299.99998776,52611.99994745,78.44,35.14,13.39,0.16,4.28,69.79,12.7,44.01,445.86,830.23,0.89,96.95,68.03,46.55,3.99,91.5,64.25,73.7,55.88,4.2,65.82,86.69,50.87,14.73,81.99,26.32,79.45,100,100,87.46,53.36,71.83,0,100,38.31,14.32,8.32,1.38,3.45,0.35,55.22,0.536,1137.64,2124.31,0.725,1325.74,1827.71,8.82,2.95,53.59,55.67,51.17,5.79,1907.09,1862.14,2.24,1.99,40.12,98.6,0.98,77.15,1.04,2.39,19.38,0.03,21,0.13,15,4.82,1.01,24.87,10.51,31.85,0.39,4.05,14.83,43.13
3510302,519,2092,2672.99999478,10770.99997903,95.15,28.79,14.88,0,4.03,66.7,11.13,43.63,594.48,990.24,1.06,98.68,71.74,30.28,2.08,99.54,43.9,86.45,40.23,9.55,67.17,84.82,37.04,25,84.97,21.88,81.79,100,100,87.98,53.32,71.38,0,100,40.23,13.77,7.99,2.51,3.72,0.75,59.78,0.501,1087.42,2168.39,0.615,1087.21,1768.78,11.81,1.87,58.67,64.02,42.26,5.36,1929.87,1845.94,2.21,1.97,30.61,99.51,0.56,96.57,0.99,0.25,2.18,0,22,0.12,15.02,4.18,1.06,33.08,15.38,40.1,0.37,3.85,13.02,43.05
3510401,814,3294,8436.9999919,34219.9999673,95.66,21.65,18.8,0.48,4.06,62.54,12.51,44.83,1114.65,1790.4,1.91,97.04,81.7,9.95,4.76,99.15,84.2,92.51,77.62,6.2,85.71,91.52,74.89,53.94,87.77,16.83,84.42,100,100,89.8,36.3,75.26,0,100,44.65,25.24,18.63,5.74,4.96,0.28,62.05,0.515,1897.94,3687.4,0.525,1768.9,3370.47,11.3,1.73,60.97,78.21,74.09,6.71,2823.73,3061.71,3.8,3.27,29.9,98.69,1.27,80.28,7.41,0.04,12.27,0,24,0.18,12.03,5.69,1.03,36.7,16.62,45.8,0.08,3.81,14.66,43.91
3510500,1314,5083,13695.99998703,52877.99994935,97.41,34.71,18.25,2.17,3.86,63.32,15.45,43.62,854.38,1499.91,1.6,97.29,94.39,25.55,5.29,98.48,61.27,94.33,28.92,4.56,92.21,89.83,54.94,28.89,87.11,17.46,83.99,100,100,89.11,35.95,84.01,0,100,60.87,26.51,15.14,4.01,4.97,0.24,58.71,0.509,1660.97,3260.7,0.614,1823.43,2969.59,11.39,2.79,57.08,57.4,52.91,9.08,2649.85,2728.48,3.21,2.91,32.56,98.81,1.37,77.53,2.32,1.07,19.08,0,22,0.14,13.16,4.67,1.04,55.59,23.73,64.36,0.77,3.72,17.63,42.8
3510609,6766,28439,68000.99993184,283660.99971375,95.08,41.12,17.88,19.29,4.17,71.84,16.01,40.44,1005.97,1403.43,1.5,97.9,96.11,11.23,3.83,99.44,60.83,96.28,30.56,7.93,97.4,91.92,57.08,34.14,90.27,14.91,86.26,100,100,88.99,43.16,84.19,0,100,59.36,23.11,10.52,1.86,4.78,0.28,62.11,0.59,2001.09,3389.71,0.813,2524.46,3104.61,7.09,5.24,58.85,83.61,77.58,6.32,2957.56,2890.53,3.63,3.09,35.03,99.2,1.02,61.17,4.68,0.17,33.94,0.04,22,0.07,13.43,2.3,0.98,62.01,20.08,70.27,0.29,3.95,18.42,39.79
3510708,703,2626,3364.999993,12281.99997372,88.75,16.45,12.74,0,3.65,60.76,17.4,46.34,460.91,960.7,1.03,97.67,84.4,42.34,4.73,98,57.84,78.95,57.54,2.35,56.87,92.2,56.62,47.45,79.23,28.03,79.32,100,100,89.65,59.53,83.67,0,100,58.86,17.93,13.13,4.6,3.99,0.07,57.84,0.725,1505.38,2075.43,0.416,939.94,2258.13,14.71,0.92,57.31,26.27,34.74,9.93,1947.14,1875.61,2.04,2,29.92,98.93,1.39,71.86,1.81,1.17,25.16,0,25,0.21,12.3,6.48,1.01,49.28,12.86,58.29,0.11,3.44,20.22,45.23
3510807,739,2637,7282.99999254,25307.99997367,99.59,20.41,20.78,0.45,3.47,61.16,15.89,46.7,668.79,1334.42,1.43,99.36,79.51,23.64,3.41,98.53,81.01,96.87,73.19,3.43,77.29,95.81,73.59,55.64,85.6,18.27,83.4,100,100,90.28,32.1,88.73,0,100,62.99,31.88,23.81,6.94,5.47,0.28,53.97,0.706,2079.44,2943.38,0.507,1458.9,2875.79,14.88,3.04,52.33,60.52,67.83,7.69,2450.51,2634.57,3.27,2.81,35.2,99.74,0.95,81.73,6.28,0.24,11.75,0,26,0.23,11.73,7.19,1.08,44.66,16.9,54.58,0.12,3.58,19.32,45.73
3510906,144,585,692.9999986,2718.99999428,100,18.55,2.74,0,3.92,59.29,8.37,45.79,512.74,830.97,0.89,99.25,42.7,44.39,2.27,97.02,86.7,94.6,30.32,4.51,40.3,92.71,41.19,47.06,78.96,25.04,79.13,100,100,89.48,42.09,78.19,0,100,48.26,21.91,13.81,3.88,4.21,0.23,59.96,0.513,919.38,1792.54,0.403,744.41,1847.46,9.03,0.54,59.64,42.83,43.43,4.85,1566.05,1587.12,1.96,1.7,34.67,99.73,0.58,81.31,2.73,0,15.95,0,25,0.2,12.72,6.2,1.16,43.27,23.25,51.52,0,3.7,8.73,44.71
3511003,756,3079,3640.99999238,14607.99996883,71.94,19.67,11.09,0,4.01,65.08,12.92,45.37,524.74,1102.24,1.18,90.37,72.12,35.18,5.47,93.57,63.73,72.78,56.9,7.26,59.62,87.11,54.94,27.92,81.4,26.78,80.77,100,100,90.42,57.23,85.28,0,100,63.02,20.22,13.46,3.04,4.13,0.68,54.37,0.554,1432.14,2585.57,0.523,1384.31,2644.74,10.53,3.25,52.6,52.27,45.51,10.75,2243.91,2242.62,2.72,2.4,40.24,95.93,1.6,55.73,2.86,1,40.27,0.14,23,0.19,11.82,6.04,1.03,59.05,22.85,69.85,0.31,3.76,15.31,44.43
3511102,2583,9407,25525.9999743,93316.99990666,98.21,18.89,20.32,3.07,3.66,57.97,15.6,45.86,928.87,1670.68,1.78,99.05,94.2,11.48,3.77,99.28,91.88,96.4,88.53,1.94,94.7,93.82,85.93,61.45,88.37,16.87,86.09,100,100,91.21,36.03,85.76,0,100,59.85,28.1,19.45,6.65,5.27,0.47,60.31,0.472,1637.25,3468.75,0.519,1554.77,2995.39,16.11,1.77,59.24,73.53,72.92,8.98,2793.64,2779.91,3.28,2.97,26.89,99.64,1.18,84.85,3.51,0.6,11.04,0,27,0.25,10.81,7.1,0.98,45.35,11.1,54.28,0.33,3.42,17.81,44.93
3511201,301,1248,1519.99999695,6260.99998743,100,21.51,6.45,0.38,4.12,71.76,8.03,43.9,782.15,973.55,1.04,98.11,78.92,16.4,1.04,99.74,85.28,91.71,76.17,0.57,79.36,91.28,71.84,62.27,81.54,22.05,80.87,100,100,90.26,55.04,83.81,0,100,42.33,13.34,8.38,0.8,3.61,0.5,61.6,0.484,1041.99,2153.87,0.922,1694.52,1837.93,10.39,0.38,61.36,87.92,71.24,8.52,1891.88,1809.28,2.31,1.93,28.7,99.35,0.25,83.3,2.57,0.08,14.05,0,24,0.14,12.31,4.38,1.07,53.78,20.01,61.96,0.11,3.71,11.65,42.95
3511300,338,1339,1529.99999666,5703.99998656,100,13.21,16.09,0,3.73,54,10.78,48.07,640.92,1056.03,1.13,99.78,65.58,33.02,3.3,99.53,53.45,90.75,52.01,0.66,65.25,99.28,52.01,56.19,83.93,21.43,83.23,100,100,92.67,41.79,89.82,0,100,68,16.64,12.41,4.77,4.18,0.52,56.76,0.548,1202.6,2196.22,0.614,1200.63,1956.99,13.43,1.93,55.67,59.69,58.18,8.07,1959.73,1889.77,2.32,2.02,32.03,99.92,1.07,90.46,1.28,0,8.26,0,29,0.33,8.88,8.82,1.05,50.9,21.71,60.83,0.56,3.55,10.83,47.47
3511409,704,2603,3491.99999285,12851.99997358,77.18,22,17.7,0,3.68,59.81,16.23,45.76,606.37,1289.89,1.38,96.43,80.26,30.7,3.54,96.18,74.69,90.85,52.23,3.37,78.37,86.86,58.77,33.72,86.77,19.89,83.3,100,100,89.36,38.23,77.47,0,100,42.96,21.36,14.92,3.52,4.45,0.19,59.25,0.562,1519.14,2705.29,0.505,1275.8,2525.58,14.06,0.22,59.11,56.5,55.31,6.38,2061.06,2311.28,2.61,2.47,29.2,98.5,1.1,83.49,2.87,0.13,13.52,0,25,0.2,12.76,6.34,1.03,38.57,17.97,50.92,0.05,3.51,18.19,45.03
3511508,497,1995,5069.99999518,20047.99998061,99.59,17.51,19.75,0,3.95,63.21,12.32,44.55,1144.75,1985.81,2.12,98.75,89.28,10.24,2.88,99.98,91.92,99.59,84.15,0.97,90.77,98.12,85.52,56.65,92.11,11.8,88.55,100,100,90.57,33.63,80.99,0,100,55.32,23.88,15.74,4.58,5.03,0.17,64.29,0.591,2362.01,3998.71,0.536,1919.3,3583.72,10.39,5.53,60.73,86.23,81.44,2.77,3363.7,3401.9,4.09,3.63,29.84,99.53,0.79,90.46,1.5,0,8.04,0,25,0.17,11.34,5.01,1.01,55.85,20.41,64.58,0.43,3.75,13.98,43.97
3511607,674,2220,3354.99999343,11152.99997833,88.03,25.16,12.43,0,3.32,59.3,10.01,44.41,523.89,938.99,1,97.56,65.73,31.36,2.87,96.26,47.06,85.17,40.41,6.78,66.4,92.12,42.34,41.35,89.08,15.14,86.03,100,100,90.61,41.7,71.99,0,100,47.24,20.47,12.1,2.65,4.45,0.24,61.93,0.735,1369.42,1862.29,0.908,1584.24,1744.97,11.26,1.63,60.92,65.03,72.32,5.72,1891.84,1721.7,2.12,1.84,29.2,99.04,0.71,91.53,0.91,0.13,7.44,0,24,0.18,11.65,5.36,1.18,35.87,19.59,43.17,0.42,3.48,11.15,43.35
3511706,546,2275,2610.99999441,10734.99997671,99.76,23.05,15.21,0,4.11,66.29,10.97,44.08,912.45,1260.51,1.35,97.78,74.95,15.11,3.21,99.09,70.52,94.81,66.89,6.52,76.44,92.53,62.13,64.17,88.54,15.06,84.24,100,100,88.73,35.51,84.73,0,100,39.32,16.57,9.38,1.93,4.23,0.79,59.85,0.506,1392,2749.4,0.712,1735.6,2436.04,11.12,1.2,59.13,85.6,77.34,3.27,2394.98,2333.43,3,2.49,31.05,99.02,0.78,85.35,4.47,0,10.15,0.03,24,0.15,13.66,5.04,1.05,36.88,12.8,44.76,0,3.75,12.11,42.88
3511904,275,1072,1297.99999716,4882.99998899,88.73,13.12,15.55,0,3.76,61.89,11.04,44.57,557.32,1015.03,1.08,94.45,83.92,33.31,4.84,95.11,3.25,88.86,0,2.61,81.02,96.07,0.23,38.57,81.77,30.68,80.27,100,100,90.01,62.98,85.2,0,100,48.87,21.48,16.94,3.11,4.17,0.36,63.58,0.476,1021.86,2145.87,0.474,996.18,2103.21,10.21,2,62.31,52.12,50.64,6.74,1873,1783.97,2.13,1.91,31.14,97.18,1.31,67.13,1.93,1.75,29.19,0,25,0.21,12.68,6.5,1.09,52.23,21.65,61.58,0.42,3.67,12.76,43.94
3512001,786,3131,3986.99999214,15908.99996866,99.17,18.12,14.67,0,3.99,64.16,13.05,44.75,646.5,1181.56,1.26,98.13,83.17,29.24,3.79,99.8,83.39,94.76,78.14,3.27,82.21,94.33,76.49,51.86,86.2,17.03,83.27,100,100,89.53,36.7,80.86,0,100,51.81,20.45,14.43,3.38,4.51,0.32,60.74,0.559,1433.38,2564.95,0.489,1277.07,2611.12,10.55,1.94,59.56,70.71,69.67,9.21,2125.96,2187.96,2.56,2.34,31.83,99.35,1,68.49,3.93,0.59,26.96,0.03,24,0.18,12.64,5.84,1.01,38.55,16.31,45.87,0.51,3.77,14.49,43.67
3512100,227,1006,1221.9999978,5281.99999011,96.55,26.16,12.83,0,4.32,70.64,8.95,43.33,546.18,884.77,0.94,93.22,76.46,34.72,3.7,97.19,65.58,89.58,59.34,5.1,61.05,95.17,65.58,70,81.6,25.68,79.94,100,100,88.36,49.37,81.08,0,100,36.38,14.18,8.78,2.58,3.71,0.15,57.88,0.823,1591.78,1933.69,0.685,1244.89,1817.23,6.77,2.82,56.25,52.26,32.09,6.65,1853.31,1852.76,2.36,1.98,37.89,96.59,0.86,53.79,8.17,4.53,33.36,0.15,22,0.1,13.75,3.69,1.09,54.22,25.78,61.61,0.1,4.05,11.81,42.68
3512209,480,2037,4598.99999523,19271.99997966,95.57,29.24,28.52,0.09,4.19,67.85,12.55,43.18,764.33,1191.4,1.27,95.34,78.81,23.41,4.57,97.46,77.59,88.98,77.01,3.21,77.52,83.3,65.71,61.42,81.6,21.44,77.78,100,100,87.99,39.07,68.53,0,100,38.71,16.15,10.72,4.15,3.92,0.45,66.57,0.546,1362.72,2496.13,0.541,1306.38,2414.47,8.65,1.21,65.76,70,67.65,4.3,2255.74,2129.5,2.65,2.27,27.64,97.92,1.13,74.34,3.08,0.15,22.44,0,22,0.12,14.87,4.35,1.06,46,19.9,56.28,0.34,3.84,14.62,41.99
3512308,657,2474,3266.99999335,11889.99997494,93.19,21.91,16.33,0.12,3.64,55.97,16.44,49.49,784.71,1388.7,1.48,99.28,71.17,21.18,4.73,97.12,67.48,92.23,65.55,10.87,70.51,92.07,64.2,38.78,89.55,15.45,88.19,100,100,90.58,34.04,81.73,0,100,60.67,24.18,17.3,4.36,4.79,0.34,55.08,0.542,1580.16,2914.71,0.588,1472.38,2505.32,15.9,1.64,54.18,62.36,59.46,8.56,2542.27,2457.75,2.93,2.62,31.43,99.71,1.39,93.99,1,0.25,4.76,0,27,0.31,11.58,8.72,1.01,23.74,9.94,31.32,0.44,3.39,18.33,48.07
3512407,688,2654,3436.99999304,13337.99997329,99.68,15.86,15.57,0,3.88,61.98,10.54,45.19,980.89,1450.1,1.55,99.34,81.92,12.61,4.29,100,79.26,98.81,73.05,2.25,83.19,95.67,75.69,76.37,90.12,13.18,86.65,100,100,90.28,33.87,87.3,0,100,60.64,21.84,12.68,3.17,4.72,0.8,61.94,0.53,1569.4,2962.55,0.527,1394.13,2644.42,12.41,1.81,60.82,83.8,79.89,5.18,2422.65,2497.79,3.12,2.67,29.71,99.76,1.23,89.19,5.37,0,5.43,0,26,0.2,11.86,5.95,1.02,49.67,18.77,56.96,0.06,3.58,12.78,44.08
3512506,298,1184,1517.99999694,6008.99998794,85.96,25.57,12.22,0,3.96,68.08,11.71,44.05,548.41,946.55,1.01,98.87,67.82,29.29,3.04,94.68,25.62,76.42,22.41,2.57,67,89.09,21.99,43.33,77.65,29.62,76.56,100,100,90.41,64.71,67.61,0,100,45.86,14.07,8.34,1.81,3.46,0.4,59.77,0.503,1112.73,2210.49,0.477,1213.88,2545.51,8.09,0.62,59.39,52.25,44.93,6.34,1872.3,1872.31,2.16,2,34.58,99.5,0.85,48.59,2.23,2.03,47.15,0,23,0.17,12.39,5.31,1.05,50.1,24.11,62.99,0.45,3.67,13.01,43.54
3512605,281,1131,1430.99999717,5749.99998843,59.67,25.98,11.24,0,4.02,64.84,11.89,44.53,390.13,712.86,0.76,97.93,64.48,56.04,5.99,93.41,43.84,71.49,27.85,7.63,61.97,88.15,37.91,14.12,78.41,29.18,77.12,100,100,88.75,58.92,74.27,0,100,47.41,10.16,7.51,1.56,3.04,0.2,58.39,0.717,1074.6,1498.78,0.56,845.09,1510.31,11.72,1.21,57.68,28.78,33.7,6.3,1365.04,1380.94,1.78,1.47,33.16,99.29,1.74,81.29,2.84,0.5,15.37,0,23,0.16,14.29,5.35,1.08,47.52,19.39,56.25,0.36,3.8,13.99,43.92
3512704,151,539,830.99999844,3155.99999446,99.31,12.85,10.22,0,3.8,60.93,9.94,44.8,787.69,1280.1,1.37,97.22,47.22,25.06,4.68,99.25,49.18,98.9,44.17,8.51,42.02,95.34,42.58,47.74,87.89,20.32,86.01,100,100,88.96,31.54,75.92,0,100,53.23,15.9,6.02,2.23,3.78,0,56.82,0.619,1562.69,2523.38,0.654,1539.94,2353.16,14.15,1.14,56.17,83.79,77.15,6.69,2255.95,2247.71,2.84,2.4,31.98,98.95,1.59,87.11,1.85,0,11.04,0,24,0.23,13.34,7.7,1.06,47.12,34.09,61.45,0.16,3.54,11.37,43.74
3512803,915,3737,9231.99999082,36683.99996251,98.8,27.45,21.44,0.06,3.97,65.65,11,42.69,1014.33,1414.96,1.51,99.52,91.21,12.44,4.15,99.51,82.45,95.52,64.69,2.4,92.21,91.98,75.62,57.09,89.32,15.57,85.84,100,100,89.64,34.52,86.28,0,100,61.66,18.78,11.12,2.64,4.42,0.53,61.23,0.508,1628.47,3204.07,0.749,2161.74,2886.46,10.27,5.11,58.1,81.92,77.41,4.8,2767.79,2716.43,3.5,2.9,33.44,99.83,1.08,75.9,3.37,0.71,20.01,0.02,24,0.14,12.29,4.59,1.03,56.6,22.55,65.66,0.25,3.72,12.88,41.85
3512902,449,1615,2180.99999549,7829.99998378,95.61,16.06,12.15,0,3.59,56.21,9.9,46.41,429.14,835.68,0.89,93.47,48.14,44.49,2.99,98.68,42.15,84.77,41.75,3.35,49.27,93.38,39.79,53.1,82.77,28.65,82.05,100,100,91.71,54.91,76.19,0,100,43.94,14.07,8.83,2.43,3.55,0.07,56.54,0.525,988.01,1881.41,0.373,656.83,1760.24,11.57,2.53,55.11,48.11,31.62,4.97,1740.92,1654.57,1.95,1.77,37.45,96.33,0.83,89.72,2.1,0.19,7.96,0.02,28,0.25,10.12,6.76,1.08,53.29,21.83,64.86,0.13,3.4,10.61,45.56
